Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Addison, Dylan	1			-	-	1	1	-	-	-	1											-	-	2	-	6
Akermanis, Jason	1	-	1		1	-	2	-	1	1																7
Boyd, Matthew	-	1	1	-			-	1	-	1	1	-	1	-	2	-	-	-	1	1	1	1	1	1	1	15
Callan, Tim																							-			
Cooney, Adam	-	-	1	-	-	2	2	1	2	-	-	-	2	1	-	-	-	-	-		-					11
Cross, Daniel	1	1	1	-	1	-	2	-	3	-	-	3	2	-	1	1	1	-	3	-	-	-	1	2	1	24
Eagleton, Nathan				-	-	-		2	1		-	-	1			1			-	-	-	2	-	-	-	7
Everitt, Andrejs	1	2	-	1	-	-	-									1		-	-	1		2				8
Giansiracusa, Daniel	3	-	-	-	-	1	2	2	1	-	1	-	-	-	1	-	-	1	1	-	-	-	-	-	-	13
Gilbee, Lindsay	-	1	-	1	-	-	-	-	1	2	-	-	-	-	-	1	-	-	1	-	1	-	-	1	-	9
Grant, Jarrad					-	-	-	-	-	-	2	1	-	-	-	-	-	-	1		-	2	-	-	-	6
Griffen, Ryan	1	-	1	3	1	-	1		2	3	-	-	1	1	1	2	-	1	-	-	-	-	-	1	1	20
Hahn, Mitch	1	2	1	1	-	-	-	2	-	1	1	-	2	-							-	1	1	1	2	16
Hall, Barry	1	1	1	1	-	1	1	1	-	-	1	3	3	-	3		1	3	-	1	2	-	2	2	-	28
Harbrow, Jarrod	1	-	-	1	2	-	1	-	2	-	3	-	1	1	2	1	-				-	1	-	-	-	16
Hargrave, Ryan	2	1	-	1		-	2	-	1	2			1	-	1	-	-	-	-	-	1	2	-	-	1	15
Higgins, Shaun	-	1	-	-	1	-	-	1		1	-			1	2	2	3	1		-			1			14
Hill, Josh	-	-	2	1			1	1	1	-	1	-	1						1							9
Hooper, Andrew																								2		2
Hudson, Ben	2	1	3	-	-	-	-	-	-	-	1	-	-	2	1	2	1	1	1		2	2	-	2	1	22
Johnson, Brad	-				-	-							-	1	-	-	-	-	-	1	2		-	-	1	5
Jones, Liam																		-	-	2	2	1				5
Lake, Brian	-	2	-	1	-	2	-	-	-	-	1	1	-	-	2	-	-	1	1	1	2	-	1	1	1	17
Minson, Will	4	4	2	-				-	1	1	1	1	1	1						-			4	3	2	25
Moles, Brodie		1	1	-	-						2	-				-	-	1	2	1	1	2				11
Morris, Dale		-	-	1	1	-	-	-	-	-	-	-	-	1	-	1	-	1	-	-	1				1	7
Murphy, Robert	1	-	1	1	2	-	-	-				-	-	-	-	2	2	-		-	3	-	-	-	-	12
Picken, Liam	2	3	-						1	1	-	2	1	1	-	2	-	1	-	2	1	2	3	1	2	25
Reid, Sam														-												
Roughead, Jordan					-	-									-		-	3	1	1		1				6
Stack, Brennan							1	2	-	1	1	-	1		-											6
Ward, Callan														2	1	3	-			1	-	1	2	1	-	11
Williams, Tom	2	-	-	-	1	1	3	-	1	-	-	-			1	1	-	-	1	-	3	-	-	-	-	14
Wood, Easton												-	1	1	4	-	-	1	-	-				-	-	7
Totals	24	21	16	13	10	8	19	13	18	14	17	11	19	13	22	20	8	15	14	12	22	20	16	20	14	399
Opponent	CW	RI	HW	BL	AD	SK	ME	SY	NM	ES	CW	BL	WC	HW	CA	PA	FR	NM	AD	GE	SY	ES	CW	SY	SK	
