Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Addison, Dylan	3			6	4	3	-	3	6	3	6											4	6	5	5	54
Akermanis, Jason	4	5	3		6	7	5	5	6	3																44
Boyd, Matthew	4	4	7	2			3	4	4	1	5	6	4	9	8	6	5	11	1	3	5	6	3	4	2	107
Callan, Tim																							2			2
Cooney, Adam	4	6	4	3	5	9	1	6	9	1	7	4	6	1	3	3	2	2	2		1					79
Cross, Daniel	6	5	6	3	5	4	4	9	4	4	5	4	6	6	5	14	9	3	2	5	2	10	6	5	7	139
Eagleton, Nathan				5	9	5		5	12		4	4	6			12			6	2	4	5	1	5	2	87
Everitt, Andrejs	3	7	6	3	5	6	6									5		9	5	6		8				69
Giansiracusa, Daniel	6	6	4	5	4	9	8	2	6	4	5	7	8	4	5	4	7	7	9	7	1	4	4	3	1	130
Gilbee, Lindsay	1	12	7	1	12	15	1	5	9	4	6	4	9	4	5	8	5	10	-	4	3	3	3	4	4	139
Grant, Jarrad					1	9	4	11	6	6	4	6	6	3	4	2	8	7	3		6	12	2	4	5	109
Griffen, Ryan	3	3	6	6	5	5	3		9	2	3	6	2	2	5	2	1	4	4	1	1	-	4	1	2	80
Hahn, Mitch	5	9	3	1	4	10	1	7	9	4	1	9	6	3							4	7	2	4	7	96
Hall, Barry	4	6	9	3	8	5	1	11	3	7	9	14	5	3	9		6	8	2	7	3	6	2	8	4	143
Harbrow, Jarrod	5	2	10	3	6	8	2	3	9	4	7	3	8	6	8	4	11				7	7	1	6	2	122
Hargrave, Ryan	4	2	1	3		12	3	3	14	3			8	3	9	10	6	8	6	5	4	8	7	5	3	127
Higgins, Shaun	5	6	4	5	4	3	4	4		5	2			3	3	6	3	4		1			1			63
Hill, Josh	6	6	7	4			3	3	6	4	5	8	3						3							58
Hooper, Andrew																								-		
Hudson, Ben	-	3	4	3	2	1	4	5	2	6	4	3	2	2	5	2	3	3	4		3	3	2	1	4	71
Johnson, Brad	7				6	5							5	7	9	8	4	9	9	6	3		4	7	2	91
Jones, Liam																		5	4	3	3	5				20
Lake, Brian	3	8	9	5	10	12	8	11	22	6	8	9	11	18	10	17	10	15	7	2	7	10	9	4	9	240
Minson, Will	4	6	5	3				2	4	1	4	4	3	3						2			-	5	2	48
Moles, Brodie		3	4	1	6						2	1				3	4	2	2	3	2	3				36
Morris, Dale		1	2	1	2	4	2	4	6	3	-	6	7	2	5	6	3	10	1	6	1				1	73
Murphy, Robert	12	10	6	3	6	8	3	6				6	6	4	8	9	6	7		6	2	11	5	10	1	135
Picken, Liam	2	2	2						3	1	1	2	-	3	4	2	1	2	1	1	5	2	-	1	2	37
Reid, Sam														2												2
Roughead, Jordan					4	2									3		6	6	2	4		5				32
Stack, Brennan							1	3	3	3	2	3	2		-											17
Ward, Callan														6	1	4	4			2	1	7	3	5	3	36
Williams, Tom	6	6	3	4	7	5	3	6	5	4	-	1			8	3	2	9	4	4	4	8	4	4	3	103
Wood, Easton												4	5	3	4	4	6	3	1	2				1	3	36
Totals	97	118	112	73	121	147	70	118	157	79	90	114	118	97	121	134	112	144	78	82	72	134	71	92	74	2625
Opponent	CW	RI	HW	BL	AD	SK	ME	SY	NM	ES	CW	BL	WC	HW	CA	PA	FR	NM	AD	GE	SY	ES	CW	SY	SK	
