Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Ablett, Gary					-	1	-	2	-	2	-	-	-	1	-	-	1	-	-	-	1	1	3	-	1	13
Bartel, Jimmy	-	-								-	-	-	-	1	-	-	-	-	-	-			-	-	-	1
Byrnes, Shannon																1	3	2	-							6
Callan, Tim															-	1	-	-		1	-					2
Chambers, Paul	-	-	-	-									-		-	-	-									
Chapman, Paul	-	-	2	-	1	1	1	-	-	-	3	-	-	2	2	-	2	-	-	-	2	1	-	-	-	17
Corey, Joel	-	-	-	-	1	-	1	-	-				-	-	-	-	1	-	-	-	-	1	2	-	-	6
Enright, Corey	-	-	-						-	3		1						-						-	-	4
Gardiner, Charlie		-	-	1	-	-	-	-		-	-	-			1	-	-	-	-	-	-			-	1	3
Graham, Ben	-			-	-	1	-	1	1	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	5
Harley, Tom	-	-	1	-	2	-	2	-	-	-	-	-	-	-	-	-	1	-	-	1	1	-	-	-	-	8
Haynes, David	-	-	1	-	-	-	-		-	2	-		-	1								-	-	-	-	4
Hunt, Josh	-	-	-	-		-	2	1	1	1	3	-	-	-	-	-	-	-	-	-	-	-	-	-	1	9
Johnson, David		2	-	-	-	-	-	-					-			-	-	-	-	-	-	1		-	-	3
Johnson, Steve													-	-	-	-	-	-	1	-	-	-	-	-	-	1
Kelly, James	-	1	-	-		-	3	1	-	1	-	-	-	-												6
King, Steven								-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	
Kingsley, Kent	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	
Koulouriotis, Paul																	-	-	1	-	-	-	1	-	1	3
Ling, Cameron	2	1	1	-	-	-	-	2	1	-	-	-	-	-	1	-	4	-	-	-	-	2	2	-	1	17
Loats, David												-														
Mackie, Andrew			-	1	-	-	-	-	-	-		-	-	-	-	-										1
McCarthy, Matthew	-	-																		-	-					
Milburn, Darren	1		2		-	4	-	2	-	-	5	1	-	4	5	-	-	-	3	-	5	-	1	-	-	33
Moloney, Brent		-			2	1		-	-	3	3	1	-	1	-							1	-	-	1	13
Mooney, Cameron	-	-	-	-	-	-	-	-	-	2	3	-	-	1	-		-	-	-	-	2	-	1	-	-	9
Playfair, Henry	-	-	-	-	-	2	-	2	1	-	-	-						-	-			-	-	-		5
Rahilly, James	-	1	-	-	-	-	-							-												1
Riccardi, Peter	-			2	1		-	1	4	-	5	1		-	-	-			1	-	-	1	4	-	-	20
Rooke, Max	-	2	-	-	2				1	-	2	-	-									-				7
Sanderson, Brenton	-			-	-	1	-	1			2	-	1	-	-	-	-			1	-	5	-			11
Scarlett, Matthew	-	-	-	-	-	1	2	-	-	1	1	2	-	-	2	-	3	-	-	-	1	3	-	-	1	17
Spriggs, David	-	-	-																			-	-			
Tenace, Kane		2	-	3	8	6	4	2	-		-								2	-	1					28
Wojcinski, David			-	6	3	2	-	3	-	-	2	4	1	1	1	4	1	-	-		-		-	-	-	28
Totals	3	9	7	13	20	20	15	18	9	15	29	10	3	12	12	6	17	2	8	3	13	16	14	0	7	281
Opponent	SK	CA	SY	RI	FR	AD	HW	ME	ES	PA	WB	KA	BL	WC	CW	SY	CA	SK	RI	FR	AD	HW	PA	ES	BL	
