Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Abraham, Winston	3	2		-	-	2	2	4	1	4	2	2		-	5	3	4	2	3	2	3	1	2	1	3	51
Anderson, Brady						3	2	-																		5
Archer, Glenn	7	2	3	4	4	8			4	6	2	3	6							9	4	10	3	4	6	85
Bell, Peter	3	3	3	6	5	-	5	4	4	5	6	2	6	6	1	4	6	5	3	3	4	3	2	10	8	107
Blakey, John	4	1	5	3	3	3	6	5	2	8	2	15	5	3	8	5	7	6	4	8	-	10	2	5	8	128
Burton, Matthew	1	-			2	3	1	1	3	5	2	1	3	2	3	2	1	3	3	3	3	-	2	-	-	44
Calthorpe, David	-	1	1	-	-	-			3	2	3	2	1	1				-								14
Capuano, Matthew	2	2	3	5							1	-	-			2	2				9	4	2	4	-	36
Carey, Wayne	6		3	10	11	12	14		9	13	6	9	9	10	9	3	10	6	5	11	4	5	1	8	2	176
Chandler, Brett														-	-							1	-			1
Clayton, Shane	3	3	4	11	4	6	4	7	3	3	1	1	6	7	8	5	8	5	2	5	4	2	2		4	108
Cochrane, Stuart																			-	1	1	1	1	3	1	8
Colbert, Leigh				3							6	1				2	3	10	4	4	4	2	4	6	2	51
Dhurrkay, Gary					1	2	1	3	-	1	1															9
Grant, Shannon	8	3	5	3	13	4	4	7	8	5	6	1	7	5	4	3	2	5	2	5	7	7	5	5	3	127
Harvey, Brent	3	3	3	4	7	5	6	4	2	3	3	1	3	7	3	4	4	2	6	6	9	3	6	7	3	107
Hewitt, Evan	5	4	-			3	-	3										2	1	3						21
King, David	4	3	3	7	4	2	5	3	4	4	1	3	5	3	5	3	4	5	5	3	4	4	4	1	3	92
Kingsley, Kent				2	3													2	1							8
Lange, Adam	1	1	1	6	3	3	2	3	2	1			4	-	3	1	-	3	5	8	2	-		-		49
Makepeace, Troy				1	1	2	7	2	4	2	2	-	1	3	4	2	3	2	3	1	1	4	2	-	1	48
Martyn, Mick		4	1			3	6	3	1	6	3	3	3	3	1							2	2		2	43
McCartney, Jason	2	1	5	3	3	4	3	3	6	3		4	6	8	6	3	3	9	2	7	5	9	4	4	6	109
McKernan, Corey	6	3	10	9	3		9	7	7	8	4	4	8	4	6	2	6	3	8		3	6	9	4	6	135
Motlop, Shannon	1	1	-	2			1	3	2	2	1	2	-	2	-	2	2	-			2		2	-		25
Pagan, Ryan	2	2	3																							7
Pickett, Byron	3	4	2	2	1	3	1	1	1	-	7	2	7	5	6	3	2	2	2	1	7	2	4	7	1	76
Pike, Martin		6	2	3	2	4	2	2	5	3	-	3	4	6	6	1	5		4	-				3	-	61
Rawlings, Brady			3	-	1							3	2			-	-									9
Scott, Robert	-																									
Sholl, Craig		2	1					2	1	1	2			2	3			9	1	1				5	7	37
Simpson, Adam	3	4	4	4	1	4	5	1	4	3	5	2	3	5	3	4	3	2	5	1	1	7	1	9	3	87
Spaull, John													-	1	3	1	1									6
Stephens, Brad																				-	2					2
Stevens, Anthony	3														3	-	2	6	5	2	9	6	5	7	2	50
Watt, Shannon					-	4	-	1																		5
Totals	70	55	65	88	72	80	86	69	76	88	66	64	89	83	90	55	78	89	74	84	88	89	65	93	71	1927
Opponent	WC	ME	RI	GE	SY	CW	SK	HW	AD	FR	CA	PA	ES	BL	WB	WC	ME	RI	GE	SY	CW	SK	ES	HW	ME	
