Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Abraham, Winston	-	1		-	2	3	-	3	-	1	2	4		-	1	2	2	-	1	-	1	-	2	1	-	26
Anderson, Brady						-	-	-																		
Archer, Glenn	-	3	1	1	2	1			1	1	-	2	2							-	2	1	1	1	-	19
Bell, Peter	8	5	4	5	9	3	7	2	8	2	11	1	4	7	8	9	8	7	5	3	5	2	8	13	1	145
Blakey, John	1	1	2	2	4	5	2	-	-	2	4	1	5	6	-	4	4	2	-	4	-	3	-	2	5	59
Burton, Matthew	1	-			-	1	5	3	2	2	1	-	3	3	3	-	1	3	3	4	1	-	3	1	2	42
Calthorpe, David	1	2	-	1	-	1			1	-	1	2	1	1				-								11
Capuano, Matthew	1	3	1	1							2	1	-			3	1				1	2	1	1	3	21
Carey, Wayne	-		1	1	1	-	-		-	-	2	-	-	1	-	-	-	3	2	3	2	1	1	1	-	19
Chandler, Brett														1	-							-	-			1
Clayton, Shane	-	1	-	1	7	1	2	1	3	2	-	-	-	1	-	6	1	-	-	2	-	2	1		2	33
Cochrane, Stuart																			-	1	-	-	1	-	-	2
Colbert, Leigh				-							-	-				2	-	-	1	2	-	-	3	-	-	8
Dhurrkay, Gary					2	-	-	1	-	-	-															3
Grant, Shannon	2	-	3	-	1	1	-	1	-	1	4	-	1	4	1	5	1	2	-	1	-	-	2	1	3	34
Harvey, Brent	4	3	5	4	2	8	7	6	6	4	4	1	-	3	2	5	4	4	3	2	1	-	2	4	5	89
Hewitt, Evan	1	-	-			-	-	-										-	-	1						2
King, David	2	-	3	2	4	6	1	3	4	5	1	2	1	-	5	2	5	2	6	3	2	2	6	-	2	69
Kingsley, Kent				-	-													-	-							
Lange, Adam	2	-	-	1	-	-	2	1	-	-			1	-	-	-	-	-	-	1	-	-		-		8
Makepeace, Troy				-	1	1	1	4	1	1	1	-	-	1	-	-	1	-	2	1	-	-	-	1	2	18
Martyn, Mick		3	-			1	-	-	-	-	1	1	-	-	-							-	-		2	8
McCartney, Jason	1	-	-	-	-	-	-	-	1	-		3	-	-	-	1	-	-	1	3	1	-	1	-	-	12
McKernan, Corey	1	2	3	6	5		1	2	3	2	1	3	3	4	1	1	-	1	3		2	3	1	1	7	56
Motlop, Shannon	1	1	-	-			1	1	1	2	1	3	-	1	1	2	2	-			-		-	-		17
Pagan, Ryan	2	-	2																							4
Pickett, Byron	1	-	-	-	3	-	-	2	-	-	-	2	-	1	-	1	2	1	1	-	-	-	1	-	1	16
Pike, Martin		-	3	-	1	-	1	3	-	-	2	2	-	-	-	4	3		1	-				1	3	24
Rawlings, Brady			1	1	-							1	2			1	-									6
Scott, Robert	-																									
Sholl, Craig		1	-					1	2	1	1			1	-			-	-	-				-	-	7
Simpson, Adam	4	7	8	4	6	5	4	2	14	11	2	4	6	5	7	3	4	6	2	3	6	6	-	6	3	128
Spaull, John													-	-	-	1	2									3
Stephens, Brad																				-	1					1
Stevens, Anthony	3														2	3	-	4	3	3	1	6	3	2	2	32
Watt, Shannon					-	1	-	-																		1
Totals	36	33	37	30	50	38	34	36	47	37	41	33	29	40	31	55	41	35	34	37	26	28	37	36	43	924
Opponent	WC	ME	RI	GE	SY	CW	SK	HW	AD	FR	CA	PA	ES	BL	WB	WC	ME	RI	GE	SY	CW	SK	ES	HW	ME	
