Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Abraham, Winston	8	7		6	5	8	8	10	3	10	7	6		2	11	12	10	3	12	5	4	7	7	9	6	166
Anderson, Brady						5	3	1																		9
Archer, Glenn	14	9	8	12	10	12			8	12	13	9	10							19	13	19	6	10	13	197
Bell, Peter	15	21	12	17	18	12	14	15	16	13	20	6	13	14	9	13	20	20	14	14	18	17	17	21	18	387
Blakey, John	10	8	12	11	11	15	12	5	15	13	9	16	19	14	10	14	17	18	16	10	7	15	3	6	13	299
Burton, Matthew	1	-			2	2	6	2	7	6	2	1	2	6	6	2	1	6	7	4	4	-	4	3	-	74
Calthorpe, David	7	8	5	4	2	3			6	4	4	8	1	-				1								53
Capuano, Matthew	6	4	3	8							7	2	2			5	5				10	6	4	6	1	69
Carey, Wayne	9		7	29	24	18	25		19	22	14	13	12	16	11	4	19	16	16	15	14	9	5	12	7	336
Chandler, Brett														2	1							4	1			8
Clayton, Shane	10	10	13	18	10	8	8	19	19	9	8	4	14	14	11	18	13	8	11	10	6	11	5		7	264
Cochrane, Stuart																			2	4	4	4	2	7	3	26
Colbert, Leigh				4							8	4				6	6	12	13	12	7	4	6	8	4	94
Dhurrkay, Gary					9	7	4	8	4	3	3															38
Grant, Shannon	11	10	17	6	18	14	8	16	11	13	11	3	19	22	14	15	6	16	2	10	14	13	12	15	8	304
Harvey, Brent	18	9	12	13	17	19	29	19	16	15	13	14	10	19	9	21	13	17	13	15	16	7	15	17	9	375
Hewitt, Evan	5	8	-			4	1	1										3	1	3						26
King, David	16	15	18	22	17	13	16	17	18	17	10	17	11	12	19	14	13	17	27	19	17	18	20	6	10	399
Kingsley, Kent				3	3													2	2							10
Lange, Adam	8	-	4	10	5	5	4	4	3	2			7	2	4	4	2	3	8	7	2	1		2		87
Makepeace, Troy				2	5	8	10	7	15	12	13	2	2	5	14	3	7	3	8	6	1	9	7	5	9	153
Martyn, Mick		12	4			10	8	3	6	7	8	9	7	5	3							8	3		8	101
McCartney, Jason	5	5	6	9	9	9	13	10	10	3		13	13	11	9	5	9	12	6	10	12	11	11	6	8	215
McKernan, Corey	8	7	14	15	7		10	9	13	10	9	9	10	8	11	5	9	6	18		9	12	11	8	13	231
Motlop, Shannon	8	10	5	2			6	10	10	8	4	10	-	8	-	4	4	3			3		8	-		103
Pagan, Ryan	9	7	6																							22
Pickett, Byron	14	11	14	9	13	8	9	12	5	7	11	8	15	10	14	11	10	16	7	8	10	10	9	13	9	263
Pike, Martin		12	8	9	8	7	10	12	9	7	6	14	9	6	12	7	12		10	2				11	10	181
Rawlings, Brady			8	1	1							9	6			6	1									32
Scott, Robert	-																									
Sholl, Craig		6	2					7	4	2	3			7	3			13	3	1				5	11	67
Simpson, Adam	13	17	21	17	13	23	14	14	26	17	18	12	10	18	14	14	11	10	12	12	11	17	13	16	13	376
Spaull, John													1	2	5	5	4									17
Stephens, Brad																				1	3					4
Stevens, Anthony	9														9	14	5	18	9	14	13	17	12	16	9	145
Watt, Shannon					-	5	-	2																		7
Totals	204	196	199	227	207	215	218	203	243	212	201	189	193	203	199	202	197	223	217	201	198	219	181	202	189	5138
Opponent	WC	ME	RI	GE	SY	CW	SK	HW	AD	FR	CA	PA	ES	BL	WB	WC	ME	RI	GE	SY	CW	SK	ES	HW	ME	
