Player	R1	R2	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R19	R20	R21	R22	R23	R24	QF	SF	PF	GF	Tot
Barich, Adrian			-	1	-											1	1	-							1		4
Brennan, Michael	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Dargie, Ian											1																1
Evans, Tony	4	1																									5
Hart, David	-	-	-	-	1	-	-	2	-	-	-	-	-	-	2	1				-		1		-	-	-	7
Heady, Brett	1	-	3	3	2	2	-	3	2	2	2	-	1	3	-	2	2	-	-	-	-	3	1	2	1	1	36
Hepburn, Mark	-	-															-		-	-							
Hynes, David	-	-	1	-	-	2	2	1	1																		7
Irving, Dean	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	1
Jackson, Stevan								2		2	1	2	-								-	1					8
Jakovich, Glen											-	-	-	-	-	-	1	1	1	1	-	1	-	1	-	2	8
Kemp, Dean				-	-	1	-	2	1	-	-	1	-	-	-	1	-	-	1	-	-	-	-	2	-	-	9
Kickett, Dale													-				1										1
Lamb, Dwayne	1	-	-	1	-	1	-		1	-		2	-	-	-	-	-	2	-		1	-	-	-	-	-	9
Langdon, Karl		1	2	1	1	-	-		1			1	-	1	1	-	1	-	1		2		1	-			14
Lewis, Chris	-	1	3	-	1	-	1	3	-	1	-	1		1	-				1	1	1		-	1	3	-	19
Lockyer, Andrew	-	-	-	-	-	-	-	-	-				-	-	-	-	-	-				-	-	-	-	-	
Mainwaring, Chris	1	-	-	-	1	-	2	-	2	-	1	-	-	-	-	1	1	-	-	-						-	9
Matera, Peter	3	-	2	1	2	2	-	-	-	2	1	-	2	1	1	1	-	-	2	-	-	1	1	-	-	3	25
McGrath, Craig	-		-	-	-																						
McIntosh, Ashley										1	1	-	-	1	-	-	-	-	-	-	1	1	-	-	1	-	6
McKenna, Guy	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	1	-	6
Peos, Paul								-	-	-										1	1	-	-				2
Pyke, Don		-	-	2	-	-	-	-	-	2	1	-	-	-	1	-	1	-	-	2	-		-	1	1	-	11
Sumich, Peter	3	2	4	4	7	5	2	4	6	2		3	6	-	2	4	4	2	8	1	6	3	5	4	2	-	89
Turley, Craig	-	-	-	-	-	1	1	1	1	-	-	1	2	2	-	-	1	2	-	-	-	-	-	-	-	2	14
Turnbull, Ryan						-	-	-		-	-																
Ugle, Troy								3																			3
Waterman, Chris	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	1	-	-	-	-	3
Watters, Scott	-										-			-	2	-	-	-	-	-	-	-	-	-	-	-	2
West, Robert																						-					
White, Mitchell							-	-																			
Wilson, Peter	1	1	1			1	-	-	-	1	4	1	-	-	2			2	-	1	1	3	-	4	-	-	23
Worsfold, John	-	-	-	-	-	-			-	-	-	-				-	-	-	-	-	-	-	-	-	-	-	
Young, Cory							-																				
Totals	14	7	16	13	16	16	8	21	15	13	12	12	11	9	11	11	15	9	14	7	16	15	8	15	10	8	322
Opponent	ME	CW	NM	AD	GE	HW	ES	FI	SY	RI	BB	FO	CA	SK	ME	CW	NM	AD	GE	HW	ES	FI	HW	ME	GE	HW	
