Player	R1	R2	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R19	R20	R21	R22	R23	R24	QF	SF	PF	GF	Tot
Barich, Adrian			-	-	-											-	-	-							-		
Brennan, Michael	1	-	1	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	3
Dargie, Ian											-																
Evans, Tony	-	-																									
Hart, David	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-				-		-		-	-	-	1
Heady, Brett	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Hepburn, Mark	1	1															2		16	9							29
Hynes, David	2	6	7	2	4	1	-	13	3																		38
Irving, Dean	12	10	23	21	5	5	6	3	15	19	20	21	6	29	9	7		8	6	10	14	6	17	3	-	9	284
Jackson, Stevan								3		6	3	4	1								2	3					22
Jakovich, Glen											4	-	1	2	-	17	7	7	6	13	1	1	4	10	7	3	83
Kemp, Dean				-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1
Kickett, Dale													-				-										
Lamb, Dwayne	-	1	-	-	-	-	-		-	-		-	-	-	-	-	-	-	-		-	-	-	-	-	-	1
Langdon, Karl		1	2	1	1	3	-		7			1	-	1	-	-	3	1	1		-		2	-			24
Lewis, Chris	-	-	-	-	-	-	-	-	-	-	-	-		-	-				-	-	-		-	-	-	-	
Lockyer, Andrew	1	-	-	4	-	-	-	-	-				-	-	1	-	1	-				-	1	-	2	1	11
Mainwaring, Chris	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1						-	1
Matera, Peter	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1
McGrath, Craig	1		6	3	3																						13
McIntosh, Ashley										-	3	-	-	2	1	4	-	3	-	-	2	-	-	-	-	1	16
McKenna, Guy	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	3
Peos, Paul								-	-	-										1	-	-	-				1
Pyke, Don		-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	1
Sumich, Peter	-	-	-	-	-	-	-	-	-	-		-	-	4	-	1	-	-	-	-	-	-	-	3	-	-	8
Turley, Craig	-	-	-	1	-	-	4	-	-	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-	-	-	7
Turnbull, Ryan						4	-	1		-	-																5
Ugle, Troy								-																			
Waterman, Chris	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Watters, Scott	1										-			-	-	1	-	-	-	-	-	-	-	-	-	-	2
West, Robert																						-					
White, Mitchell							-	-																			
Wilson, Peter	3	1	3			-	-	1	-	-	-	-	3	6	1			-	-	3	3	-	-	-	-	-	24
Worsfold, John	-	-	-	-	1	-			-	-	-	-				-	-	-	-	1	-	-	-	-	-	-	2
Young, Cory							-																				
Totals	24	20	42	33	14	13	10	21	25	26	30	26	12	45	12	31	13	20	29	38	22	10	24	16	10	15	581
Opponent	ME	CW	NM	AD	GE	HW	ES	FI	SY	RI	BB	FO	CA	SK	ME	CW	NM	AD	GE	HW	ES	FI	HW	ME	GE	HW	
