Player	R1	R2	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R19	R20	R21	R22	R23	R24	QF	SF	PF	GF	Tot
Barich, Adrian			8	15	5											15	11	2							9		65
Brennan, Michael	9	9	11	13	11	3			11	15	8	5	16	10	10	8	15	12	6	5	9	10	11	14	11	4	236
Dargie, Ian											4																4
Evans, Tony	14	7																									21
Hart, David	21	14	17	15	15	13	18	29	13	22	18	30	18	8	13	14				7		25		4	20	17	351
Heady, Brett	20	21	19	22	21	18	7	23	20	14	20	20	12	18	16	22	12	5	28	19	19	5	19	17	18	15	450
Hepburn, Mark	7	14															2		15	3							41
Hynes, David	18	5	11	11	7	17	16	17	9																		111
Irving, Dean	13	10	9	12	9	10	12	9	19	18	7	17	7	19	15	2		11	4	9	16	12	11	8	-	7	266
Jackson, Stevan								12		26	8	15	8								13	7					89
Jakovich, Glen											10	22	13	20	23	26	17	9	25	16	11	14	7	25	23	11	272
Kemp, Dean				14	14	12	14	29	26	27	23	19	13	28	26	16	20	21	24	20	17	16	11	17	8	14	429
Kickett, Dale													4				7										11
Lamb, Dwayne	17	5	26	29	20	23	22		28	10		28	21	20	22	18	20	26	2		24	10	9	29	9	8	426
Langdon, Karl		9	14	9	12	22	14		9			10	4	20	11	16	18	18	15		17		9	-			227
Lewis, Chris	25	15	22	11	18	31	21	20	17	14	23	20		13	19				18	27	16		19	12	9	6	376
Lockyer, Andrew	16	15	2	16	16	17	13	17	4				6	9	7	11	7	7				16	14	10	12	10	225
Mainwaring, Chris	32	17	21	21	29	31	22	23	30	30	31	17	28	25	13	31	19	24	24	23						17	508
Matera, Peter	25	19	22	21	17	17	19	21	21	14	30	18	12	8	27	35	17	21	23	19	24	14	22	23	23	23	535
McGrath, Craig	2		10	14	9																						35
McIntosh, Ashley										6	20	10	4	11	15	8	7	10	5	3	14	12	10	5	9	5	154
McKenna, Guy	24	18	14	18	16	25	24	17	17	14	16	24	14	20	15	21	18	16	16	14	22	16	22	13	11	24	469
Peos, Paul								23	10	12										16	25	6	4				96
Pyke, Don		15	14	17	15	11	10	18	17	17	14	12	15	17	13	25	15	24	12	13	11		21	26	21	22	395
Sumich, Peter	12	14	19	17	17	12	14	13	13	8		21	15	8	13	17	15	6	17	4	14	15	11	18	10	8	331
Turley, Craig	14	26	26	16	21	25	27	28	10	23	23	25	26	28	26	25	16	29	19	28	19	12	26	25	15	19	577
Turnbull, Ryan						9	9	7		15	10																50
Ugle, Troy								25																			25
Waterman, Chris	19	21	15	16	13	13	20	19	17	17	23	15	13	21	16	16	18	14	15	15	17	15	22	23	14	8	435
Watters, Scott	6										20			16	30	22	22	21	31	24	11	22	24	23	15	7	294
West, Robert																						16					16
White, Mitchell							14	8																			22
Wilson, Peter	19	16	16			14	15	24	10	11	19	23	19	15	10			18	17	15	16	18	17	17	16	14	359
Worsfold, John	20	18	21	17	26	10			15	6	22	6				19	10	15	15	12	16	8	15	24	11	10	316
Young, Cory							3																				3
Totals	333	288	317	324	311	333	314	382	316	319	349	357	268	334	340	367	286	309	331	292	331	269	304	333	264	249	8220
Opponent	ME	CW	NM	AD	GE	HW	ES	FI	SY	RI	BB	FO	CA	SK	ME	CW	NM	AD	GE	HW	ES	FI	HW	ME	GE	HW	
