Player	R1	R2	R3	R4	R5	R6	R7	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Arnot, Matt				-	2	-									1									3
Astbury, David	-	-	-	-	-	-	-	-																
Batchelor, Jake											-	-	-	-	-	-	-	-	-	-	1	-	-	1
Chaplin, Troy	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	2
Conca, Reece	-	-	-	-	-	-	-	1	-	-			-	2	1	-	-	-			-	-	-	4
Cotchin, Trent	-	-	2	-	1	-	-	1	2	-	-	-	1	3	-	-	-	-	-	-	1	-	-	11
Dea, Matt									-	-	-	-	-	-	-									
Deledio, Brett	1	2					-	-	-	1	-	2	-	1	-	1	1	1	2	1	2	-	-	15
Edwards, Aaron							-					3	1											4
Edwards, Shane	-	1	1	-	-	1	2	2	1	1	1	-	-	2	1	1	-	1	2	-	1	1	-	19
Ellis, Brandon	-	-	-	-	1	-	-	-	1	-	-	-	-	1	2	1	1	2	-	-	1	-	-	10
Foley, Nathan	-	-						-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1
Gordon, Nathan			1	-	2	2	-										1	-	-	2	-	-	1	9
Griffiths, Ben	1	1	2	-	-	-		3	3	1	-							3	1	-	1	-	1	17
Grigg, Shaun	-	-	-	-	-	-	-	1	-	-									-	-	-	-	-	1
Grimes, Dylan		-	-	-	-	-			-	1		-	-	1	-	-	-	-	-	-	1	-	-	3
Hampson, Shaun	1	-		-	-	-	-	-	-	1		1	1											4
Houli, Bachar	-	-	1	-	-	-	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	1	-	6
Jackson, Daniel			-	-	-	1	-	1	-	-					-	-								2
King, Jake		-	2																					2
Lennon, Ben								1	1	-	-	-								-	-			2
Lloyd, Sam				1	1	-	1	-								3	-	1						7
Maric, Ivan										-	1	-	-	-	-	-	-	-	1	1	-	-	-	3
Martin, Dustin	-	-	-	1	2	-	-	1	-	1	2	3	-	-	-	-	1	2	1	-		1	-	15
McDonough, Matt	-					-	-	-	1	-	-													1
Miles, Anthony											-	-	1	-	1	-	-	-	-	1	-	-	1	4
Morris, Steven	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-		-	-	-	-	-	
Newman, Chris	-	-	-	-	-	-	-					1		1	-	-	-	-	-	-	-	-	1	3
OHanlon, Brett															-									
Petterd, Ricky	-	-	-		-	3					-	1	-	-	-	1		2	-	2	1	-	-	10
Rance, Alex	-						-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Riewoldt, Jack	2	2	7	3	6	3	3	2	12	3	3	7	5	5	4	5	-	2	3	-	6	2	4	89
Stephenson, Orren			-																					
Thomas, Matt	-	-	-	-	-				-	-	1		-	1			-	-	-					2
Vickery, Ty	4	3	2	-			1	-	4		1			4	2	3	-							24
Vlastuin, Nick	-	-	-	-	-	-	-	-			-	-	1	1		-	1	-	-	-	-	1	-	4
Totals	9	9	18	5	15	10	8	14	26	10	9	18	10	22	12	17	5	14	10	7	16	6	8	278
Opponent	GC	CA	WB	CW	BL	HW	GE	ME	GW	ES	NM	FR	SY	SK	BL	PA	WC	GW	ES	AD	SK	SY	PA	
