Player	R1	R2	R3	R4	R5	R6	R7	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Arnot, Matt				-	2	1									-									3
Astbury, David	-	1	-	1	-	1	1	-																4
Batchelor, Jake											-	1	-	-	-	-	1	-	-	-	-	-	-	2
Chaplin, Troy	2	1	-	-	1	-	-	2	-	2	2	1	-	-	-	1	-	-	-	-	-	-	-	12
Conca, Reece	1	1	2	1	1	1	1	-	1	1			1	-	-	2	-	1			1	-	-	15
Cotchin, Trent	2	1	4	5	1	1	3	-	1	-	-	1	1	3	1	2	-	5	2	1	2	3	1	40
Dea, Matt									-	-	2	1	2	1	-									6
Deledio, Brett	1	-					1	-	-	1	-	-	-	-	1	2	1	-	2	1	-	2	3	15
Edwards, Aaron							2					-	-											2
Edwards, Shane	1	-	1	1	1	-	1	-	1	-	-	1	-	-	1	-	-	-	-	1	1	-	-	10
Ellis, Brandon	1	1	-	-	-	1	-	1	1	-	1	-	1	1	1	-	1	1	1	-	-	2	-	14
Foley, Nathan	-	-						-	3	-	-	1	1	1	-	-	1	1	-	-	1	-	-	9
Gordon, Nathan			-	-	2	-	-										-	-	2	1	-	1	1	7
Griffiths, Ben	1	1	1	-	1	-		-	-	-	-							2	2	-	-	-	2	10
Grigg, Shaun	-	-	1	-	-	-	-	4	1	1									-	1	-	-	3	11
Grimes, Dylan		-	-	1	-	-			1	1		-	-	1	1	2	2	2	2	-	2	-	-	15
Hampson, Shaun	1	3		-	1	-	1	-	1	1		-	-											8
Houli, Bachar	-	-	1	1	-	1	-	-	-	2	1	1	-	-	-	-	-	1	2	1	2	1	1	15
Jackson, Daniel			1	1	2	-	-	-	-	2					2	-								8
King, Jake		-	1																					1
Lennon, Ben								-	1	1	-	1								-	-			3
Lloyd, Sam				3	2	-	-	2								-	-	-						7
Maric, Ivan										1	2	1	2	-	2	2	3	3	2	-	-	2	2	22
Martin, Dustin	-	-	2	1	2	-	1	-	1	-	1	-	2	1	-	-	-	1	1	-		1	2	16
McDonough, Matt	1					-	1	-	1	-	-													3
Miles, Anthony											4	5	2	3	3	3	4	2	1	1	3	5	5	41
Morris, Steven	2	-	2	1	-	-	-	-	1	2	-	-	2	-		-	3		1	3	2	2	1	22
Newman, Chris	1	-	-	-	-	-	-					1		-	-	-	-	-	1	1	3	-	-	7
OHanlon, Brett															-									
Petterd, Ricky	1	1	2		1	-					2	1	-	-	2	2		-	2	1	2	2	-	19
Rance, Alex	2						1	2	2	3	1	2	3	-	2	1	2	1	2	2	1	-	3	30
Riewoldt, Jack	-	1	-	2	-	1	2	-	1	1	1	1	-	-	-	-	3	-	-	2	2	-	1	18
Stephenson, Orren			-																					
Thomas, Matt	2	-	2	1	1				2	-	2		-	-			-	1	1					12
Vickery, Ty	2	1	1	-			3	1	-		2			1	1	-	1							13
Vlastuin, Nick	1	1	-	2	2	1	1	-			1	1	-	-		-	2	1	-	1	1	-	1	16
Totals	22	13	21	21	20	8	19	12	19	19	22	20	17	12	17	17	24	22	24	17	23	21	26	436
Opponent	GC	CA	WB	CW	BL	HW	GE	ME	GW	ES	NM	FR	SY	SK	BL	PA	WC	GW	ES	AD	SK	SY	PA	
