Player	R1	R2	R3	R4	R5	R6	R7	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Arnot, Matt				-	1	-									-									1
Astbury, David	1	1	-	-	-	-	-	1																3
Batchelor, Jake											-	-	-	1	-	1	-	1	-	-	-	-	-	3
Chaplin, Troy	-	-	1	-	1	-	-	-	1	-	1	-	1	-	-	-	-	-	1	-	-	1	-	7
Conca, Reece	1	-	-	-	-	1	-	1	-	-			-	1	-	-	-	-			-	-	1	5
Cotchin, Trent	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	2
Dea, Matt									1	-	1	-	1	-	2									5
Deledio, Brett	-	-					-	-	-	2	-	1	-	1	-	1	2	1	2	-	1	-	-	11
Edwards, Aaron							1					1	2											4
Edwards, Shane	-	1	-	-	-	-	-	1	1	-	-	2	1	-	-	-	-	-	2	1	-	1	-	10
Ellis, Brandon	-	-	-	-	-	-	1	-	-	1	-	1	-	-	-	-	1	1	-	-	-	-	-	5
Foley, Nathan	-	-						-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Gordon, Nathan			-	-	-	-	-										-	-	-	1	1	-	-	2
Griffiths, Ben	1	4	3	-	2	2		1	3	-	1							2	2	-	2	2	-	25
Grigg, Shaun	-	1	-	-	1	1	-	-	1	-									-	-	-	-	-	4
Grimes, Dylan		-	-	-	1	-			-	1		-	-	-	1	-	-	-	-	-	1	-	3	7
Hampson, Shaun	1	-		1	-	-	-	-	1	-		-	-											3
Houli, Bachar	-	1	1	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	1	5
Jackson, Daniel			1	1	-	1	-	1	-	-					-	1								5
King, Jake		-	-																					
Lennon, Ben								1	2	-	-	-								-	-			3
Lloyd, Sam				-	-	-	-	-								2	-	-						2
Maric, Ivan										-	1	-	1	-	-	1	-	1	3	1	-	1	2	11
Martin, Dustin	-	-	1	1	-	-	-	-	-	1	-	-	-	-	-	1	1	1	-	1		-	-	7
McDonough, Matt	-					1	-	-	-	-	1													2
Miles, Anthony											-	-	-	-	1	-	-	-	-	-	-	-	-	1
Morris, Steven	-	-	1	-	-	-	-	-	-	-	-	-	-	-		-	-		-	-	-	-	-	1
Newman, Chris	-	1	-	-	-	-	-					-		1	-	-	-	-	-	-	-	-	-	2
OHanlon, Brett															-									
Petterd, Ricky	1	-	-		1	1					1	1	-	-	-	-		1	-	1	1	-	-	8
Rance, Alex	-						-	1	1	1	1	1	-	1	1	1	-	2	-	1	-	4	2	17
Riewoldt, Jack	-	2	4	1	2	1	-	2	3	-	-	4	2	-	1	4	-	-	1	-	-	-	1	28
Stephenson, Orren			-																					
Thomas, Matt	1	-	-	-	-				-	1	1		-	-			-	-	-					3
Vickery, Ty	1	2	1	-			-	-	1		2			1	-	1	1							10
Vlastuin, Nick	-	1	-	-	1	-	-	-			-	-	1	-		-	-	-	-	-	-	-	-	3
Totals	7	14	14	4	10	8	2	9	15	7	10	11	10	8	6	13	5	10	11	6	6	9	10	205
Opponent	GC	CA	WB	CW	BL	HW	GE	ME	GW	ES	NM	FR	SY	SK	BL	PA	WC	GW	ES	AD	SK	SY	PA	
