Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	Tot
Bell, Peter	2	2	-	-	-	1	-	1	-	2	-	-	-	1	-	-	1	1	-	-	1		12
Browne, Andrew	1	-									1	-	1	-	1	-	-	-	2	-	-	-	6
Carr, Matthew	-	-	-				-	-	-	-	-	-	1	-									1
Cook, Troy			-	-	-	-	1	1	-	-	-	-	-	-	-	1	1	-	-			-	4
Cunningham, Ben		3	1	1	-							2	-										7
Dodd, Steven																				-		-	
Dunn, Ryley	-	-																					
Farmer, Jeff	2	1	-	4	1	2	1	1	2	1	1	-	-	-	2	-	-	2	1	2	1	-	24
Gilmore, Daniel	-	-		-	-	-			1	-	-												1
Grover, Antoni			-	1	-	-	-	-	1	-	-	-	-	-	-		-	-	-	-		-	2
Haddrill, Robert	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Hasleby, Paul	3	-	1	2	2	1	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	11
Hayden, Roger	-	-	-	-		-	-	-	-	-	-	1	-		1	-				-	-		2
Headland, Des	1		-		1	-	-	-	-	1	-	-	1	-	-	-	1	1	1	-	2	-	9
Longmuir, Justin	-	1		-	1	1	-	1	-	1	-	-	2	2	-	1	1	1	-	1	1	-	14
Longmuir, Troy			-	-		1	-	2			1									-	-	-	4
McManus, Shaun	-	-	-	2	-	-	-	-	-	-	-			-	-	-	-	1	-	-	-	2	5
McPharlin, Luke	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-							-	1
Medhurst, Paul	2	2	4	3	1	-	1	-	1	2	2	-	-	-	-	2	-	2	-	-	-	-	22
Murphy, Ryan																-	-						
Parker, Shane	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Pavlich, Matthew	2	1	1	-	-	2	1	2	3	-	-	2	-	2	1	1	1	-	-	2	-	2	23
Polak, Graham			-	2	-	-	-	-	1	-	-	-	-	-	-	-	2	-	-	-	-	-	5
Sandilands, Aaron	-	-	-	-	-	-	-	-			-	-	-	1	-	-	-	-	-	-	-	-	1
Schammer, Byron	1	-	1	-	1	-	-	1	-	-		-	-	1	1	-	-	-	-	-	-		6
Siegert, Andrew																-	-	-	-		-	-	
Simmonds, Troy	-	-	1	-	-	1	-	-	3	-	1	3	-	-	-	1	-	5	1	-	1	1	18
Smith, Dylan																		1	-	-	-		1
Thornton, Scott														-	-	-	-	-	-	-	-	-	
Walker, James	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Waterhouse, Clive	1	-	2	1	1				1	1													7
Webster, Luke																					-	-	
Woods, Dion	-	-			-	-	1	-	-	-		-	-	-	-	-	-	-	-				1
Totals	15	10	11	16	8	9	6	9	13	8	7	8	5	8	6	6	7	14	5	5	6	5	187
Opponent	CA	SY	AD	CW	GE	WC	SK	HW	BL	ES	ME	RI	PA	WB	KA	AD	SY	CA	CW	GE	WC	SK	
