Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Allan, Matthew	-	-	-	-	1	1	-	-	1	-	1	-	-	-	-	-	-	-					-	-	4
Alvey, Mark		-		-	-					-	-				1			-	-						1
Bolton, Mark	-	-	-	1	-	1	1	1	-	-	-	-	1	-		-	-	-	-	-	-	1	-	1	7
Bradley, Kepler	-												-		1	-	2								3
Bullen, Marcus	-	-	2	-			-	-	-	2			1		1	-	1			-	-	-	1	-	8
Cupido, Damian								1	-									-	-				-	-	1
Dyson, Ricky			-	-	1	-	-		-					-	-	-				-	-				1
Fletcher, Dustin		-	-	-	-	-	-	-	-	-	-	-		-		-		-	-	-	-	-	-	-	
Haynes, Ben												1	1	-	-	1	-	-	-			1	-		4
Henneman, Aaron		-	-	-							1	-	-	-											1
Hille, David	-	-	-	-	-	1	-	1	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	2
Hird, James	-	-	1	-	-	-	-	1		2	2	1	-	1	-				-	3	-	1	2	-	14
Johnson, Jason	1					-	1	1	2	3	-	-	-	-	1	1	-	1	-	1	-		-	-	12
Johnson, Mark		-				-	-	-	-	1	-	1	-	-	1	-	1	-	1	1	-	2	2	-	10
Laycock, Jason																			-	-	-	-			
Lloyd, Matthew	-	2	3	1	1	-	-	-	2	-	1	1	-	2	-	-	-	2	-	1	-	-	-	-	16
Lovett-Murray, Nathan	-		-	-	1	1	-	-	-	-	1	-	-		1	-	1	-	1		-	-	-		6
Lucas, Scott	-	-	-	1	-	1	-	-	-	-	2	-	-	1	-				1	-	1	1	-	-	8
McPhee, Adam	-	-	1	2	1	1	2	-	-	-	-	1	-	1	1	1	-	2	-	-	-				13
McVeigh, Mark		-						1	1	-	-	-	1	-	-	-	-	-	1	1	-	1	-	-	6
Mercuri, Mark		-	3	-	-	-											1			1		-		1	6
Misiti, Joe	1	-	1	1	1	-	-	-	-	-	2	1	-	1	-	-	-	-	-						8
Murphy, Justin	-	-	-	-	-	-	-	-	-	-	2		-	-	-	-	-	-	1	-	-	-	1	1	5
Peverill, Damien	-	-	1	1	-	-	1	1	-	2	-	-	-	-	-	-	1	2	-	-	-	-	2	-	11
Ramanauskas, Adam	-	-	1	-	-	-	-	-	-	-	1	-	-	1	-	-	-	1	-	-	-	-	-	-	4
Reynolds, Joel	-	-	-																						
Richards, Ted	-		-		-									-	-	-	-	-		-	-			-	
Rioli, Dean	1	1	1	1	1	-	2	1	1	-	-	2						2							13
Solomon, Dean		1	-	1	-	3	1	1	2	2	1	-	1	-	-	-	-	-	-	3	-	3	1	-	20
Stanton, Brent	-				1	-						-	-	-		1	-	-	1	-	-	-	-	-	3
Watson, Jobe	-						1													2	-	-	-	1	4
Wellman, Sean				1	-	-	-	-	-	-	-	-										-	-	-	1
Welsh, Andrew	-		-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-		-	-	-	-	2
Winderlich, Jason	1	-									-						-			-		-			1
Totals	4	4	14	10	8	10	9	9	9	13	14	8	5	7	7	4	7	10	6	13	1	10	9	4	195
Opponent	PA	SK	WC	CA	CW	SY	WB	AD	GE	FR	HW	BL	ME	KA	RI	WC	SK	PA	CA	CW	SY	WB	ME	GE	
