Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	Tot
Barker, John	1	-	-	-	-	-	-	4	-	-		-	1	-	-	-	-	-	-	-	-	-	-	-	6
Barlow, Kris	3	-	-	-	-	1	-	-	-	1	2	1	3	1	1	-			-	-	-	-	-		13
Bateman, Chance			-	-																-					
Bowyer, Glen						-	2	-	1	-	1	2	-	-	2	2	-	2	-	2	-	-	5	-	19
Chapman, Nathan												-	-	-											
Chick, Daniel	1	-	-	-	-	1	-	3	-	-	-	-	-	3	-	-	1	3	6	1	5	2	1	-	27
Collica, Michael	-	-	-	-	-	-					-	-													
Crawford, Shane	-	-	-	-	-	-	1	-			4	-	2	2	-	3	-	2	2	2		-	-	1	19
Croad, Trent	1	1	4	-	-	-	-	-	-	-	-	1	1	-	-	1		1	-	-		-	2	-	12
Dixon, Ben		-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	2	-	1	-	1	6
Graham, Mark	-	-	-	-	1	-	-	1	-	-	-	-	-	-	1	-	1	-	-	1	-	-	-	-	5
Harford, Daniel	1	-	-	1	-	-	-	-	1	-	-	-	1	2	-	-	-			-	-	3	2	-	11
Hay, Jonathan	3	-		-	3		4	2	1	-				2	-	5	-	2		-	-	-	-	1	23
Holland, Nick	-	-	1	3			-	-	-	-	-	-	-	-	-	-	-	2	1	-	1	-	-	-	8
Johnson, Brett																-	1	-			-	-		1	2
Krummel, Brendan			-	-																					
Lekkas, Angelo	2	-	-					-	-	-	-	-	-	-	-		-	-	-		-	-	-	2	4
Lord, Aaron	1				1	-											1	2	-	-					5
McCabe, Luke	-	-		-	-	-	2	-	-	-	-	1	2	1	2	1	-	2	-	2	-		-	-	13
McPharlin, Luke					-	-										-	-								
Obst, Chris	-	-																							
Picioane, Lance													-	-	-	-	-	-	-	-	-	-	-	-	
Rawlings, Jade	-	1	1	1	-	1	1	-	-	-	2				-	2	-	-	-	-	-	-	-	-	9
Rock, Anthony	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Rode, Steven					-																				
Salmon, Paul	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Smith, Joel	3	-	-	-	-	-					1	2	-	-	2				5	2	1	-	3	1	20
Tallis, Rayden		-	-	-	2	-	-	1	4	-	-	2	1	-	1	1	2	-	-	4	-	-	1	-	19
Taylor, Richard	-		-	-	1	1	2	-	3	1	-	-	-	1	-			1	-						10
Thompson, Nathan	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Treleven, Craig							-		-	-											-				
Vandenberg, Richard			-	-	-	-	-	3	-	-	-	-	-			-	-	-	-						3
Woods, Tony	-	1	1	-			-	-	-	2	-	-	-	-	3	-	-	-	-	5	3	1	1	1	18
Young, Barry	-	-			-	-	-	-	-	-	-										5	-	-	-	5
Totals	16	4	7	8	8	4	12	15	10	4	10	9	11	12	13	15	6	17	14	21	15	7	15	8	261
Opponent	CW	CA	BL	ES	PA	AD	WB	KA	GE	WC	RI	FR	SY	SK	ME	CW	CA	BL	ES	PA	AD	WB	GE	KA	
