Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	Tot
Apeness, Michael															3	7									10
Ballantyne, Hayden	2	5	1	7	2		1	2	2	2	3	-	5	2	3	1		1	3		4	3	-		49
Barlow, Michael	17	13					12	13	11	15	19	9	12	14	14	9	15	8	13	16		17	12	11	250
Clarke, Zac				9	5	4	7	5	7	5	3	4	7	5	8	9	6	4	8	8	8	4	5	5	126
Crowley, Ryan	8	4	4	6	5	8	2	5	8	5	6	5	13	4	10	5	5	5	6	13	8	4	5	7	151
Crozier, Hayden			5	4		4	7	8											4	2	6	-	2	2	44
Dawson, Zac	8	8		6	13	8	4		6	9	12	7	4	8	7	6	5	8	4	8	7	15	6	3	162
Duffield, Paul	5	7	4	9	7	3	6	5	1	10	4	7	5	12	7	6	7	5	11	11	7	6	3	3	151
Duffy, Max																			3	-					3
Fyfe, Nat	12	17			14	11	15	17	12	9	12	18	10	16	17	12	8	12	13	18			15	21	279
Griffin, Jonathon																	-								
Hannath, Jack	-	2	1																						3
Hill, Stephen	9	10	7	6	9	5		5	13	4	12	11	5	6				3	4	7	7	5	4	8	140
Ibbotson, Garrick			1							3	11	7	2	8	7			3			3	8	12	4	69
Johnson, Michael	5	5	8	8	3	10	7	7	9	8	6					6	5	2	6	11	2	5			113
Mayne, Chris	4	8	6		5	10	8	7	8	7	12	9	12	11	6	10	6	8	9	10	10	9	6	5	186
McPharlin, Luke	3	4	3	9	3	6	10			7	12				6		5	9	2						79
Morabito, Anthony															3	8	1								12
Mundy, David	7	9	7	3	10	7	10	17	21	11	19	12	5	11	9	11	6	7	9	12	17	6	12	8	246
Mzungu, Tendai	7	4	5	7	6	3	5	6	7	10	8	5	9	7	6	6	7	6		11	9	10	1	4	149
Neale, Lachie	3		11	11	13	15	21	15	11	19	9	11	25	10	12	13	6	6	14	17	6	20	16	14	298
Pavlich, Matthew	5	5	6	6	9	9	6	8	5	2	4	5	2	6		8	3	2	6	6		6	7	7	123
Pearce, Clancee				13	7	11	4	6					6	1	14	4									66
Pearce, Danyle	7	6	13	7	8	6	7	8	9	7	9	2	9	7	5	3	3	3	5	7	4	7	3	5	150
Sandilands, Aaron	16	8	7	9	6	5	17	12	14	11	13	6	10	11	6	5		11	11	8	10	7	8	7	218
Sheridan, Tom	3	4	6			1			9	6	7	5													41
Silvagni, Alex								2	4			3	1							5	1		3		19
Simpson, Josh				6																					6
Spurr, Lee	8	6	3	3	7	7	7	3	5	8	16	7	5	6	9	8	-	5	13	7	5	9	11	4	162
Suban, Nick		5	5	3	2	3	6	3	9	8	7	4	8	8	3	4	6	6	6		6	3		4	109
Sutcliffe, Cameron	5	2	6	4	6	7	9	10	6	6	9	8	5	2	2	6	4	3	3	8	3	9	6	6	135
Sylvia, Colin												2	11	4	7	6	4								34
Taberner, Matthew				2	1									1			4			8	8	5	2	-	31
Walters, Michael	7	2	3																	5	2	2	7	-	28
de Boer, Matthew	12	8	12	17	6	4	11	11	9								6	4	10		12			4	126
Totals	153	142	124	155	147	147	182	175	186	172	213	147	171	160	164	153	112	121	163	198	145	160	146	132	3768
Opponent	CW	GC	HW	ES	SY	NM	WC	PA	GE	WB	AD	RI	BL	WC	ME	GW	SK	CA	GE	HW	BL	PA	SY	PA	
