Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	Tot
Apeness, Michael															-	-									
Ballantyne, Hayden	1	-	-	-	-		-	-	1	-	1	-	-	-	-	-		-	-		2	-	-		5
Barlow, Michael	-	-					-	-	-	-	1	-	-	-	-	-	1	2	-	-		2	-	-	6
Clarke, Zac				-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Crowley, Ryan	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Crozier, Hayden			-	-		-	4	-											-	-	-	-	-	-	4
Dawson, Zac	-	-		-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Duffield, Paul	-	-	-	-	1	-	-	-	-	-	-	-	-	1	-	1	1	-	-	-	-	-	1	-	5
Duffy, Max																			-	-					
Fyfe, Nat	-	-			-	-	1	-	1	-	-	-	-	-	1	-	-	1	1	-			-	-	5
Griffin, Jonathon																	-								
Hannath, Jack	-	-	-																						
Hill, Stephen	1	-	-	2	1	-		-	4	2	5	2	-	1				-	2	2	-	1	-	4	27
Ibbotson, Garrick			-							-	1	-	-	-	-			-			-	-	-	-	1
Johnson, Michael	-	-	1	4	-	2	2	-	4	4	4					4	4	1	-	1	-	-			31
Mayne, Chris	1	-	-		-	-	-	-	-	-	-	1	-	-	-	2	1	-	-	-	-	-	1	-	6
McPharlin, Luke	-	-	-	1	-	-	1			1	2				2		1	-	-						8
Morabito, Anthony															-	1	-								1
Mundy, David	1	-	-	-	2	1	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	6
Mzungu, Tendai	-	-	-	-	1	2	-	-	-	-	-	-	-	-	2	-	1	-		-	-	-	1	-	7
Neale, Lachie	-		-	3	-	-	-	-	1	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	6
Pavlich, Matthew	-	-	-	1	1	-	-	-	-	-	-	4	-	-		-	-	-	-	-		-	2	-	8
Pearce, Clancee				-	-	-	-	-					-	-	-	-									
Pearce, Danyle	-	1	-	-	1	-	-	-	1	-	-	-	-	1	1	1	-	-	-	1	-	1	-	1	9
Sandilands, Aaron	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-		-	-	-	-	-	-	-	1
Sheridan, Tom	-	-	1			-			2	-	-	-													3
Silvagni, Alex								-	-			-	-							-	-		-		
Simpson, Josh				-																					
Spurr, Lee	-	-	-	-	-	-	1	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	3
Suban, Nick		-	-	-	1	-	-	-	1	-	1	-	-	-	-	-	-	-	-		-	-		-	3
Sutcliffe, Cameron	-	1	-	1	-	1	-	-	1	-	-	-	-	-	3	1	-	-	3	-	3	-	-	-	14
Sylvia, Colin												-	-	-	-	-	1								1
Taberner, Matthew				-	-									-			-			-	-	-	-	-	
Walters, Michael	-	-	-																	1	-	2	-	-	3
de Boer, Matthew	-	-	-	-	-	-	-	-	-								-	-	-		-			-	
Totals	4	2	2	13	8	6	9	0	16	9	16	10	0	4	9	10	10	4	6	5	5	6	5	5	164
Opponent	CW	GC	HW	ES	SY	NM	WC	PA	GE	WB	AD	RI	BL	WC	ME	GW	SK	CA	GE	HW	BL	PA	SY	PA	
