Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	Tot
Apeness, Michael															-	-									
Ballantyne, Hayden	3	-	1	1	2		2	-	3	3	1	6	5	3	3	5		3	1		3	4	-		49
Barlow, Michael	1	2					1	-	1	-	-	2	2	-	1	1	1	2	1	1		-	-	2	18
Clarke, Zac				1	-	-	3	3	-	-	-	1	-	-	2	1	-	-	-	-	1	-	-	-	12
Crowley, Ryan	2	1	1	1	-	-	1	-	-	1	-	-	1	-	-	-	-	1	-	-	-	-	-	-	9
Crozier, Hayden			-	-		-	-	-											3	2	1	-	-	2	8
Dawson, Zac	-	-		-	-	-	-		-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Duffield, Paul	-	1	2	-	-	-	-	-	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	6
Duffy, Max																			2	-					2
Fyfe, Nat	1	-			-	2	1	2	1	-	2	1	-	1	-	2	2	2	2	2			1	2	24
Griffin, Jonathon																	-								
Hannath, Jack	-	-	-																						
Hill, Stephen	1	1	-	2	-	-		1	-	4	-	-	-	3				1	1	3	1	-	-	-	18
Ibbotson, Garrick			-							-	-	-	-	-	-			-			-	-	-	-	
Johnson, Michael	-	1	-	-	2	-	-	-	-	-	-					-	-	-	-	-	-	-			3
Mayne, Chris	-	-	1		-	1	1	1	-	-	1	-	1	1	1	1	1	-	-	-	1	2	-	-	13
McPharlin, Luke	-	-	-	1	-	-	-			-	-				-		-	-	-						1
Morabito, Anthony															-	-	1								1
Mundy, David	2	-	-	1	1	1	-	-	-	-	-	1	-	-	-	-	-	1	-	-	2	1	1	-	11
Mzungu, Tendai	1	2	-	1	1	-	-	-	2	-	-	-	-	-	2	-	-	-		-	-	1	2	-	12
Neale, Lachie	-		-	2	-	1	1	-	-	-	-	-	-	1	1	1	-	1	-	-	-	-	-	-	8
Pavlich, Matthew	1	-	4	3	4	2	-	1	3	2	3	3	3	1		3	2	-	-	5		2	4	-	46
Pearce, Clancee				-	-	-	-	-					-	-	-	-									
Pearce, Danyle	2	1	1	2	-	-	-	-	1	-	1	1	1	1	2	2	1	-	-	1	1	-	-	1	19
Sandilands, Aaron	-	-	1	-	-	1	-	-	-	1	-	-	1	-	1	1		-	-	1	-	-	-	1	8
Sheridan, Tom	1	1	-			-			1	-	1	-													4
Silvagni, Alex								-	-			-	-							-	-		-		
Simpson, Josh				-																					
Spurr, Lee	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	1	-	-	-	-	-	-	3
Suban, Nick		-	-	1	-	-	-	2	-	1	1	-	1	1	1	3	-	-	-		-	-		-	11
Sutcliffe, Cameron	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	-	1	1	-	4
Sylvia, Colin												-	-	1	-	-	-								1
Taberner, Matthew				2	-									-			1			1	1	2	-	-	7
Walters, Michael	2	2	-																	1	3	3	1	3	15
de Boer, Matthew	-	-	-	-	1	-	1	1	-								-	-	-		1			-	4
Totals	17	12	11	18	11	8	11	11	13	13	12	16	15	13	15	21	9	12	11	17	15	16	10	11	318
Opponent	CW	GC	HW	ES	SY	NM	WC	PA	GE	WB	AD	RI	BL	WC	ME	GW	SK	CA	GE	HW	BL	PA	SY	PA	
