Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	Tot
Apeness, Michael															1	-									1
Ballantyne, Hayden	1	1	1	-	-		2	1	-	3	1	3	5	-	2	5		2	1		6	3	1		38
Barlow, Michael	1	1					2	-	2	1	-	3	1	-	-	1	1	1	-	2		-	-	1	17
Clarke, Zac				2	-	-	2	3	-	2	2	-	-	2	-	-	-	-	-	-	-	-	-	1	14
Crowley, Ryan	1	-	1	-	-	-	1	-	-	1	1	1	-	-	1	-	-	-	-	-	1	-	-	-	8
Crozier, Hayden			1	-		-	-	-											-	1	1	-	-	1	4
Dawson, Zac	-	-		-	-	-	-		-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Duffield, Paul	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1	-	4
Duffy, Max																			-	-					
Fyfe, Nat	1	-			-	-	1	2	1	-	3	2	-	-	1	1	1	2	2	-			2	-	19
Griffin, Jonathon																	-								
Hannath, Jack	-	-	-																						
Hill, Stephen	-	-	-	-	-	-		-	-	1	2	-	-	1				2	1	1	-	-	-	-	8
Ibbotson, Garrick			-							-	-	-	1	-	-			1			-	-	-	-	2
Johnson, Michael	-	-	1	-	2	-	-	-	-	-	-					-	-	-	-	-	-	-			3
Mayne, Chris	2	-	1		-	1	1	1	-	1	2	1	3	1	1	1	1	-	-	-	1	2	1	2	23
McPharlin, Luke	-	-	-	-	-	-	-			-	-				-		-	-	-						
Morabito, Anthony															-	-	1								1
Mundy, David	1	-	-	1	-	1	-	-	-	-	-	1	-	-	-	-	-	1	2	-	1	1	-	-	9
Mzungu, Tendai	-	1	-	1	1	-	1	-	2	-	-	-	-	1	2	-	-	-		-	-	-	-	-	9
Neale, Lachie	-		1	-	-	-	-	-	-	-	-	-	1	1	-	1	-	1	-	1	1	1	-	-	8
Pavlich, Matthew	4	1	4	1	3	2	-	2	2	2	6	2	2	-		4	3	-	3	1		2	2	2	48
Pearce, Clancee				-	-	1	-	-					-	-	-	-									1
Pearce, Danyle	-	-	1	1	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4
Sandilands, Aaron	1	-	1	-	-	-	-	1	-	-	1	1	1	-	2	1		-	-	1	-	1	-	2	13
Sheridan, Tom	-	1	-			-			1	-	1	-													3
Silvagni, Alex								-	-			-	-							-	-		-		
Simpson, Josh				-																					
Spurr, Lee	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	1
Suban, Nick		-	-	-	-	1	-	-	1	1	-	-	-	-	-	-	-	1	-		1	-		-	5
Sutcliffe, Cameron	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Sylvia, Colin												-	1	-	-	-	-								1
Taberner, Matthew				1	-									-			-			2	2	3	-	-	8
Walters, Michael	-	3	-																	1	4	1	1	2	12
de Boer, Matthew	1	-	-	-	-	-	-	1	-								-	1	1		-			-	4
Totals	14	9	13	7	6	8	10	11	9	13	20	15	15	6	10	14	7	13	10	10	18	14	8	11	271
Opponent	CW	GC	HW	ES	SY	NM	WC	PA	GE	WB	AD	RI	BL	WC	ME	GW	SK	CA	GE	HW	BL	PA	SY	PA	
