Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	Tot
Apeness, Michael															-	-									
Ballantyne, Hayden	-	-	-	-	-		1	-	1	-	-	2	-	-	-	2		-	-		-	-	-		6
Barlow, Michael	2	3					-	-	-	2	-	1	3	-	2	-	-	-	-	-		-	-	-	13
Clarke, Zac				-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Crowley, Ryan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Crozier, Hayden			-	-		-	-	-											-	-	-	-	-	-	
Dawson, Zac	-	-		-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Duffield, Paul	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Duffy, Max																			-	-					
Fyfe, Nat	-	1			1	2	-	2	-	-	3	3	-	2	3	3	-	3	2	-			-	-	25
Griffin, Jonathon																	-								
Hannath, Jack	-	-	-																						
Hill, Stephen	-	-	-	-	-	-		-	-	3	1	-	-	3				-	-	1	1	-	-	-	9
Ibbotson, Garrick			-							-	-	-	-	-	-			-			-	-	-	-	
Johnson, Michael	-	-	-	3	-	-	-	-	-	-	-					-	-	-	-	-	-	-			3
Mayne, Chris	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
McPharlin, Luke	-	-	-	2	-	-	-			-	-				-		-	-	-						2
Morabito, Anthony															-	-	-								
Mundy, David	-	2	-	-	-	-	-	-	3	-	-	-	2	-	-	-	-	-	-	3	3	-	-	-	13
Mzungu, Tendai	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-		-	-	-	-	-	2
Neale, Lachie	-		-	-	-	-	3	-	-	-	-	-	-	-	1	-	-	-	-	-	-	3	-	-	7
Pavlich, Matthew	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-		-	-	-	
Pearce, Clancee				-	-	-	-	-					-	-	-	-									
Pearce, Danyle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Sandilands, Aaron	3	-	-	-	-	-	2	-	-	-	2	-	-	-	-	-		-	-	-	-	-	-	-	7
Sheridan, Tom	-	-	-			-			-	-	-	-													
Silvagni, Alex								-	-			-	-							-	-		-		
Simpson, Josh				-																					
Spurr, Lee	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Suban, Nick		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-		-	
Sutcliffe, Cameron	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Sylvia, Colin												-	-	-	-	-	-								
Taberner, Matthew				-	-									-			-			-	-	-	-	-	
Walters, Michael	-	-	-																	-	-	-	-	-	
de Boer, Matthew	-	-	-	-	-	-	-	-	-								-	-	-		-			-	
Totals	6	6	0	5	1	2	6	2	4	5	6	6	5	5	6	6	0	3	2	4	4	3	0	0	87
Opponent	CW	GC	HW	ES	SY	NM	WC	PA	GE	WB	AD	RI	BL	WC	ME	GW	SK	CA	GE	HW	BL	PA	SY	PA	
