Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	Tot
Apeness, Michael															Off	-									0/1
Ballantyne, Hayden	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-		-	-		-	-	-		
Barlow, Michael	-	-					-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Clarke, Zac				-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Crowley, Ryan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Crozier, Hayden			-	-		-	-	-											-	Off	-	On	On	-	2/1
Dawson, Zac	-	-		-	-	-	Off		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0/1
Duffield, Paul	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Duffy, Max																			On	On					2/0
Fyfe, Nat	Off	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	0/1
Griffin, Jonathon																	Off								0/1
Hannath, Jack	-	Off	-																						0/1
Hill, Stephen	-	-	-	-	-	-		Off	-	-	-	-	-	-				-	-	-	-	-	-	-	0/1
Ibbotson, Garrick			Off							On	-	-	-	-	-			-			On	-	-	-	2/1
Johnson, Michael	-	-	-	-	-	-	-	-	-	-	Off					-	-	-	-	-	-	-			0/1
Mayne, Chris	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
McPharlin, Luke	-	-	-	-	-	-	-			-	-				-		-	-	Off						0/1
Morabito, Anthony															On	On	-								2/0
Mundy, David	-	-	-	Off	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0/1
Mzungu, Tendai	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	
Neale, Lachie	On		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1/0
Pavlich, Matthew	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	Off	-	-		-	-	-	0/1
Pearce, Clancee				-	-	-	-	On					On	On	-	Off									3/1
Pearce, Danyle	-	-	-	-	-	-	-	-	-	-	-	Off	-	-	-	-	-	-	-	-	-	-	Off	-	0/2
Sandilands, Aaron	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	
Sheridan, Tom	-	On	On			On			-	Off	On	-													4/1
Silvagni, Alex								-	Off			-	-							-	-		-		0/1
Simpson, Josh				On																					1/0
Spurr, Lee	-	-	-	-	-	-	-	-	-	-	-	-	Off	-	-	-	-	-	-	-	Off	-	-	-	0/2
Suban, Nick		-	-	-	On	-	On	-	-	-	-	-	-	-	-	-	-	-	-		-	Off		-	2/1
Sutcliffe, Cameron	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Sylvia, Colin												On	-	Off	-	-	-								1/1
Taberner, Matthew				-	Off									-			-			-	-	-	-	Off	0/2
Walters, Michael	-	-	-																	-	-	-	-	-	
de Boer, Matthew	-	-	-	-	-	Off	-	-	On								On	On	-		-			On	4/1
Totals																									
Opponent	CW	GC	HW	ES	SY	NM	WC	PA	GE	WB	AD	RI	BL	WC	ME	GW	SK	CA	GE	HW	BL	PA	SY	PA	
