Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	Tot
Apeness, Michael															1	2									3
Ballantyne, Hayden	1	3	1	-	-		2	-	-	1	-	3	-	-	-	3		-	3		1	-	2		20
Barlow, Michael	-	1					1	-	1	-	-	1	-	-	1	-	-	1	-	-		-	-	1	7
Clarke, Zac				-	2	1	-	1	2	-	-	1	1	1	-	-	-	-	2	-	1	3	2	2	19
Crowley, Ryan	1	4	2	-	1	2	-	1	1	2	1	-	-	2	3	-	3	6	3	-	-	2	-	1	35
Crozier, Hayden			-	-		1	-	1											1	1	1	-	-	-	5
Dawson, Zac	-	1		1	-	3	1		-	1	-	2	1	2	1	3	-	3	3	1	1	2	1	1	28
Duffield, Paul	1	-	1	-	-	3	1	2	-	2	-	-	-	2	1	1	1	2	2	1	-	-	-	1	21
Duffy, Max																			-	-					
Fyfe, Nat	1	2			1	2	1	-	3	-	1	1	-	1	4	-	1	1	3	4			3	-	29
Griffin, Jonathon																	-								
Hannath, Jack	-	1	1																						2
Hill, Stephen	1	-	-	-	-	-		-	1	1	-	2	1	-				-	1	2	1	1	-	1	12
Ibbotson, Garrick			-							1	-	-	-	2	-			-			-	-	-	2	5
Johnson, Michael	-	1	-	-	-	1	-	-	-	-	-					-	-	-	1	-	1	-			4
Mayne, Chris	1	1	-		-	-	-	-	2	-	-	-	1	-	1	-	-	-	1	-	-	-	1	-	8
McPharlin, Luke	-	1	1	1	2	2	2			2	3				-		-	-	3						17
Morabito, Anthony															-	-	1								1
Mundy, David	-	-	-	-	-	-	3	1	-	1	-	-	-	-	1	2	1	1	1	-	-	-	1	2	14
Mzungu, Tendai	-	-	3	-	-	1	-	-	-	3	1	1	2	-	1	1	-	-		1	-	-	-	1	15
Neale, Lachie	-		-	1	2	-	1	3	-	-	-	1	-	1	1	-	1	-	2	2	-	-	1	-	16
Pavlich, Matthew	-	2	-	-	2	1	-	-	1	-	-	1	2	1		2	-	2	1	-		-	1	1	17
Pearce, Clancee				-	-	1	-	-					-	-	2	-									3
Pearce, Danyle	1	1	-	-	2	1	-	2	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	2	11
Sandilands, Aaron	1	2	1	2	-	1	-	-	2	-	-	1	-	1	-	-		2	-	1	1	2	1	1	19
Sheridan, Tom	1	-	-			-			-	-	1	-													2
Silvagni, Alex								2	-			2	-							-	-		4		8
Simpson, Josh				1																					1
Spurr, Lee	2	-	3	-	-	2	-	1	1	3	1	-	-	-	-	-	-	1	-	-	1	-	1	1	17
Suban, Nick		1	1	-	-	-	2	1	1	-	3	1	1	1	-	-	2	1	1		-	1		-	17
Sutcliffe, Cameron	-	1	1	-	-	1	1	2	-	2	-	1	3	-	1	1	2	1	1	1	1	1	-	1	22
Sylvia, Colin												1	5	-	2	2	-								10
Taberner, Matthew				-	2									-			2			-	1	1	1	1	8
Walters, Michael	1	1	-																	2	1	1	1	2	9
de Boer, Matthew	1	2	-	-	2	1	-	-	1								-	-	2		1			-	10
Totals	13	25	15	6	16	24	15	17	16	19	11	19	17	14	20	18	14	22	31	16	12	14	20	21	415
Opponent	CW	GC	HW	ES	SY	NM	WC	PA	GE	WB	AD	RI	BL	WC	ME	GW	SK	CA	GE	HW	BL	PA	SY	PA	
