Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	Tot
Apeness, Michael															-	1									1
Ballantyne, Hayden	1	1	-	1	1		2	-	-	2	-	1	-	-	-	1		-	1		-	-	-		11
Barlow, Michael	-	-					-	-	1	-	1	-	-	1	3	2	1	2	1	2		-	-	-	14
Clarke, Zac				-	-	-	-	-	1	3	1	-	-	-	-	1	-	-	-	-	-	-	-	1	7
Crowley, Ryan	-	1	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	4
Crozier, Hayden			1	1		-	-	-											-	1	1	-	-	1	5
Dawson, Zac	-	-		1	-	-	-		-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	2
Duffield, Paul	-	-	-	-	-	1	-	-	-	-	2	2	-	1	-	-	-	-	-	-	-	-	-	-	6
Duffy, Max																			1	-					1
Fyfe, Nat	1	-			2	-	-	-	-	-	-	-	-	2	-	1	1	1	1	-			-	-	9
Griffin, Jonathon																	-								
Hannath, Jack	-	-	-																						
Hill, Stephen	1	-	3	-	-	1		-	1	1	1	1	-	-				-	1	-	1	1	1	2	15
Ibbotson, Garrick			-							-	-	-	-	1	-			1			-	-	-	1	3
Johnson, Michael	-	-	1	1	-	-	-	-	-	-	-					1	-	-	-	-	-	-			3
Mayne, Chris	-	1	1		-	-	-	-	-	1	2	2	4	-	-	-	-	1	1	-	3	-	1	1	18
McPharlin, Luke	-	-	-	1	-	-	-			-	-				-		-	-	-						1
Morabito, Anthony															-	2	-								2
Mundy, David	-	-	-	-	-	-	1	-	2	-	1	1	2	-	-	2	-	1	-	-	-	-	-	1	11
Mzungu, Tendai	1	-	1	-	1	-	-	-	1	-	-	-	1	-	-	-	-	-		-	1	-	-	1	7
Neale, Lachie	-		-	-	-	-	1	1	-	1	-	1	2	-	2	-	1	1	-	1	-	2	-	-	13
Pavlich, Matthew	-	1	1	1	1	1	-	1	1	2	-	-	-	1		-	-	-	-	1		4	-	-	15
Pearce, Clancee				-	-	-	-	-					-	-	-	-									
Pearce, Danyle	1	1	-	1	1	1	1	1	-	1	-	1	1	1	-	-	-	-	2	1	-	3	1	-	18
Sandilands, Aaron	1	-	-	2	-	1	-	1	-	-	1	-	-	-	-	1		-	-	1	-	-	1	-	9
Sheridan, Tom	1	-	-			-			-	1	-	-													2
Silvagni, Alex								-	-			-	-							-	-		-		
Simpson, Josh				1																					1
Spurr, Lee	-	-	-	1	-	-	-	-	-	-	1	1	-	-	-	1	-	1	-	-	-	-	-	-	5
Suban, Nick		1	-	-	-	-	3	-	-	-	-	1	-	1	2	1	1	1	1		2	-		-	14
Sutcliffe, Cameron	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	3
Sylvia, Colin												-	-	1	-	1	-								2
Taberner, Matthew				-	-									-			-			1	1	1	-	-	3
Walters, Michael	-	-	-																	3	2	2	3	-	10
de Boer, Matthew	2	-	-	-	-	-	-	2	1								1	-	-		1			1	8
Totals	10	6	8	11	6	5	8	7	8	12	10	11	10	10	8	16	5	10	9	12	12	13	7	9	223
Opponent	CW	GC	HW	ES	SY	NM	WC	PA	GE	WB	AD	RI	BL	WC	ME	GW	SK	CA	GE	HW	BL	PA	SY	PA	
