Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	SF	Tot
Apeness, Michael															-	-									
Ballantyne, Hayden	-	-	-	-	-		-	-	-	1	-	-	-	-	-	2		1	-		-	-	-		4
Barlow, Michael	-	-					-	-	-	2	-	-	1	-	-	-	-	-	-	1		-	-	-	4
Clarke, Zac				3	-	1	1	1	-	3	1	-	-	1	-	1	-	-	1	1	1	-	2	-	17
Crowley, Ryan	1	-	1	-	-	-	-	-	-	2	2	-	-	-	-	-	-	-	-	-	1	-	-	-	7
Crozier, Hayden			1	-		1	1	-											-	-	-	-	-	-	3
Dawson, Zac	-	-		-	-	-	-		-	-	-	-	-	-	-	-	1	-	1	1	1	2	1	-	7
Duffield, Paul	-	1	-	-	1	-	1	1	1	-	-	-	-	1	-	-	-	1	-	-	1	-	-	1	9
Duffy, Max																			-	-					
Fyfe, Nat	1	-			4	-	1	5	1	1	2	2	1	1	-	-	-	3	1	1			1	-	25
Griffin, Jonathon																	-								
Hannath, Jack	1	-	-																						1
Hill, Stephen	-	1	-	-	-	-		-	-	-	-	-	-	1				-	-	-	-	-	-	1	3
Ibbotson, Garrick			-							-	1	1	1	-	1			-			-	2	3	2	11
Johnson, Michael	-	-	-	-	-	-	1	2	1	1	2					1	1	-	-	-	-	-			9
Mayne, Chris	-	-	-		-	1	1	3	-	-	1	-	-	2	-	1	-	2	2	-	1	-	3	2	19
McPharlin, Luke	-	1	1	1	-	1	2			1	1				-		1	1	-						10
Morabito, Anthony															-	1	1								2
Mundy, David	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Mzungu, Tendai	-	-	-	-	1	2	2	1	-	1	1	1	-	-	1	-	1	-		-	-	-	-	-	11
Neale, Lachie	-		-	-	-	-	1	1	1	-	-	1	-	-	-	2	-	-	-	-	-	-	-	-	6
Pavlich, Matthew	2	1	2	1	3	1	2	2	2	3	2	1	-	-		3	3	-	-	4		1	1	2	36
Pearce, Clancee				1	-	-	-	-					-	-	-	-									1
Pearce, Danyle	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Sandilands, Aaron	4	-	4	1	1	2	5	1	2	2	3	2	2	1	1	-		-	1	1	2	3	2	1	41
Sheridan, Tom	-	-	-			-			1	-	1	-													2
Silvagni, Alex								-	1			-	1							2	-		-		4
Simpson, Josh				-																					
Spurr, Lee	1	1	-	-	-	-	-	-	1	1	1	-	-	-	-	-	1	-	-	1	1	-	1	-	9
Suban, Nick		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-		-	-		1	2
Sutcliffe, Cameron	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Sylvia, Colin												-	-	-	-	-	-								
Taberner, Matthew				1	-									-			1			2	-	4	1	-	9
Walters, Michael	-	2	-																	-	1	-	1	1	5
de Boer, Matthew	-	1	-	-	-	-	-	1	1								-	-	-		-			-	3
Totals	10	8	9	8	11	9	18	18	12	19	18	8	6	7	3	11	10	9	6	14	9	12	16	11	262
Opponent	CW	GC	HW	ES	SY	NM	WC	PA	GE	WB	AD	RI	BL	WC	ME	GW	SK	CA	GE	HW	BL	PA	SY	PA	
