Player	R1	R2	R3	R4	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R21	R22	R23	R24	QF	SF	PF	GF	Tot
Ablett, Gary	5	3	2	9	2	3	1	6	2	2	2	3	5	1	4			1	1				3	-	2	4	61
Bairstow, Mark	9	9	7	9	5	7	6	6		5	7	13	3	5	3	6	4	6	8	7	8	4		6	10	4	157
Barnes, John	7	4														7	5	5	4	-	3	6	7	10	13	2	73
Bews, Andrew			7	7	10	12	12	6	7	6	11	9	9	-			6	9				7	6	9	2		135
Bourke, Damian	1									2	1	3	-														7
Brown, Paul	5	1	4	-	3	4	6	2	4	4	-	7	1	5	5	6	4	1	5	6	5	3	2	3			86
Brownless, Bill	1	4			3	5	5	6	-	6	4	3	7	6	3	3	-	6	6	12	3	3	2	5	3	4	100
Bruns, Neville								7	1										7	6	-					-	21
Couch, Paul	12	18	8	13	4		2		4	13	2	2	1	1	11	8	14	9	9	7		14	19	12	6	12	201
Darcy, Anthony		2																									2
Darcy, Tim			1	1	5	1	4	5	2	2	3	3	2	2	-										4	6	41
Forssman, Darren	9	15	13	9	12	3	6	8	4	4			5	7	8				4			7					114
Handley, Steven	3	3	3	1	8	7	7	9	2	2	3	6	4	11	10	1	2	6	2	5	7	4	8	2			116
Heffernan, Martin								1	5	1																	7
Hickmott, Adrian																						2	7	6			15
Hinkley, Ken	9	3	5	-	8	6	1	5	3	3	-	6	3	4	1	4	9	1	3	3	2	5	5	3	3	5	100
Hocking, Garry	9	18							9	13	13	7	14	15	12	7	12	9	16	12	10	14	13	7	13	7	230
Hocking, Steve	5	11	4	3	3	3	9	3						6	9	10	6	3			4		1				80
Lamb, Jamie	11	5	-																								16
MacNish, Andrew																			6	7	1						14
Malakellis, Spiro	4									2	1	4	1	5	5	4	6	3				6	5				46
Mansfield, Michael						3	6	-			8	10	1	10	7	4	3	4	7	4	9	5	7	5	4	5	102
McGrath, Tim	-	6	1	3	5	1	4	1	2	5	1	2	-	-	2	4	6	8	3	1	4	3	4	5	3	4	78
Mensch, David			2	3		4	2	3			1	2	1	7	3	1	1	1				1					32
Merriman, Russell									6	7	4				9	9			12	5					3	4	59
Miles, Geoff	2	4	3	-	3	3	3	1	-							-	1	3	2	4	1	4	3	1	1	-	39
Neeld, Mark		7	1	1	6									3	4	1	2	2		3	2						32
Poole, Trevor	2	3	11	3	1	8	10	2	3	5	1	3	2			-									3	6	63
Riccardi, Peter				3	3	4	5	6	4	6	7	6				8	9	6	5	2	1	5	7	3	9	3	102
Rogers, Andrew	2	7	4	7	8	9	3		-					3	2	4	10				7			4	5	1	76
Scott, Robert	16	4	13	3	14	5	8	9	11	2		10	2	8	4	6	9	4	8	8	6		3	3	4	6	166
Simpson, Sean			7														3		7	4	2	9	7	2	5	2	48
Stoneham, Barry	4	3	5	7	5	10	2	8	2	6	3	3	1					10	5	7	9	3	4	2	6	3	108
Wills, Andrew				3	3	6					2	7	2	6	-					4	3	1	2	9	4	-	52
Totals	116	130	101	85	111	104	102	94	71	96	74	109	64	105	102	93	112	97	120	107	87	106	115	97	103	78	2579
Opponent	HW	ME	RI	WC	FI	BB	AD	ES	CW	SK	CA	NM	SY	FO	HW	ME	RI	WC	FI	BB	AD	ES	FO	WC	FO	WC	
