Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	GF	Tot
Anderson, Jed	-	-	-																		-	-	1			1
Bailey, Max	1	-	-	1	-		-	-	-		-	2		1	-	1	1			-	1		-	-	-	8
Birchall, Grant	-	-	1	2	-	-	-	-		-	-	-								1	1	-	-	1	1	7
Breust, Luke	-	1	-	3	-	-	-	-	1	1	1	-	-	-	-	-	1	-	1	-	-	1	-	-	-	10
Burgoyne, Shaun	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-			-	1	-	-	2	-	-	-	5
Ceglar, Jonathon													1					1								2
Cheney, Kyle									-	-					-	1										1
Duryea, Taylor			-	1		1	1	-	-	-	1	-	-	-	1	-	-	-	-	-		-				5
Ellis, Xavier												-	-													
Franklin, Lance	1	2	2	3	3	1	-	1	2	-	2	1	3	1			1	1		-	2	-		-	-	26
Gibson, Josh	-	-	-	-	-	1	1		-	1	1	1	-	-	1	-	1	-	-	2	-	1	1	1	1	13
Grimley, Sam									1	3									-							4
Guerra, Brent	-	-	-		-	-		-	-	-	-	-			-	-	1	-	-		-		-	-	-	1
Gunston, Jack	-		-	3	1	1	2	1	1		1	1	-	2	-	-	-	1	-	-	-	2	-	1	2	19
Hale, David	1	2	1	5	1	-	3	1		1	2	-	-	-	-	4	1	1	-	1	-	1	1	3	3	32
Hill, Bradley	-	-	-	-	-	-	-		-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Hodge, Luke		1	2	-	2	1	-	-	-	-	2	2	1	-	-	-	2	1		1	-	-	-	-	-	15
Lake, Brian					2	-	-	2	3	3	5	-	1	3	2	-	1	3	1	-	4	3	1	-	3	37
Langford, Will																-										
Lewis, Jordan	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	2
Mitchell, Sam	-	-	-	-	1	-	-	-	-	-	-	-	1	1	-		-	-	-	-	-	-	-	-	-	3
Osborne, Michael				-	1	-	-	1																		2
Puopolo, Paul	-	-	-	1	-	-	-	-	1	-	-			-	-	-	-	-	-	-		-	-	-	-	2
Rioli, Cyril	-	1	1	-	-									-	-	-	1	1	-	1	-			-	1	6
Roughead, Jarryd	-	1	-	2	1	2	1	1	2	3	-	3	3	1	3	-	-	-	1	-	1	1	-	1	1	28
Savage, Shane	-	-		1	-							-	1	-	3	-	1	1	1	-	-	1				9
Schoenmakers, Ryan	-	1	-	1																						2
Sewell, Brad	-	-				-	-	-	-	-	-	-	-	-		-	1	-	-	-	-	-	-	-	-	1
Shiels, Liam	-	-	-	-	-	-	-	-	-	-	-	-	-								-		2	-	1	3
Simpkin, Jonathan						-	-	-	-	1	-	1	-	-	-	-	1		-						-	3
Smith, Isaac	-	-	-	1	-	-	-	-	-	-	-		-	-	-	-	-	-	-	1	-	-	-	-	-	2
Spangher, Matthew								1											1			1	1			4
Stratton, Ben	-	1	1	-	1	1	-	-	1	-	-	-	2	2	-	2	1	-	-	1	1	-	-	1	-	15
Whitecross, Brendan													1	-	-	-	-	1	-	-	-	-	-	-		2
Totals	5	10	8	24	14	8	8	8	13	13	16	11	14	11	10	8	14	11	6	8	10	13	7	8	13	271
Opponent	GE	WC	CW	FR	NM	AD	SY	GW	GC	ME	CA	WC	BL	GE	PA	WB	ES	RI	SK	CW	NM	SY	SY	GE	FR	
