Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	GF	Tot
Anderson, Jed	-	-	-																		-	-	-			
Bailey, Max	18	28	16	33	3		32	29	33		25	18		10	29	20	23			14	22		16	18	9	396
Birchall, Grant	-	-	-	-	-	-	-	-		-	-	-								-	-	-	-	-	-	
Breust, Luke	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	2
Burgoyne, Shaun	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	1
Ceglar, Jonathon													22					5								27
Cheney, Kyle									-	-					-	-										
Duryea, Taylor			-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-				
Ellis, Xavier												-	-													
Franklin, Lance	-	-	-	1	-	-	-	-	-	-	-	-	-	-			-	-		-	-	-		-	-	1
Gibson, Josh	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Grimley, Sam									11	9									4							24
Guerra, Brent	-	-	-		-	-		-	-	-	-	-			-	-	-	-	-		-		-	-	-	
Gunston, Jack	-		-	-	-	-	-	-	-		-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	1
Hale, David	9	15	16	13	17	21	15	20		24	17	7	15	20	7	17	15	29	27	19	15	24	14	18	11	405
Hill, Bradley	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Hodge, Luke		-	-	-	-	-	-	-	-	1	1	1	-	1	2	-	-	-		-	-	-	-	3	-	9
Lake, Brian					-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Langford, Will																-										
Lewis, Jordan	-	1	1	-	-	2	6	1	7	8	3	6	2	3	8	2	3	3	2	2		3	-	2	4	69
Mitchell, Sam	-	-	1	-	1	-	-	-	-	-	-	-	-	-	1		-	-	-	-	-	-	-	-	-	3
Osborne, Michael				-	1	1	-	-																		2
Puopolo, Paul	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	1		-	-	-	-	1
Rioli, Cyril	-	1	-	1	-									-	-	-	-	-	-	-	-			-	-	2
Roughead, Jarryd	5	2	9	-	4	11	-	-	7	1	5	-	1	3	-	-	-	3	-	1	-	1	4	1	2	60
Savage, Shane	-	-		-	-							-	-	-	-	-	-	2	-	-	-	-				2
Schoenmakers, Ryan	-	-	-	-																						
Sewell, Brad	-	-				-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	1	1
Shiels, Liam	-	-	-	-	-	-	-	-	-	-	-	-	-								-		-	-	-	
Simpkin, Jonathan						-	-	-	-	-	-	-	-	-	-	-	-		-						-	
Smith, Isaac	-	-	-	-	-	-	-	1	1	-	-		-	1	-	1	-	-	1	-	2	-	-	1	-	8
Spangher, Matthew								-											-			5	1			6
Stratton, Ben	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Whitecross, Brendan													-	-	-	3	-	-	-	-	-	-	-	-		3
Totals	32	47	43	48	26	35	53	52	59	43	51	32	40	39	47	44	41	43	34	37	39	33	35	43	27	1023
Opponent	GE	WC	CW	FR	NM	AD	SY	GW	GC	ME	CA	WC	BL	GE	PA	WB	ES	RI	SK	CW	NM	SY	SY	GE	FR	
