Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	GF	Tot
Anderson, Jed	-	-	-																		-	-	-			
Bailey, Max	-	-	-	-	-		-	-	-		-	-		-	-	-	-			-	-		-	-	-	
Birchall, Grant	5	4	-	-	1	3	2	-		1	2	-								-	2	2	-	-	-	22
Breust, Luke	1	1	-	2	-	1	-	1	1	-	1	1	-	-	-	-	-	-	3	-	-	-	-	-	-	12
Burgoyne, Shaun	1	-	-	-	2	-	-	-	-	-	-	3	-	-	-			1	-	1	1	-	1	-	-	10
Ceglar, Jonathon													-					-								
Cheney, Kyle									-	-					-	-										
Duryea, Taylor			-	-		-	-	-	-	-	-	-	-	-	-	-	-	1	-	-		-				1
Ellis, Xavier												-	-													
Franklin, Lance	-	-	-	1	-	-	-	-	-	1	-	-	-	-			1	-		-	-	-		-	-	3
Gibson, Josh	-	-	-	-	-	-	-		-	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	2
Grimley, Sam									-	-									1							1
Guerra, Brent	4	1	-		1	1		-	4	-	-	-			-	1	-	-	-		4		1	1	-	18
Gunston, Jack	-		1	-	-	-	-	-	3		-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	5
Hale, David	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Hill, Bradley	-	1	-	-	1	2	1		-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	6
Hodge, Luke		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		1	-	-	-	-	-	1
Lake, Brian					-	-	-	-	-	-	-	-	1	-	1	-	-	-	2	-	-	-	-	-	-	4
Langford, Will																-										
Lewis, Jordan	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	2		-	-	-	-	3
Mitchell, Sam	1	-	1	-	5	3	-	1	2	1	-	-	2	2	-		5	1	-	1	-	1	-	1	-	27
Osborne, Michael				-	-	-	-	-																		
Puopolo, Paul	-	-	-	-	-	-	-	1	-	-	1			-	-	-	-	-	-	-		-	1	-	-	3
Rioli, Cyril	1	-	3	3	5									-	-	-	4	1	2	4	3			-	2	28
Roughead, Jarryd	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Savage, Shane	-	-		-	-							-	-	1	-	-	-	-	1	-	-	-				2
Schoenmakers, Ryan	-	-	-	-																						
Sewell, Brad	-	-				-	-	-	-	-	-	-	-	-		-	-	-	1	-	-	-	-	-	-	1
Shiels, Liam	-	-	-	-	-	-	1	-	-	1	-	-	-								-		-	-	-	2
Simpkin, Jonathan						-	-	-	-	-	-	1	-	-	-	1	1		-						-	3
Smith, Isaac	-	-	-	-	-	-	-	4	-	3	1		-	2	1	1	2	1	3	1	2	-	2	-	-	23
Spangher, Matthew								1											-			-	-			1
Stratton, Ben	-	1	-	-	-	-	-	-	-	2	1	-	-	-	1	1	-	-	1	1	3	-	1	-	-	12
Whitecross, Brendan													-	-	-	-	-	-	1	-	-	-	1	-		2
Totals	13	8	5	6	15	10	4	8	10	10	6	8	3	5	3	4	13	6	15	11	15	3	8	2	2	193
Opponent	GE	WC	CW	FR	NM	AD	SY	GW	GC	ME	CA	WC	BL	GE	PA	WB	ES	RI	SK	CW	NM	SY	SY	GE	FR	
