Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	QF	PF	GF	Tot
Anderson, Jed	6	10	16																		16	3	6			57
Bailey, Max	9	15	5	12	11		5	11	15		5	14		6	2	6	12			8	8		7	11	7	169
Birchall, Grant	29	31	28	37	19	18	26	14		25	23	9								26	16	25	26	27	26	405
Breust, Luke	14	14	13	21	12	16	22	13	15	15	8	15	18	15	14	15	14	11	18	16	12	12	13	16	13	365
Burgoyne, Shaun	26	21	23	28	20	13	15	23	22	22	13	17	13	14	18			19	29	14	20	27	26	24	14	461
Ceglar, Jonathon													9					2								11
Cheney, Kyle									11	6					16	20										53
Duryea, Taylor			15	17		14	17	17	2	17	12	12	16	10	18	13	10	13	21	8		11				243
Ellis, Xavier												5	7													12
Franklin, Lance	14	14	21	20	12	17	9	17	21	17	14	12	17	14			19	11		20	14	12		16	18	329
Gibson, Josh	15	13	20	16	13	23	27		27	13	18	13	12	13	18	19	25	15	26	21	8	18	27	17	19	436
Grimley, Sam									14	15									10							39
Guerra, Brent	24	15	13		19	22		21	16	20	11	12			20	13	27	17	21		22		27	25	9	354
Gunston, Jack	8		5	14	18	8	18	20	24		14	17	19	22	14	19	16	8	12	15	13	18	16	21	16	355
Hale, David	10	11	10	13	9	11	14	17		17	11	9	7	19	6	18	15	13	15	15	10	20	16	15	12	313
Hill, Bradley	14	13	13	11	21	17	9		21	20	16	15	15	18	21	24	22	12	12	11	12	20	17	18	15	387
Hodge, Luke		25	31	15	16	29	32	18	24	18	15	25	21	16	26	18	30	17		28	21	16	24	15	21	501
Lake, Brian					11	11	18	17	14	20	19	15	14	17	16	13	17	19	13	10	18	14	15	15	22	328
Langford, Will																4										4
Lewis, Jordan	27	18	17	20	25	26	17	27	31	29	14	24	16	21	23	25	21	17	23	23		21	19	14	26	524
Mitchell, Sam	37	31	27	25	28	29	30	35	36	24	24	24	26	36	24		31	26	24	24	27	26	29	38	12	673
Osborne, Michael				10	16	7	11	5																		49
Puopolo, Paul	28	9	10	15	7	17	21	12	16	25	17			14	16	14	23	18	20	22		24	20	18	10	376
Rioli, Cyril	20	16	24	17	20									9	14	7	14	7	18	12	16			16	15	225
Roughead, Jarryd	15	16	10	21	12	17	27	22	20	12	13	20	18	17	12	13	16	15	14	13	16	19	14	11	20	403
Savage, Shane	13	7		9	-							16	21	9	16	18	23	21	30	6	15	5				209
Schoenmakers, Ryan	20	18	10	5																						53
Sewell, Brad	33	15				17	21	22	18	31	17	11	27	12		24	25	18	18	27	14	27	30	16	13	436
Shiels, Liam	7	20	28	23	15	16	13	19	23	13	13	17	12								1		14	15	11	260
Simpkin, Jonathan						9	9	23	33	25	9	15	18	17	16	8	20		19						6	227
Smith, Isaac	23	18	20	23	15	17	16	19	23	19	11		21	19	26	27	23	29	23	21	22	15	13	18	18	479
Spangher, Matthew								17											11			15	11			54
Stratton, Ben	13	8	13	15	11	21	23	18	22	16	18	17	10	11	5	17	17	12	17	16	14	12	16	11	14	367
Whitecross, Brendan													10	19	19	10	18	12	21	17	11	17	21	6		181
Totals	405	358	372	387	330	375	400	407	448	419	315	334	347	348	360	345	438	332	415	373	326	377	407	383	337	9338
Opponent	GE	WC	CW	FR	NM	AD	SY	GW	GC	ME	CA	WC	BL	GE	PA	WB	ES	RI	SK	CW	NM	SY	SY	GE	FR	
