Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Archer, Glenn	-	1	3	5	2	-	2	-	2	1	2	-	1	2	1	-	1	-	3	1	2		-	29
Baird, John	2	-	-	-	4	2	1	2	1	2			3	4	4	-								25
Blakey, John			-	1	1	-			2	1	-	-							1	-	1	3	-	10
Burton, Matthew	1	1	1	1	5	1	-	1	-	2	3	2	1	2	4	4	3	2	1	2	2	-	2	41
Clayton, Shane	1	2	1	2	4	-	3	5	3	3	5	1			5	4	3	1						43
Cochrane, Stuart	2	1	2	8	2	1	1	1				-				5	2	-	3	1	2	-	2	33
Colbert, Leigh	1		1	-	1	-	1	1	2	1	-	-	-	1	-	3	2	1	3	1	1	1	-	21
Grant, Shannon	7	2	1	2	5	9	2	2	4	7	7	5	5	1				3	1	8	9	2	5	87
Harding, Leigh	2	2	1	1	-		4	4	5	-	1	-	1	3	-	1	4	2	-	1	5	1	2	40
Harris, Daniel								1	4	2	1													8
Harvey, Brent	2	6	1	5	6	1	1	2	4	3	5	4	12	3	5	6				1	5	5	3	80
Jones, Corey	3	9	-	-																	3	5	1	21
King, David	2	5	2	4	-	4	4	5	4	8	-	6	2	6	9	5	2	4	7	2		8	5	94
Lange, Adam								-																
Makepeace, Troy	-	-	2	1	1	1	1	1	1	2	-	1	-	1	1	2	-	3	2	-	-	2	7	29
Martyn, Mick		3	1	-	1				-	2	-	-	-	-	2	1	-	1	2	-	-	-	-	13
McCartney, Jason	1	3	3	1	1	-	1	-	2	7	3	-	-							1				23
Morrell, Digby					2	1	4	3	3	3	3	7	-	8	2	1	1	-	4	4	1	2	1	50
Motlop, Daniel						2	-										-	-	1					3
Motlop, Shannon	2	4	5	2	4	2	2														2	5		28
Petrie, Drew													-	1	-	-	1	1	-		1	3	3	10
Pickett, Byron	4	4	5	5	5	5	-	4	3	4	1	3	2	5	3	3	5	5	4	1	5		4	80
Porter, Mark	2	4	-	-	1	-	2	1	1	1	1	-		-	-		4	1	2	-	3	1	3	27
Rawlings, Brady													4	1	3	3	2	4	3	3	1	1	3	28
Robbins, Ben	2	5	3	-	2	3	1	1	1	4	2	2	1	3	-	3	3	1	3	10	2	6	2	60
Rocca, Saverio	4	2	1	1	1	5	5	3	3	3	5	3	5	1	3	3	1	2	-	2			5	58
Simpson, Adam	8	4	3	10	6	5	7	5	9	5	2	6	4	5	5	6	7	3	8	6	5	6	4	129
Sinclair, Jess	1	1									2	3	3	2	4	2	3	5	3	3	4	3	1	40
Smith, Dylan													-	3	1	-				1	-	2		7
Stevens, Anthony	-	3	6	1	2	4	2	10	1	3	4	2	2	3	6	3	12	3	1					68
Teague, David								2	1	1	2	2	1	2	1	1	-	1	2	2	-	-	-	18
Watt, Shannon	3	1				1	-										2					-		7
Totals	50	63	42	50	56	47	44	54	56	65	49	47	47	57	59	56	58	43	54	50	54	56	53	1210
Opponent	PA	WB	GE	SY	CA	HW	WC	AD	ME	ES	RI	BL	CW	SK	FR	PA	WB	GE	SY	CA	HW	WC	ME	
