Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Archer, Glenn	-	-	1	2	1	1	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-		-	7
Baird, John	-	-	-	-	-	-	-	-	-	-			2	1	1	1								5
Blakey, John			-	-	-	-			-	-	-	-							-	-	-	-	-	
Burton, Matthew	-	-	1	1	-	-	-	-	-	1	-	-	-	-	-	-	-	1	-	1	-	-	1	6
Clayton, Shane	-	1	-	-	-	2	1	1	2	2	1	-			-	-	1	1						12
Cochrane, Stuart	-	-	-	-	-	-	-	-				-				-	-	-	-	-	-	-	-	
Colbert, Leigh	-		-	-	-	-	-	-	2	-	1	-	-	-	-	-	-	1	-	-	1	-	-	5
Grant, Shannon	1	1	2	-	-	-	1	2	-	-	1	1	1	-				1	2	-	1	1	2	17
Harding, Leigh	1	-	-	2	-		2	3	5	1	1	1	2	2	-	-	1	-	-	-	6	2	3	32
Harris, Daniel								1	-	1	-													2
Harvey, Brent	1	2	-	-	2	-	-	1	1	-	2	-	-	-	1	1				-	1	-	-	12
Jones, Corey	2	2	1	-																	-	2	1	8
King, David	-	2	-	3	2	-	1	-	2	1	-	1	1	-	-	2	-	-	1	2		3	2	23
Lange, Adam								-																
Makepeace, Troy	-	-	-	-	-	1	1	-	-	-	-	1	-	-	-	1	-	1	-	-	-	-	1	6
Martyn, Mick		-	-	-	-				-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	1
McCartney, Jason	2	-	-	2	1	-	-	-	-	2	1	-	1							1				10
Morrell, Digby					2	1	1	-	-	1	1	-	-	-	1	3	2	1	3	-	-	-	2	18
Motlop, Daniel						2	1										-	-	-					3
Motlop, Shannon	1	-	-	-	-	-	-														-	1		2
Petrie, Drew													-	2	1	1	-	-	-		1	2	-	7
Pickett, Byron	-	1	-	-	3	1	-	-	1	2	-	4	-	-	1	-	1	-	-	2	2		2	20
Porter, Mark	-	-	-	-	-	-	1	-	-	1	1	-		-	-		-	-	-	2	-	1	-	6
Rawlings, Brady													2	-	-	-	-	3	-	1	-	-	-	6
Robbins, Ben	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Rocca, Saverio	-	2	1	2	3	-	-	2	2	2	1	-	2	1	3	2	2	3	1	1			1	31
Simpson, Adam	-	1	-	1	-	-	1	-	1	-	-	-	1	-	-	-	-	-	-	2	-	3	-	10
Sinclair, Jess	1	-									-	-	-	-	-	1	-	-	-	-	1	-	-	3
Smith, Dylan													-	-	-	-				-	-	-		
Stevens, Anthony	-	-	-	-	1	1	-	1	1	1	-	-	-	-	1	-	-	-	-					6
Teague, David								-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Watt, Shannon	-	-				-	-										-					-		
Totals	9	12	6	13	15	9	10	11	17	16	10	8	12	6	9	12	9	12	7	12	13	15	15	258
Opponent	PA	WB	GE	SY	CA	HW	WC	AD	ME	ES	RI	BL	CW	SK	FR	PA	WB	GE	SY	CA	HW	WC	ME	
