Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Bardsley, Kristian																					1				1
Beveridge, Luke	-	2	-	2	1	1	-	-	2		-	-	-	1	1	4	-	-	-						14
Brown, Tony	1	-	-	-	-	-				1	1	-	-	-	2	1	2	-	-	-	-	-	1	-	9
Burke, Nathan	1	2	1	-	2		-	3	1	2	2	-	-	1	1	-	-	2	-	2		2	-	-	22
Campbell, Brad										-	-	1	-	-	3	1	-	-	1	-	-	-	-		6
Cook, Brett						-										-	1		-	2	-	-	-	2	5
Cranage, Sam																			4						4
Cripps, Jason	2	-				-	-																		2
Daniels, Jayson			1	2	-	1	-																2	3	9
Elliott, Tim									1	-	-	-	-	1	-	-	-	-	1		-	-			3
Everitt, Peter	2	5	-	1	-	2	-	-	1	-	3	-	2	2	1	1	3	2	1	2	1	2	-	2	33
Hall, Barry	-	-	-	1	-		1	2		-	-						-	-					-	-	4
Harvey, Robert	-	1	1	4	-	1	2	3	1	-	1	2	3	-	1	2	-	-	-	-	-	2	1	-	25
Healy, Daniel	-	2			-	-	-	4	-	-	2	-	-	-	-	1	-								9
Heatley, Jason	-	2	-	-	2	-	2		-	-	4	-	2	-	-	-	2	-	-				-	-	14
Hudghton, Max	1	1	1	1	-	-	1	-	-	1	1	1	4	-	-	3	-	-	2	-	4	-	-	2	23
Jones, Austinn	-	2	-	-	1	1	1	1	5	1	1	3	1	-	5	-	-	2		2	-	-	1	1	28
Keogh, Rod	-	1	1	1						2												-			5
Knowles, Brett			-	1	1			-										-	1	-	-	2	2		7
Lappin, Matthew	3	1			-	-	3	-	2			-	1	1	1		1				4	-	-	-	17
Loewe, Stewart	-	-	2	1	-		2	1	-			1	-	1	-	-				1	3	-	-	-	12
McLaren, Joe						-	1	1	-									-	2	1	2	-	-	3	10
Mitchell, Gavin	1	1	-	1	1	1	-	2	-	-	4	-	1	-	1		-	-	-	-	1	1	-	-	15
Peckett, Justin	-	2	1	2	3	1	2	-	-		2	3	3	-	2	-		-	4	2	1	-		2	30
Sierakowski, David	2	1	1	-	-	2	-	2	1	-	-	-	1	1	-	1	3	-	-	1	-	-	-	-	16
Sziller, Steven	-	-	-	1		-	-	-	-	1	-	2	1	1	-	-	1	1	-	-			-	-	8
Thompson, Andrew	1	-	1	1	1			3	1	2	-	3	1	-	3	1	3	-	-	3	1	-	2	-	27
Thompson, Ben						-				-										-	-	-			
Traianidis, Jason								1	-	-	-					-				1	1	1			4
Wakelin, Darryl	1	-	-	2	-	1	1	-	-	1	-	-	-	-	-	1	3	-	-	-	1			1	12
Wakelin, Shane	-	1	1	1	-	2	2	2	-	-	2	1	1	-	-	1	-	1	1	2	2	1	2	1	24
Winmar, Nicky	-	2	1	4	1	2	2	8	-	2	1	1	1	1	-	-	2	-	1	2		3	-	6	40
Young, Matthew			-	-	1	-	5	-	-	-	2	3	-	4	-	7	1	4	3	2	2		-	2	36
Totals	15	26	12	26	14	15	25	33	15	13	26	21	22	14	21	24	22	12	21	23	24	14	11	25	474
Opponent	GE	ES	AD	HW	CA	WC	BL	PA	FR	SY	RI	CW	ME	WB	NM	GE	ES	AD	HW	CA	WC	BL	SY	ME	
