Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Bardsley, Kristian																					1				1
Beveridge, Luke	1	2	-	2	2	2	1	1	1		3	-	-	-	1	5	3	1	1						26
Brown, Tony	4	5	3	-	-	-				6	1	1	-	1	-	3	1	1	4	2	1	2	1	3	39
Burke, Nathan	3	3	3	4	1		4	2	4	6	8	8	-	7	6	3	4	5	4	9		2	7	2	95
Campbell, Brad										-	-	1	-	-	-	-	-	-	-	-	-	-	2		3
Cook, Brett						-										-	3		1	1	-	1	1	3	10
Cranage, Sam																			2						2
Cripps, Jason	3	-				3	2																		8
Daniels, Jayson			1	-	-	1	2																1	1	6
Elliott, Tim									1	1	-	2	-	1	-	-	-	-	1		-	-			6
Everitt, Peter	2	2	4	5	-	5	3	6	4	2	4	8	6	2	1	4	4	-	4	3	2	6	4	3	84
Hall, Barry	-	2	1	1	1		3	2		3	-						-	-					1	-	14
Harvey, Robert	-	5	8	9	6	7	2	4	6	7	8	6	6	6	5	7	7	7	6	3	9	5	4	5	138
Healy, Daniel	-	1			3	5	5	6	1	1	6	5	2	1	2	2	8								48
Heatley, Jason	2	2	-	1	-	1	1		3	1	3	3	1	2	-	-	2	-	-				1	2	25
Hudghton, Max	1	-	-	-	1	-	1	2	-	1	-	1	1	-	-	1	3	-	1	1	-	1	1	-	16
Jones, Austinn	5	-	3	3	4	6	6	1	3	2	6	3	10	-	5	3	3	1		3	5	3	3	-	78
Keogh, Rod	1	3	1	1						5												-			11
Knowles, Brett			1	3	-			2										1	1	1	4	4	-		17
Lappin, Matthew	2	-			2	6	3	1	1			-	3	-	2		1				1	2	6	2	32
Loewe, Stewart	2	3	4	1	7		6	6	1			2	2	3	2	2				1	3	3	1	2	51
McLaren, Joe						3	3	1	2									2	2	5	1	4	2	1	26
Mitchell, Gavin	5	3	1	5	3	1	1	3	1	1	1	-	1	1	-		6	3	2	1	2	1	1	2	45
Peckett, Justin	3	1	3	3	1	-	-	4	3		-	1	-	3	3	1		4	4	4	3	2		1	44
Sierakowski, David	2	8	2	-	1	3	-	1	-	6	-	1	2	4	-	3	2	2	1	1	3	1	-	-	43
Sziller, Steven	1	2	-	1		2	3	3	2	4	1	8	-	4	2	2	1	-	-	2			3	1	42
Thompson, Andrew	1	1	2	6	1			7	3	7	4	6	6	6	4	5	1	2	1	1	7	3	6	2	82
Thompson, Ben						3				1										1	1	4			10
Traianidis, Jason								3	3	1	1					2				-	-	3			13
Wakelin, Darryl	-	2	-	-	1	-	1	-	1	1	-	-	1	-	-	-	-	-	-	1	-			2	10
Wakelin, Shane	-	2	-	-	1	-	-	2	1	1	-	-	1	-	-	-	2	-	-	1	-	-	1	-	12
Winmar, Nicky	2	3	1	2	2	5	2	5	3	7	4	3	7	6	1	2	4	4	3	2		6	2	11	87
Young, Matthew			-	-	2	2	-	1	2	4	5	-	3	3	1	-	3	2	1	3	2		3	1	38
Totals	40	50	38	47	39	55	49	63	46	68	55	59	52	50	35	45	58	35	39	46	45	53	51	44	1162
Opponent	GE	ES	AD	HW	CA	WC	BL	PA	FR	SY	RI	CW	ME	WB	NM	GE	ES	AD	HW	CA	WC	BL	SY	ME	
