Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	Tot
Bardsley, Kristian																					-				
Beveridge, Luke	-	-	-	-	-	3	-	-	-		-	1	1	1	-	4	2	-	-						12
Brown, Tony	-	2	2	-	-	-				-	2	-	-	-	1	1	-	2	1	-	-	1	-	-	12
Burke, Nathan	-	2	1	2	-		-	-	-	2	-	2	-	1	1	-	4	-	2	2		2	1	1	23
Campbell, Brad										-	1	-	-	-	1	-	1	-	1	1	2	-	-		7
Cook, Brett						-										-	-		1	1	-	2	-	-	4
Cranage, Sam																			-						
Cripps, Jason	1	-				1	-																		2
Daniels, Jayson			1	1	1	3	-																4	3	13
Elliott, Tim									1	1	-	1	-	1	-	-	-	-	1		-	-			5
Everitt, Peter	2	1	4	2	-	1	2	4	2	-	1	2	1	1	2	-	3	-	1	1	2	4	4	1	41
Hall, Barry	1	1	-	-	1		-	-		1	-						1	-					-	1	6
Harvey, Robert	-	-	1	5	-	2	1	-	-	-	1	2	2	-	1	-	1	1	-	-	-	-	-	2	19
Healy, Daniel	-	-			-	1	1	1	-	-	1	-	1	-	-	-	-								5
Heatley, Jason	1	-	2	-	1	-	-		-	2	3	-	2	-	1	-	1	1	-				3	-	17
Hudghton, Max	1	1	1	3	-	1	1	1	1	-	4	3	-	3	-	-	-	-	-	-	1	-	-	1	22
Jones, Austinn	-	-	1	-	2	-	1	1	1	-	-	-	-	1	2	-	-	-		2	2	-	1	-	14
Keogh, Rod	-	1	-	-						-												1			2
Knowles, Brett			1	1	-			-										1	-	-	3	-	-		6
Lappin, Matthew	-	-			-	-	-	1	-			-	-	-	1		-				3	-	-	-	5
Loewe, Stewart	4	1	1	2	1		2	2	2			3	1	2	2	1				1	2	3	3	-	33
McLaren, Joe						-	-	1	-									1	2	-	1	1	-	-	6
Mitchell, Gavin	-	-	1	-	-	4	4	-	3	-	-	-	2	1	2		1	-	1	-	1	3	-	2	25
Peckett, Justin	-	-	-	-	-	-	-	2	-		-	-	-	1	1	1		-	1	-	-	1		-	7
Sierakowski, David	2	1	1	-	1	-	1	-	4	-	2	1	1	-	-	-	1	-	-	3	-	2	-	1	21
Sziller, Steven	1	-	1	2		-	-	1	1	-	1	2	-	-	-	1	1	-	1	-			-	2	14
Thompson, Andrew	-	-	1	1	-			3	1	-	-	-	1	1	-	-	-	2	1	3	-	1	2	1	18
Thompson, Ben						-				1										1	-	-			2
Traianidis, Jason								-	1	-	1					-				-	-	-			2
Wakelin, Darryl	1	2	2	1	-	-	1	1	-	1	-	-	1	-	2	-	1	-	2	1	3			3	22
Wakelin, Shane	1	3	1	-	1	-	2	1	1	1	-	1	1	1	1	-	4	-	1	1	-	1	-	2	24
Winmar, Nicky	2	-	2	1	3	1	2	1	1	1	3	2	1	4	1	-	2	2	3	2		1	1	5	41
Young, Matthew			-	1	1	1	4	1	-	-	2	1	-	-	1	1	2	2	1	1	2		1	2	24
Totals	17	15	24	22	12	18	22	21	19	10	22	21	15	18	20	9	25	12	20	20	22	23	20	27	454
Opponent	GE	ES	AD	HW	CA	WC	BL	PA	FR	SY	RI	CW	ME	WB	NM	GE	ES	AD	HW	CA	WC	BL	SY	ME	
