Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Bellchambers, Tom		2	-	1	-	4	2	1	2	3		2	-					-			2			19
Browne, Alex										-	1													1
Carlisle, Jake																	-	1	3	3	-	1	-	8
Colyer, Travis								-		-	1			-	2	1	1	1				-	1	7
Crameri, Stewart	2	2	-	1	1	2	3	1	3	1	1	2		1	2	2	-	-	2	2	3			31
Davey, Alwyn		1	1						1				-	1	-	3	-	1	1	2	-	1	1	13
Dempsey, Courtenay	1	1	1	-																				3
Dyson, Ricky															2	-	-	1	1	-				4
Fletcher, Dustin	1	1	3	-	2		-	1	1	-	-	2	-	-	2	2			1	-	1		-	17
Hardingham, Kyle	-	3	-	1	-	1	-	-	-	-	1	1		-	-	1	1	2	-	1	-	-	1	13
Heppell, Dyson	1	-	-	-	-	1	1	-	-	-	1	1	1	-	-	-	1	1	-	1	-	1	1	11
Hibberd, Michael						-		-	-	-	1	1	1	2	-									5
Hille, David	-				2	-	1	-	2	3	1		1	-	1	1	-	2	2	1	1	2	1	21
Hocking, Heath	2	1	1	-	1	1	2	1				-	1	1	1	3			1	-	2		1	19
Hooker, Cale	-	1	2	2	-	2	-	2	-	1	1	1										-		12
Howlett, Ben	-	4	1	1	1	1	1	1	-	1	1	-	1	-	1	-	2	1	2	1	1	1	-	22
Hurley, Michael	-	-	-	-	1	1	1				-	-	1	-	-	-	1		-	-		-	-	5
Jetta, Leroy	-	1	1	1	-	2	-	3	1	1	-	2	2	2	1	2	-	1	1	-	1	1	-	23
Lonergan, Sam	1	2	1	-	-	1	2	1	-	2		-	-											10
Lovett-Murray, Nathan	-	-	2	1	-	1	6	2	-	1	1										4	-	2	20
McVeigh, Mark	1	3	1	1	2	3	3	-	3	2	-	2	2	6	-	3	-	1	1	-	1	-	2	37
Melksham, Jake	1	2	1	2	1	-	2	1	-	-	1	1	-	4	4	1	-	1	1	2	1	-	1	27
Monfries, Angus	2		-	1	1	2	1	1	-	-	1	3	-	4	1	3	-	1	1	2	-	3	-	27
Myers, David	2	2						-	-	1	3	1	-				-	-	1		-	2	1	13
Pears, Tayte												2	-	-	2	2	-			1		2	-	9
Prismall, Brent				2								1	1	1	-	1	1	-						7
Reimers, Kyle					-	-	4	-	3					-	2	-	1	-	-	1	4	2	3	20
Ross, Michael																		1	-					1
Ryder, Patrick	-	2	1	3	-	-	1	-	2	1	-	-	2	-	2	-	1	2	1	-	-	1	3	22
Slattery, Henry					1	-	1		1	2	-					1	1							7
Stanton, Brent	2	1	-	1	1	-	-		1	-		2	1	1	2	-	3	2	1	1	1	-	-	20
Watson, Jobe	-	2	2	-	1	2	1	1			2	1	-					-	1	1	1	-	-	15
Welsh, Andrew											-		1	-						-	-	2		3
Winderlich, Jason	1	2	1	-																				4
Zaharakis, David	-	2	-	1	1	1	3	1	-	-	-	2	-	2	-	1	-	2	-	2	2	-	-	20
Totals	17	35	19	19	16	25	35	17	20	19	17	27	15	25	25	27	13	21	21	21	25	19	18	496
Opponent	WB	SY	SK	CA	CW	GC	WC	BL	RI	ME	FR	NM	HW	GE	RI	AD	CA	CW	SY	WB	WC	PA	CA	
