Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	R23	EF	Tot
Bellchambers, Tom		-	1	-	1	-	2	-	-	-		-	-					-			1			5
Browne, Alex										-	-													
Carlisle, Jake																	-	1	-	-	-	-	-	1
Colyer, Travis								-		1	-			1	-	2	1	-				-	-	5
Crameri, Stewart	-	1	2	1	1	1	-	-	-	-	-	-		4	1	-	4	1	-	1	1			18
Davey, Alwyn		2	-						-				1	-	1	1	-	1	-	-	1	1	-	8
Dempsey, Courtenay	-	-	-	-																				
Dyson, Ricky															-	-	-	-	-	-				
Fletcher, Dustin	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-			-	-	-		-	
Hardingham, Kyle	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	1	-	1
Heppell, Dyson	1	-	-	-	-	-	-	-	-	2	-	-	-	1	-	1	2	-	2	1	1	-	1	12
Hibberd, Michael						-		-	-	-	-	-	-	-	-									
Hille, David	-				-	-	-	2	3	-	-		1	1	-	1	-	-	1	1	-	-	-	10
Hocking, Heath	-	1	1	-	-	1	-	2				-	1	-	1	-			1	2	-		-	10
Hooker, Cale	-	-	-	-	-	2	-	-	-	-	-	-										-		2
Howlett, Ben	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	5
Hurley, Michael	1	-	2	1	-	-	-				1	-	-	1	1	-	1		2	2		1	-	13
Jetta, Leroy	-	-	1	-	1	3	1	1	-	1	-	1	1	-	-	1	-	1	-	1	-	1	-	14
Lonergan, Sam	-	-	-	-	-	1	-	-	-	2		-	-											3
Lovett-Murray, Nathan	-	-	-	-	-	-	1	-	1	-	2										-	-	1	5
McVeigh, Mark	-	1	-	1	-	1	1	-	1	-	-	-	-	-	-	-	1	1	-	2	-	-	-	9
Melksham, Jake	1	-	-	-	-	-	1	-	-	-	2	-	1	-	-	-	-	-	1	-	-	-	-	6
Monfries, Angus	-		-	1	1	1	1	-	-	1	1	2	-	2	1	-	-	-	1	1	1	1	-	15
Myers, David	-	-						-	-	-	-	-	-				-	-	-		-	-	-	
Pears, Tayte												-	-	-	-	-	-			-		-	-	
Prismall, Brent				1								-	-	-	-	-	-	1						2
Reimers, Kyle					-	-	1	-	-					1	2	1	-	1	-	4	-	2	-	12
Ross, Michael																		1	-					1
Ryder, Patrick	1	4	2	1	-	2	2	-	-	1	-	-	-	-	-	3	-	-	-	2	-	-	-	18
Slattery, Henry					-	-	-		-	-	-					-	-							
Stanton, Brent	1	-	1	1	1	3	-		-	1		1	-	-	-	-	-	-	1	1	1	-	-	12
Watson, Jobe	-	-	1	-	-	-	-	-			-	2	1					1	-	1	-	-	1	7
Welsh, Andrew											-		2	-						-	-	2		4
Winderlich, Jason	3	1	1	-																				5
Zaharakis, David	1	1	1	3	-	1	-	1	-	-	-	2	-	2	1	-	1	-	-	-	1	-	1	16
Totals	9	11	13	10	5	19	10	6	5	9	6	8	8	13	8	10	10	9	9	19	7	10	5	219
Opponent	WB	SY	SK	CA	CW	GC	WC	BL	RI	ME	FR	NM	HW	GE	RI	AD	CA	CW	SY	WB	WC	PA	CA	
