Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	SF	PF	Tot
Barker, John	-	-	-	-	-	-	-	-	2	-		-			1	2	1	-	1	-	-	-	-	-	-	7
Barlow, Kris			1					-	-	-	-	-	-	-	-	-	-	-	-	1	1	2	-	-	-	5
Bateman, Chance										-	-	1	-													1
Bowyer, Glen	-	-	-	-	-	1	-	-	1	1	-			-	-	1	-									4
Chick, Daniel	4	1	-	-	6	1	6	2	1			1	1	2	1	2	1	-				1	2	-	-	32
Clarke, Tim	-	-	-	-	-	1	-	-	-	-	-		-			-	-	1								2
Cox, Adrian														-	-	-		-	-	-			-	-	-	
Crawford, Shane	-	-	3	-	2	-	-	4	-			-	-	9	-	1	1	-	3	3			1	1	2	30
Croad, Trent	1	-	-	-	3	1	1	-	-	-	-	4	-	-	-	-	-		2	4	-	-	1	-	-	17
Dent, Matthew					-	1	-	-	2										-	-	-					3
Dixon, Ben	-	-	-	-	-	1	-	-	-	2	-	-	-	-	-	-	-	-	-			-	-	-	-	3
Graham, Mark	-	-	-	1	-	-	-	1	-	-	3	-	-	-	-	5	-	1	-	-	-	-	-	-	-	11
Greene, Steven			-	-													-	-	-	-	-	-	-	1	-	1
Harford, Daniel	-	-	-	-	-	2	3	-	3	1	-	-	-	-	-				5		-		-	-	-	14
Hay, Jonathan	3	1	-	-	-	-	-	2		-	-	2	-	-	-	1	-	-	1	-	-	-	-	-	-	10
Hazell, Tim														-	-	-	-	-								
Holland, Nick	-	-				-						-	-	-									-	-	-	
Johnson, Brett					-			-	2	-	-	-		-	-	1	1	-		-	-					4
Lekkas, Angelo	1	3	4	-	-		1	1	-	-	-	-	-	1	1	-	-	1	1	-	1	-	-	-	-	15
Lonie, Nathan											-									2	-	-	-	-	2	4
Lord, Aaron	-	1	-	-	-	-	-	-	1	-	-		-	-	-	1	-	1	-	1	-	-				5
McCabe, Luke	1	-	-	-	2	1	1	-	-	-	-	-	-	-	-		-	-	-	1	-	-		-	-	6
McPharlin, Luke	-	-	-	-			-	-	-	-																
Nicholls, Bill											-	-	-		-	-							-			
OFarrell, Brett								-	-	-	-	-	-	-		-						-				
Obst, Chris																				1	-	-				1
Osborne, Michael																					-	-				
Picioane, Lance		1	-	-	-	-	-		-	1		-	-		-				-	-						2
Rawlings, Jade	-	1	-	-	-	-	-			-	-	-	-	1	-	-	3	-	-	3	-	1	-	-	-	9
Rehn, Shaun	-	-	-	-	-	-	-	-	-									-	-		-	-	-	-	-	
Rock, Anthony	-										-									1	-	1				2
Smith, Joel	4	-	2	1	10	6	-	-	1	1	1	2	1	5	2	1	-	1	3		-	1	5	6	-	53
Tallis, Rayden	2	1	2	-	-	1	2	1	2	1	1	-	-	-	-	-	2	-	2	-	-	-	-	-	-	17
Thompson, Nathan	-	-	-	-	-	-	-	-	-	1	-	-	-	1	-	1	-	1	-	-	-	-	-	-	-	4
Vandenberg, Richard					1	-							-	-		-	-	-	2	-	-	-	-	-	2	5
Woods, Tony	1	-		-		-	-			-	-	1					-	-	-	4			-	-	-	6
Totals	17	9	12	2	24	16	14	11	15	8	5	11	2	19	5	16	9	6	20	21	2	6	9	8	6	273
Opponent	CW	CA	FR	ME	WB	AD	SK	WC	ES	PA	GE	KA	BL	RI	SY	CW	CA	FR	ME	WB	AD	SK	SY	PA	ES	
