Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	Tot
Banfield, Drew	-	1	-	1	-	1	-	-	-														3
Braun, Michael	-	-						-	1	-	1	-									-	-	2
Carroll, Trent	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-		-		
Chambers, Callum				-	1		-	-			-	1	-	1	1	-	1	-		1		1	7
Collica, Michael	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	1
Cousins, Ben	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	1	-	-	-	-	-	1	4
Cox, Dean		-	-	-	-	-	-	-			-	-		-	-	-		-	-	-	-	-	
Cummings, Scott	2			2	1					1	2	2	1	2						3			16
Embley, Andrew								-	-	-	-	-	2	-	-	2	-	4	-	3	-	-	11
Fletcher, Chad	2	1	-	-	-	-	2	-	1	-			-	1	-	-	1	2	-	1	-	1	12
Gardiner, Michael	-	1	-	4	1	-		2	1	2	2	-	1		-	-	1	-	1	1	-	-	17
Gaspar, Travis								-	1	-	-	1	-										2
Glass, Darren	-											-	-	-	-	-	-	-	-	-	-	-	
Green, Kasey																	-	1	-	-	1	-	2
Harding, Greg					-	-	-	-	-	-										-	-	-	
Haynes, David										-							2	-	-	-	-	-	2
Humm, Jeremy											-			-		-						-	
Hunter, Adam		-	-				-	-	-	-					1	-	1						2
Jakovich, Glen	-	-	-	-	-	-	-	-	2	-	1	-	-	-	-	-	-	-	-	-	-	-	3
Jones, Rowan	2	1				-	-		-	-	-	-	-	1	-	1	1	5	1	-	1	2	15
Kemp, Dean			-	-	-	-	-	-	1			-											1
Kerr, Daniel	-	1	-	-	-	-	1	-	1	-	-	-	-	-	-	-	-	-	-				3
Matera, Peter	-	-	-	-	-	-			-	1	-	-		-	-	-	-	1	-	-	-	-	2
Matera, Phillip			6	3	3	1	1	1	5	-	1	-	3	2	1	1			1			-	29
McIntosh, Ashley	-	2	-	-		-	-						2					6	1	-	3	2	16
Merenda, Mark	2	-	-	-	-	1	-			-	-		-	3	2	-	4	1	2	-	-	3	18
Morrison, Chad	-	-	-	-	1	-	-		2	1		-	-										4
Munro, Kane		-	-								-		1	-	-		-						1
Prior, Michael	-	1	-	-	-	-	-																1
Sierakowski, David	-																						
Taylor, Richard	-	-	-	1	-	1	-	-	-		-	-	1	-	-	-	1	1	-	-	-	1	6
Turnbull, Ryan							-	1						1									2
Williams, Andrew	-	-	2	-	-	2	-	-	-	1	-	-	-	-	-	-	-	-	-	1	-	-	6
Wilson, Troy	-	6	11	6	3	6	2	3	2	-					5	6	-	1	3	5	5	-	64
Wirrpanda, David	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2	-	-		3
Wooden, Josh											-	-	1	-	-	-	-	-	-	1	-		2
Totals	8	14	19	17	10	12	6	7	17	6	7	5	12	11	11	11	12	24	11	16	10	11	257
Opponent	GE	SY	SK	FR	RI	ES	PA	HW	WB	CA	BL	CW	ME	AD	KA	GE	SY	SK	FR	RI	ES	PA	
