Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Biddiscombe, Craig	-	-	-	-	-	-	-	-	-	-																
Bourke, David	-							-	-			-	-	-	-	-	-	-	-	-	-			-		
Bowden, Joel	-	-	2	-	-	3	-	-	-	-	-	-	1	-	-	3	-	-	-	-	-	-	-	-	-	9
Broderick, Paul			-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Cameron, Leon	-	-	3	3	-	-	-	-	-	1	-	1	-	-	-	-	2	-	-	1	-	-	-	-	-	11
Campbell, Wayne	2	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	4
Chaffey, Mark	-	-	-	-	1	-	-	-	1	-	2	-	2	-	-	-	-	-	-	-	-	-	-	-	-	6
Coughlan, Mark									-	-			-			-	-									
Daffy, Nick	-	-				-	-	-		-	-	-		-	-									-		
Dragicevic, Marc		-	-	-	-	-																				
Fiora, Aaron	-	-	-	-	-											-	-	-	-	-	-	-	-		-	
Gale, Brendon	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-		-	-	-	
Gaspar, Darren	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	3	-	-	-	-	-	-	-	-	6
Hall, Ray	-	-	-	-	-	-	-		-	-	-	-	-	-								-	-	-	-	
Haynes, Ben								-											-	-						
Hilton, Rory	3	-	-	1	-	2	-	-	-	-	-				-	-	-	-	-	3	-	-	-	-	-	9
Holland, Ben	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	3
Kellaway, Andrew	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Kellaway, Duncan		-	-	-	-	-	-	-	-	-	-										-	-	-	-	-	
King, Clinton	-										-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	3
Knights, Matthew	1	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1	-	1	2	1	-	-	-	-	7
Krakouer, Andrew							-	-	-																	
Mills, Andrew										-	-	-	-	-												
Ottens, Brad	-	-		-	-	-	-	-	-	3	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	6
Pettifer, Kayne												-	-	-	-	-	-	-								
Poyas, Ezra																						-			-	
Proctor, Lionel							-																			
Richardson, Matthew	-	-	-	-	3	-	-	-			-		-	-	-	1	-	2	-	-	3	-	-	-	-	9
Rogers, Matthew	-	-	-	-	2	-			-	-	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	4
Sziller, Steven	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Tivendale, Greg	-	-	-	-	-	-	-	-	-	2	3	2	-	-	-	2	-	-	-	-	-	-	-	-	-	9
Torney, Jason	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Vardy, Royce			-							-	-	-	-	-	-			-	-							
Zantuck, Ty							-	-	-											-	-	-	-			
Totals	6	0	5	4	6	6	0	0	1	6	6	6	6	0	0	6	6	6	1	6	4	5	0	0	0	86
Opponent	ME	WB	BL	CW	WC	KA	ES	AD	GE	FR	CA	SY	SK	HW	PA	ME	WB	CW	BL	WC	KA	ES	ES	CA	BL	
