Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Ablett, Gary	-	-	-	-	-	1	-	-	1	-	3	-	2	-	1	1	-	-	-		-			-	-	9
Allen, Tim																						-				
Barnes, John	-	-	-	-	-	3	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	3	-	-	-	9
Biddiscombe, Craig																				-	-					
Breuer, Shayne	-	-	3	-	-	-	-	-	2	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	8
Brown, Paul	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Brownless, Bill	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	
Colbert, Leigh	-	-	-													-	-	-	-	-	-	-	-	-	-	
Couch, Paul	1	-	2	-	3	-	-	-	-	-	2	-	3	-	-	-	2	-	3	-	-	-	-	-	-	16
Crothers, Shane			-					-																		
Cunningham, John					-	-																				
Di Rosa, Robert	-	-	-																							
Graham, Ben	2	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
Hall, Derek				-		-	-		-	-	-	-	-	-	-	-	-									
Handley, Steven												-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Hickmott, Adrian					-	-	-	-	3	-	-	-	-	-	-			-	-	-	-	-	-	-	-	3
Hinkley, Ken	-	2	-	-	-	-	-	-	-	-	-									-				-	-	2
Hocking, Garry				-	-	-	-	2	-	3		-	1	2	-	2	3	1	1	-	-	2	-	-	-	17
Lord, Aaron		-	-	-	-	-	-	-	-	-	-	-	-	-	-					1	-	-	-	-	-	1
Lynch, Paul	-	-	-	-	-		-	-			-					-	-	-	-			-	-			
Mansfield, Michael	3	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	3
McGrath, Tim	-	-	-	-	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3
McLure, James									-					-	-											
Mensch, David	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
OBrien, Cristian	-																									
Pickering, Liam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Riccardi, Peter	-	1	1	-	2	2	-	-	-	1	-	2	-	-		-	-	-			-	1	-	-	-	10
Sanderson, Brenton	-	-	-	-	-								-	-	-				-	-		-	-	-		
Sholl, Brad	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Simpson, Sean	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-							
Tanner, Grant	-	-	-	-					-	-	-	-			-	-	-	-	-	-	-	-	-		-	
Tudor, Leigh						-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	-	3
Totals	6	3	6	0	6	6	0	6	6	4	5	2	6	5	1	6	5	1	4	4	0	6	0	0	0	88
Opponent	ME	SY	CW	FR	FI	FO	HW	RI	NM	AD	ES	CA	WC	BB	SK	ME	SY	CW	FR	FI	FO	HW	FO	RI	CA	
