Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Ablett, Gary	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-			-	-	1
Allen, Tim																						-				
Barnes, John	9	14	26	6	12	16	10	18	2	7	8	9	17	19	11	3	9	10	19	4	12	15	14	10	5	285
Biddiscombe, Craig																				-	-					
Breuer, Shayne	-	-	-	-	-	-	-	-	1	1	1	1	-	-	-	-	-	-	-	-	-	1	-	-	-	5
Brown, Paul	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Brownless, Bill	3	3	1	7	2	5	2	1	2	3	2	-	1	3	1	1	-	2	-	-	1		-	2	-	42
Colbert, Leigh	-	2	1													-	-	-	-	-	-	-	-	-	-	3
Couch, Paul	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Crothers, Shane			-					3																		3
Cunningham, John					-	-																				
Di Rosa, Robert	-	-	-																							
Graham, Ben	-	-	-	1	-	-	-	-		-	-	-	-	-	2	-	-	-	-	-	1	-	1	-	-	5
Hall, Derek				-		-	-		-	-	-	-	1	-	-	-	-									1
Handley, Steven												4	-	-	1	2	2	-	1	2	-	2	-	1	4	19
Hickmott, Adrian					-	-	-	-	-	-	-	-	-	-	-			-	-	1	-	-	1	-	-	2
Hinkley, Ken	-	-	1	-	-	-	-	-	-	-	-									-				-	-	1
Hocking, Garry				-	-	-	-	-	-	1		-	-	-	-	-	1	-	-	-	-	-	-	-	-	2
Lord, Aaron		-	-	-	-	-	-	-	-	-	-	-	-	-	-					-	-	-	-	-	-	
Lynch, Paul	-	-	-	5	-		-	-			-					-	-	-	-			-	-			5
Mansfield, Michael	1	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	2	-	-	-	-	-	3
McGrath, Tim	-	-	-	-	-	-	2	-	-	1	-	1	1	-	1	-	1	-	-	-	2	-	-	-	1	10
McLure, James									-					-	-											
Mensch, David	1	-		-	4	3	-	-	7	4	1	-	-	3	3	2	7	3	-	3	1	1	4	2	-	49
OBrien, Cristian	-																									
Pickering, Liam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Riccardi, Peter	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-			-	-	1	-	-	1
Sanderson, Brenton	-	-	-	-	-								-	-	-				-	-		-	-	-		
Sholl, Brad	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Simpson, Sean	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-							
Tanner, Grant	-	-	-	-					-	-	-	-			-	-	-	-	-	-	-	-	-		-	
Tudor, Leigh						-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Totals	14	20	29	20	18	25	14	22	12	17	12	15	20	25	19	8	20	15	20	12	17	19	21	15	10	439
Opponent	ME	SY	CW	FR	FI	FO	HW	RI	NM	AD	ES	CA	WC	BB	SK	ME	SY	CW	FR	FI	FO	HW	FO	RI	CA	
