Player	R1	R2	R3	R4	R6	R7	R8	R9	R10	R11	R12	R13	R14	R16	R17	R18	R19	R20	R21	R22	R23	R24	QF	SF	PF	Tot
Brown, Mitch	-	-	-	-														-	-							
Butler, Sam			-	-	-	-	-	-			-	-	-									-	-	-	-	
Cox, Dean	1	2	-	-	-	1	1	3	1	1	-	1	1	-	1	1	1	-	-	-	-	2	-	-	-	17
Dalziell, Bradd				-																						
Darling, Jack	-	2	-	-	-	1	2	1	-	-	-	-	-	1	-	1	2	-	-			-	-	-	1	11
Ebert, Brad	-	2	-	-	1	-	-	-	-		1	-	-	2	-	-	-	1	-	-	-	-	-			7
Embley, Andrew	-	1	-	2	2	2		-	-	-	-	1	-	-	-	1	2	-	2	2	-	2	-	-	2	19
Gaff, Andrew	-	1	-	-	-		1								-	1	-	1	1	-	2	-	-	-	-	7
Glass, Darren	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	
Hams, Ashton	1																		-	1	1					3
Hurn, Shannon	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	3
Kennedy, Josh	1	3	1	2	-	3	1	3	-	2	2	1	3	-	1	4			1	3	1	1	2	3	-	38
Kerr, Daniel		-	-	-	1	-		-	-		-	2	-	1				-	1	-				1	2	8
LeCras, Mark	-				3	-	-	3	2	-	2	3	1	1	1	2	2	2	2	2	1	1	-	1	-	29
Lycett, Scott																	-									
Lynch, Quinten	2	1	1	1	-	-	3	2	-	1	2	1	2		-	-	-	-	2	-	-	1	-	1	-	20
Mackenzie, Eric			-	-	-								-	-	-	-	-		-	-	-	-	-	-	-	
Masten, Chris	-						1	-	-	-	-							1		1	1	-	-	-	-	4
McGinnity, Patrick		1	1		-		-	-	1	-	-	-		-		-	-	-	-		-	-	-	1	-	4
Naitanui, Nic		1	-	-	-	1	-	-	-	-	1	1	1	2	-	1		1	-	-	-	-	1	-	-	10
Nicoski, Mark	5	-	2	1	1	-	-	2	1	2	1	2	-	2	-	-	3	-	1	-	1	-	-	1	-	25
Priddis, Matt	-	-	1	-	-	2	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	5
Rosa, Matt	-	-	-	-	1	-	-	-	-	-	1	1	1	-	-	-	-	-								4
Schofield, Will	-	-	-	-		-	1	-	-	-	-	-	-	-	-	1	-	-	1	-	-		-	-	1	4
Selwood, Adam	-	2	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	4
Selwood, Scott	-	-	-	1	-	1	-	1	-	-	1	-	1	-	-	-	-	-	-	1	1	1	1	-	1	10
Sheppard, Brad	-	-				-	-		-	-																
Shuey, Luke	1	2	1	-	2	1	-	3	2	-	-	-	1	-	-	-	1	2	2	2	-	1	1	-	-	22
Smith, Ashley					-	-	-	-	-	-	-	-	-	1	-	1	1	1	-	-	-	-				4
Stevens, Koby														-	-											
Strijk, Andrew										-																
Swift, Tom										1		-	-	1			-									2
Waters, Beau	-	-													-	-	-			-	-	-	-	-	-	
Weedon, Gerrick						-																				
Totals	11	18	8	7	11	13	11	18	7	7	11	15	11	11	3	13	12	9	13	13	8	9	6	8	7	260
Opponent	NM	PA	SY	HW	ME	ES	FR	WB	CW	GC	AD	PA	CA	GE	SK	FR	WB	RI	ME	ES	BL	AD	CW	CA	GE	
