Player	R1	R2	R3	R4	R6	R7	R8	R9	R10	R11	R12	R13	R14	R16	R17	R18	R19	R20	R21	R22	R23	R24	QF	SF	PF	Tot
Brown, Mitch	-	1	-	1														-	-							2
Butler, Sam			1	-	-	-	3	-			-	-	-									-	-	-	-	4
Cox, Dean	3	5	2	2	4	2	3	7	3	7	4	3	4	4	9	3	4	1	7	3	-	5	1	3	4	93
Dalziell, Bradd				-																						
Darling, Jack	-	-	-	-	-	-	4	-	1	-	1	-	-	1	-	-	-	-	-			2	-	1	1	11
Ebert, Brad	1	1	-	1	-	-	-	2	1		1	3	1	1	1	2	-	1	-	1	1	3	2			23
Embley, Andrew	3	2	1	3	1	1		4	1	1	3	3	2	4	2	1	4	3	1	-	1	3	-	3	3	50
Gaff, Andrew	-	1	2	-	-		-								1	-	3	1	3	1	2	-	1	2	1	18
Glass, Darren	-	-	1	-	-	1	-	-	-	-	-	-	-	-	-	1	-	-		-	-	1	-	-	-	4
Hams, Ashton	1																		2	1	3					7
Hurn, Shannon	-	-	-	1	-	-	-	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-	2	5
Kennedy, Josh	-	-	1	-	-	-	-	-	-	1	-	-	-	-	1	-			-	1	-	-	-	-	-	4
Kerr, Daniel		4	4	5	6	8		5	5		9	7	6	7				8	1	7				8	6	96
LeCras, Mark	4				2	-	4	4	2	7	1	2	-	-	1	4	-	1	2	1	2	3	-	-	1	41
Lycett, Scott																	2									2
Lynch, Quinten	3	-	-	1	2	-	2	-	-	-	-	-	-		-	-	-	3	-	-	4	1	1	-	2	19
Mackenzie, Eric			-	-	-								-	-	1	-	-		-	-	-	-	-	-	-	1
Masten, Chris	-						-	2	-	3	2							2		-	2	7	2	2	2	24
McGinnity, Patrick		2	2		-		1	1	1	1	1	-		1		-	-	-	-		-	-	-	1	-	11
Naitanui, Nic		2	7	1	2	7	1	8	2	2	3	3	1	3	5	4		5	5	5	5	3	8	2	6	90
Nicoski, Mark	2	-	2	1	1	2	2	1	1	2	1	1	-	2	2	-	1	-	-	1	2	1	1	2	-	28
Priddis, Matt	7	3	6	7	8	4	6	4	8	6	6	6	10	6	2	2	9	4	5	10	6	12	4	14	4	159
Rosa, Matt	2	1	-	1	1	2	2	2	3	1	3	1	-	1	1	5	3	1								30
Schofield, Will	-	-	-	-		-	1	-	-	-	-	-	2	2	2	-	-	-	1	-	1		-	-	-	9
Selwood, Adam	6	2	2	2	1	2	2	-	3	-	1	-	-	2	-	1	1	1	-	1	1	4	3	3	2	40
Selwood, Scott	1	3	1	4	5	7	5	4	2	6	5	-	4	4	3	3	4	6	5	6	5	5	2	3	1	94
Sheppard, Brad	-	-				-	2		-	-																2
Shuey, Luke	6	6	2	4	2	2	3	3	5	3	4	7	3	2	4	8	1	7	3	11	8	8	6	3	3	114
Smith, Ashley					-	-	-	1	-	-	-	-	2	1	-	-	-	-	-	-	-	1				5
Stevens, Koby														1	-											1
Strijk, Andrew										-																
Swift, Tom										-		3	1	-			2									6
Waters, Beau	-	-													1	1	-			-	-	1	-	-	2	5
Weedon, Gerrick						-																				
Totals	39	33	34	34	35	38	41	48	38	40	46	39	36	42	37	35	34	44	35	49	43	60	31	47	40	998
Opponent	NM	PA	SY	HW	ME	ES	FR	WB	CW	GC	AD	PA	CA	GE	SK	FR	WB	RI	ME	ES	BL	AD	CW	CA	GE	
