Player	R1	R2	R3	R4	R6	R7	R8	R9	R10	R11	R12	R13	R14	R16	R17	R18	R19	R20	R21	R22	R23	R24	QF	SF	PF	Tot
Brown, Mitch	-	2	1	-														-	-							3
Butler, Sam			-	2	-	-	-	2			-	-	-									1	-	-	1	6
Cox, Dean	2	2	2	-	3	2	2	4	-	5	3	2	1	1	2	1	6	-	1	-	-	2	1	-	-	42
Dalziell, Bradd				-																						
Darling, Jack	2	1	2	1	5	3	1	-	1	1	-	-	3	2	-	2	1	1	1			-	1	1	-	29
Ebert, Brad	2	2	-	-	4	1	-	1	1		-	-	1	2	-	-	1	2	-	-	1	-	-			18
Embley, Andrew	-	1	1	-	-	-		-	-	-	1	-	-	-	-	1	1	2	1	1	-	-	2	-	-	11
Gaff, Andrew	-	-	-	-	-		-								-	-	-	-	-	-	-	-	-	-	-	
Glass, Darren	-	-	1	2	1	1	-	-	-	1	1	-	2	-	2	1	-	-		-	2	-	3	3	1	21
Hams, Ashton	-																		-	-	1					1
Hurn, Shannon	1	2	-	-	-	2	2	-	-	1	2	-	-	-	-	-	-	-	-	1	-	-	2	-	-	13
Kennedy, Josh	3	2	-	5	3	3	3	5	2	-	3	1	2	1	-	5			1	2	2	-	5	1	2	51
Kerr, Daniel		-	-	-	-	1		-	-		-	-	-	-				-	-	-				-	-	1
LeCras, Mark	-				-	1	-	1	-	1	1	1	-	1	1	1	-	1	-	-	-	-	-	-	1	10
Lycett, Scott																	1									1
Lynch, Quinten	-	-	3	5	1	1	3	3	3	2	2	-	5		2	-	-	3	2	1	-	1	1	2	-	40
Mackenzie, Eric			-	-	1								5	-	1	-	1		-	-	-	2	-	-	-	10
Masten, Chris	-						-	-	-	-	-							-		-	-	-	1	-	-	1
McGinnity, Patrick		-	-		-		-	-	-	-	1	1		-		-	-	-	-		1	-	1	-	-	4
Naitanui, Nic		2	-	1	-	2	1	2	2	1	1	1	1	1	5	2		5	1	1	-	1	-	1	1	32
Nicoski, Mark	-	-	-	-	2	-	-	2	1	1	-	-	1	-	-	-	2	-	-	2	-	-	-	-	-	11
Priddis, Matt	-	-	-	-	1	1	-	-	-	-	-	2	-	-	1	-	-	-	-	-	-	-	1	-	-	6
Rosa, Matt	-	1	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-								3
Schofield, Will	1	1	-	-		-	-	-	-	1	-	-	1	1	1	1	-	-	1	1	-		-	1	1	11
Selwood, Adam	-	1	-	1	1	1	1	-	-	-	1	-	-	-	-	-	-	-	-	-	1	-	-	2	-	9
Selwood, Scott	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	1
Sheppard, Brad	-	-				2	-		-	-																2
Shuey, Luke	-	-	-	1	-	-	-	-	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	1	-	4
Smith, Ashley					-	-	-	-	1	1	-	-	1	1	-	-	-	-	2	-	-	-				6
Stevens, Koby														1	1											2
Strijk, Andrew										-																
Swift, Tom										-		-	-	-			-									
Waters, Beau	-	-													-	-	-			1	2	1	1	1	4	10
Weedon, Gerrick						-																				
Totals	11	17	10	18	22	22	14	20	11	15	16	8	23	11	17	16	13	14	10	10	10	8	19	13	11	359
Opponent	NM	PA	SY	HW	ME	ES	FR	WB	CW	GC	AD	PA	CA	GE	SK	FR	WB	RI	ME	ES	BL	AD	CW	CA	GE	
