Player	R1	R2	R3	R4	R6	R7	R8	R9	R10	R11	R12	R13	R14	R16	R17	R18	R19	R20	R21	R22	R23	R24	QF	SF	PF	Tot
Brown, Mitch	-	-	-	-														-	-							
Butler, Sam			-	-	-	-	-	-			-	-	1									-	-	-	1	2
Cox, Dean	-	-	-	-	2	1	1	1	-	-	-	1	-	-	-	1	-	1	2	1	1	-	-	-	-	12
Dalziell, Bradd				-																						
Darling, Jack	-	-	1	1	-	-	-	2	-	1	-	-	-	1	-	-	-	1	-			1	-	-	-	8
Ebert, Brad	-	-	-	-	2	-	-	-	-		-	-	-	-	-	1	-	1	3	-	1	-	-			8
Embley, Andrew	2	-	-	1	-	-		1	1	-	1	-	-	-	-	-	-	1	1	-	-	1	-	-	-	9
Gaff, Andrew	-	2	-	-	-		-								2	-	2	1	1	-	-	-	-	2	-	10
Glass, Darren	-	-	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-	-		-	-	-	-	-	-	2
Hams, Ashton	-																		-	-	-					
Hurn, Shannon	-	1	-	-	-	-	-	1	-	-	-	1	-	1	-	-	-	-	-	2	-	-	-	1	1	8
Kennedy, Josh	1	1	2	-	1	1	1	1	-	1	1	-	-	1	2	-			-	2	-	-	-	-	-	15
Kerr, Daniel		1	1	-	-	-		-	1		-	-	1	-				-	-	1				-	-	5
LeCras, Mark	-				-	-	1	1	-	-	1	-	-	-	-	-	-	1	-	1	-	1	1	2	-	9
Lycett, Scott																	-									
Lynch, Quinten	-	-	-	2	-	1	-	3	1	1	1	-	-		1	-	-	1	1	1	-	-	1	-	1	15
Mackenzie, Eric			-	-	-								-	-	-	-	-		-	-	-	-	-	-	-	
Masten, Chris	-						-	-	-	-	-							1		-	-	2	2	-	-	5
McGinnity, Patrick		-	-		-		-	1	-	-	-	-		-		-	-	-	-		-	-	-	1	-	2
Naitanui, Nic		1	-	-	1	-	-	2	-	-	1	-	-	1	1	-		-	-	-	-	1	-	-	1	9
Nicoski, Mark	-	-	1	1	3	1	1	-	1	-	-	1	1	1	1	1	2	-	-	1	-	3	1	-	-	20
Priddis, Matt	-	-	-	2	2	-	1	2	1	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	10
Rosa, Matt	-	-	-	-	1	-	2	1	-	1	-	2	1	-	-	-	1	2								11
Schofield, Will	-	-	-	-		1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	1
Selwood, Adam	-	-	1	-	-	-	-	-	-	-	2	-	1	-	-	-	-	-	-	1	-	-	-	-	-	5
Selwood, Scott	-	1	-	-	-	-	-	1	1	-	1	-	2	-	-	-	-	1	-	-	-	1	-	-	-	8
Sheppard, Brad	-	-				-	-		-	-																
Shuey, Luke	1	-	-	-	1	-	1	2	-	-	1	2	4	-	-	-	1	1	1	1	1	-	1	1	2	21
Smith, Ashley					-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-	-				2
Stevens, Koby														-	-											
Strijk, Andrew										-																
Swift, Tom										-		1	-	-			1									2
Waters, Beau	1	1													-	-	1			1	-	-	-	-	-	4
Weedon, Gerrick						-																				
Totals	5	8	6	7	13	5	8	20	6	5	9	8	11	5	7	3	9	12	9	13	5	10	6	7	6	203
Opponent	NM	PA	SY	HW	ME	ES	FR	WB	CW	GC	AD	PA	CA	GE	SK	FR	WB	RI	ME	ES	BL	AD	CW	CA	GE	
