Player	R1	R2	R3	R4	R6	R7	R8	R9	R10	R11	R12	R13	R14	R16	R17	R18	R19	R20	R21	R22	R23	R24	QF	SF	PF	Tot
Brown, Mitch	-	-	-	-														-	-							
Butler, Sam			-	-	-	-	-	-			-	-	-									-	-	-	-	
Cox, Dean	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Off	-	Off	-	-	0/2
Dalziell, Bradd				On																						1/0
Darling, Jack	-	-	-	-	-	-	-	-	-	-	-	Off	-	-	Off	Off	-	-	-			-	-	-	-	0/3
Ebert, Brad	-	-	-	-	-	Off	-	-	Off		On	On	On	-	-	-	-	-	-	-	-	-	-			3/2
Embley, Andrew	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Gaff, Andrew	On	On	On	-	On		On								-	-	-	-	-	-	-	On	-	-	-	6/0
Glass, Darren	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	
Hams, Ashton	-																		On	Off	-					1/1
Hurn, Shannon	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Kennedy, Josh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	
Kerr, Daniel		-	-	-	-	-		-	-		-	-	-	-				-	-	-				-	-	
LeCras, Mark	-				Off	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0/1
Lycett, Scott																	-									
Lynch, Quinten	-	Off	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	0/1
Mackenzie, Eric			Off	-	-								-	-	-	-	-		-	-	-	-	-	-	-	0/1
Masten, Chris	Off						-	On	On	-	Off							On		On	-	-	-	Off	-	4/3
McGinnity, Patrick		-	-		-		Off	-	-	-	-	-		-		On	On	-	-		-	-	On	On	On	5/1
Naitanui, Nic		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	
Nicoski, Mark	-	-	-	-	-	-	-	Off	-	-	-	-	Off	-	-	-	-	-	-	-	-	-	-	-	Off	0/3
Priddis, Matt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Rosa, Matt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Off								0/1
Schofield, Will	-	-	-	Off		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	0/1
Selwood, Adam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Selwood, Scott	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Sheppard, Brad	-	-				-	-		-	-																
Shuey, Luke	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Off	-	-	-	-	-	-	0/1
Smith, Ashley					-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	On	Off				1/1
Stevens, Koby														On	On											2/0
Strijk, Andrew										On																1/0
Swift, Tom										Off		-	-	Off			-									0/2
Waters, Beau	-	-													-	-	Off			-	-	-	-	-	-	0/1
Weedon, Gerrick						On																				1/0
Totals																										
Opponent	NM	PA	SY	HW	ME	ES	FR	WB	CW	GC	AD	PA	CA	GE	SK	FR	WB	RI	ME	ES	BL	AD	CW	CA	GE	
