Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Arnott, Simon						-			-	-	-													
Baldwin, Marcus																					-	-		
Bizzell, Clint	2		-	-	-	-	-	-	-	-	-	-	1			-	-	-	-	-	-	-	-	3
Burns, Ronnie	-	-	-	-	-		-	-		-	-			-				-	-	-	-	-	-	
Chapman, Paul												-	-									-	-	
Clarke, David		-	-	-	2	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	6
Corey, Joel																	-	-	-	-	-			
Corrigan, Paul		-	-	-				-		-	-													
Foster, Daniel									-	-														
Graham, Ben	-	-	-	-	-	-	-	-	-	2	-	-	-	1	-	2	1	1	-	2	-	2	-	11
Hall, Derek	-	-															-							
Harley, Tom	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Hocking, Garry	-	3		-		2	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7
Houlihan, Adam	-	-	-	-	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-		-	2
Kilpatrick, Glenn	-	-	-	-	-	-	-		-	-	-	3	-		-	-	-	-	-	-	-	-	-	3
King, Steven	-	-	1	-	-	-	1	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	-	4
Ling, Cameron										-	-	-	-	-	-	-		-		-	-			
Lynch, Paul	-	-	-	-	-	-	-							-	-									
Lynch, Tristan								-	-	-	-													
McGrath, Tim	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
McKay, Joel												-	-											
Mensch, David	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	
Milburn, Darren	-	-	-	-	-							-	-	-	-	-	-	-	-	-	-	-	-	
Mooney, Cameron																	-	-	-	-	-	-		
Mooney, Jason	-	-	-	-	-	-	-	-	-			-	-		-									
OBrien, Danny			-		-	-	-	-	-							-	-							
Rahilly, James					-	-	-	-	-	-			-	-	-	-	-							
Riccardi, Peter	-	-	3	-	1	1	-	-	-	-	-	-	-	-		-	-					-	-	5
Sanderson, Brenton	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Scarlett, Matthew	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	
Sholl, Brad	-	-	-	1	3	-	-	-	-	3	-	-	-	2	-	-	-	-	-	3	-	-	-	12
Simpson, Hamish																			-					
Snell, Jason	3	-	-									-	-	-	-	-	-	-	-	-	-	-	-	3
Spriggs, David	-	1	-	-	-	-	-	-	-	-	-	-		-	-	-		-	-	-	-	-	-	1
Steinfort, Carl	-			-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	-	
Stoneham, Barry	-	-	-	-	-	-	-	-	-	-	-			-	-					-			-	
Wojcinski, David														-	-	-		-	-	-	-	-	-	
Totals	5	4	4	1	6	3	6	0	0	5	0	6	1	3	0	2	1	1	0	6	0	3	0	57
Opponent	FR	SK	AD	KA	WC	ME	SY	RI	HW	PA	ES	CW	WB	CA	BL	FR	SK	AD	KA	WC	ME	SY	HW	
