Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Arnott, Simon						1			1	-	1													3
Baldwin, Marcus																					-	2		2
Bizzell, Clint	1		-	-	1	-	1	2	1	2	4	-	1			1	-	-	-	3	-	2	2	21
Burns, Ronnie	-	1	-	1	1		-	-		2	-			-				-	1	-	2	1	-	9
Chapman, Paul												-	1									1	1	3
Clarke, David		2	1	-	2	1	1	1	1	2	1	-	-	1	2	2	3	1	1	-	-	2	-	24
Corey, Joel																	-	1	2	-	-			3
Corrigan, Paul		1	2	-				-		1	-													4
Foster, Daniel									1	-														1
Graham, Ben	1	2	1	-	-	3	1	-	-	-	2	-	1	1	1	3	-	-	2	2	-	3	2	25
Hall, Derek	1	1															1							3
Harley, Tom	1	1	-	1	2	2	1	-	-	1	2	1	2	-	1	1	-	1	1	1	-	2	-	21
Hocking, Garry	2	1		4		4	2	4	1	1	3	2	1	3	1	1	1	2	2	1	1	1	-	38
Houlihan, Adam	1	2	-	1	2	2	2	-	1	1	-	3	-	1	1	-	1	1	3	-	-		-	22
Kilpatrick, Glenn	1	3	-	1	1	-	-		-	1	2	1	-		1	2	1	1	-	1	2	3	2	23
King, Steven	2	-	2	-	1	-	1	-	1	-	1	3	-	-	2	-	2	2	1	2	2	2	1	25
Ling, Cameron										-	2	-	-	-	-	-		1		-	-			3
Lynch, Paul	-	1	1	-	2	-	-							-	-									4
Lynch, Tristan								1	2	-	2													5
McGrath, Tim	2	1	2	2	1	1	-	1	1	-	-	3	2	1	1	1	-	-	4	-	1	3	-	27
McKay, Joel												-	-											
Mensch, David	1	1	1	-	-	-	-	1	-	2	1	2	4	-	-	1	5	3	-			1	-	23
Milburn, Darren	1	2	1	-	-							2	-	-	-	1	-	1	-	2	1	2	-	13
Mooney, Cameron																	-	-	-	-	-	-		
Mooney, Jason	1	2	1	1	-	1	-	-	2			-	-		-									8
OBrien, Danny			1		-	3	-	1	-							-	-							5
Rahilly, James					-	-	-	-	-	-			-	-	-	2	-							2
Riccardi, Peter	2	-	2	2	-	2	1	-	1	-	-	1	2	-		3	2					-	3	21
Sanderson, Brenton	1	-	2	3	-	1	-	-	-	-	1	2	1	2	1	-	-	1	-	-	-	-	1	16
Scarlett, Matthew	-	-	1	-	-	-	1	-			-	1	-	1	-	-	-	1	-	-	-	-	1	6
Sholl, Brad	1	1	1	5	1	2	-	-	-	1	2	1	1	-	-	-	-	-	-	2	2	-	-	20
Simpson, Hamish																			-					
Snell, Jason	1	1	-									-	-	-	2	1	1	-	-	-	1	1	1	9
Spriggs, David	3	2	1	-	2	-	1	4	2	1	1	1		-	1	2		1	1	1	2	-	1	27
Steinfort, Carl	2			2	2	2	1	-	3		-	1	-	-	-	-	-	-	-	-	1	-	-	14
Stoneham, Barry	1	-	-	1	-	2	-	-	-	1	-			1	-					3			-	9
Wojcinski, David														-	-	1		-	1	-	1	-	-	3
Totals	26	25	20	24	18	27	13	15	18	16	25	24	16	11	14	22	17	17	19	18	16	26	15	442
Opponent	FR	SK	AD	KA	WC	ME	SY	RI	HW	PA	ES	CW	WB	CA	BL	FR	SK	AD	KA	WC	ME	SY	HW	
