Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Arnott, Simon						3			2	8	3													16
Baldwin, Marcus																					3	-		3
Bizzell, Clint	2		3	4	4	7	7	7	5	4	7	1	9			5	7	3	3	5	4	3	3	93
Burns, Ronnie	2	1	4	6	5		3	-		2	2			2				1	4	3	3	1	2	41
Chapman, Paul												2	1									-	1	4
Clarke, David		4	4	2	7	6	6	4	5	5	1	2	4	1	7	4	4	5	4	6	4	6	3	94
Corey, Joel																	4	1	3	-	3			11
Corrigan, Paul		2	4	3				2		3	1													15
Foster, Daniel									-	-														
Graham, Ben	6	6	6	4	5	6	5	3	5	5	3	4	7	6	9	14	13	8	3	11	5	11	3	148
Hall, Derek	6	-															6							12
Harley, Tom	1	5	4	4	10	4	1	5	2	5	5	2	1	6	5	2	1	1	3	-	3	3	2	75
Hocking, Garry	3	4		2		4	5	1	2	3	6	3	1	3	4	8	1	3	4	3	3	4	3	70
Houlihan, Adam	4	3	7	10	6	4	1	3	2	4	3	4	7	7	3	3	5	5	4	3	7		3	98
Kilpatrick, Glenn	1	6	-	5	3	3	2		5	2	4	3	1		3	4	4	3	5	4	-	1	3	62
King, Steven	2	7	8	8	3	2	2	4	4	4	4	3	3	2	3	4	3	3	2	4	3	2	2	82
Ling, Cameron										1	5	1	5	1	6	4		2		-	-			25
Lynch, Paul	2	3	3	8	2	3	-							-	-									21
Lynch, Tristan								2	2	2	-													6
McGrath, Tim	5	5	3	3	1	2	4	6	1	2	5	4	4	5	3	1	6	-	4	3	2	3	3	75
McKay, Joel												2	-											2
Mensch, David	7	5	2	5	9	3	3	5	5	5	6	-	-	5	7	11	5	6	1			7	7	104
Milburn, Darren	6	2	7	2	5							3	2	11	10	5	3	6	1	11	4	-	4	82
Mooney, Cameron																	1	2	1	3	4	-		11
Mooney, Jason	2	1	5	8	8	2	4	-	3			1	6		1									41
OBrien, Danny			1		4	2	2	1	-							-	1							11
Rahilly, James					2	3	5	1	1	1			3	4	-	6	-							26
Riccardi, Peter	4	4	4	4	2	3	1	3	8	1	4	2	3	2		5	3					4	3	60
Sanderson, Brenton	3	7	6	5	5	5	4	3	2	5	4	4	7	6	8	8	8	2	6	1	3	3	2	107
Scarlett, Matthew	3	2	6	7	5	3	1	-			6	2	2	5	9	4	2	2	4	1	-	5	4	73
Sholl, Brad	2	2	2	8	6	1	5	5	3	3	5	2	3	8	2	3	6	6	5	3	5	1	7	93
Simpson, Hamish																			3					3
Snell, Jason	3	5	2									3	3	5	7	6	6	4	3	3	6	5	5	66
Spriggs, David	-	5	2	2	2	1	2	1	3	1	3	-		2	3	1		3	3	4	1	3	2	44
Steinfort, Carl	-			5	3	4	5	4	5		3	4	4	3	2	6	9	2	2	3	4	4	4	76
Stoneham, Barry	2	4	4	3	7	4	2	4	2	5	4			-	2					1			1	45
Wojcinski, David														-	4	-		1	3	2	1	4	-	15
Totals	66	83	87	108	104	75	70	64	67	71	84	52	76	84	98	104	98	69	71	74	68	70	67	1810
Opponent	FR	SK	AD	KA	WC	ME	SY	RI	HW	PA	ES	CW	WB	CA	BL	FR	SK	AD	KA	WC	ME	SY	HW	
