Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	EF	Tot
Arnott, Simon						-			-	-	-													
Baldwin, Marcus																					-	-		
Bizzell, Clint	-		-	-	1	1	2	2	1	1	2	2	2			-	2	1	-	1	-	1	-	19
Burns, Ronnie	2	-	-	2	1		1	-		3	1			2				1	4	2	2	1	1	23
Chapman, Paul												1	-									1	-	2
Clarke, David		1	1	4	-	-	-	-	2	1	-	1	1	-	-	-	2	1	-	1	1	-	-	16
Corey, Joel																	-	-	1	2	-			3
Corrigan, Paul		1	2	-				-		-	-													3
Foster, Daniel									-	-														
Graham, Ben	1	2	2	-	-	1	-	1	2	-	2	-	-	-	1	2	2	-	3	-	2	1	-	22
Hall, Derek	-	-															-							
Harley, Tom	1	3	1	2	-	2	1	1	-	1	-	-	1	1	2	1	-	1	1	2	-	-	-	21
Hocking, Garry	1	3		3		3	2	2	2	4	2	2	4	-	1	1	1	3	2	3	2	1	2	44
Houlihan, Adam	-	1	2	1	2	2	-	1	-	-	1	4	-	1	1	-	2	1	1	1	1		3	25
Kilpatrick, Glenn	2	2	-	1	-	-	-		-	1	-	-	-		-	1	-	1	1	1	-	1	-	11
King, Steven	2	4	3	-	-	6	1	2	3	3	1	4	2	2	3	2	1	3	4	-	2	-	-	48
Ling, Cameron										1	1	-	-	-	-	-		1		1	-			4
Lynch, Paul	1	1	-	3	-	1	2							-	1									9
Lynch, Tristan								-	-	-	1													1
McGrath, Tim	-	1	2	1	1	2	-	-	-	1	-	1	-	1	-	-	1	-	2	-	-	1	-	14
McKay, Joel												1	-											1
Mensch, David	-	2	1	1	-	-	1	-	1	1	-	2	1	2	-	-	2	-	1			-	1	16
Milburn, Darren	1	-	-	1	1							-	2	1	2	-	-	3	1	-	-	-	1	13
Mooney, Cameron																	-	-	2	3	-	-		5
Mooney, Jason	2	-	3	1	-	-	2	-	3			-	1		-									12
OBrien, Danny			-		-	-	-	-	-							-	-							
Rahilly, James					-	-	1	-	-	1			-	2	2	-	-							6
Riccardi, Peter	1	-	-	-	-	-	1	-	-	1	-	-	-	-		-	1					2	-	6
Sanderson, Brenton	2	1	2	2	-	-	1	-	1	-	-	2	-	1	2	-	-	-	1	2	1	-	1	19
Scarlett, Matthew	-	1	1	-	-	-	-	-			3	2	1	-	1	3	-	-	1	-	3	3	-	19
Sholl, Brad	1	-	-	-	-	-	-	1	-	-	-	1	-	1	1	-	2	1	1	1	-	1	1	12
Simpson, Hamish																			1					1
Snell, Jason	1	3	1									-	1	-	-	1	-	1	1	-	1	2	-	12
Spriggs, David	1	1	1	1	-	1	1	-	1	1	-	1		1	-	-		-	1	-	2	-	-	13
Steinfort, Carl	3			1	1	-	1	-	2		1	-	-	-	-	1	1	-	1	-	-	-	-	12
Stoneham, Barry	2	-	-	1	-	-	1	2	-	1	1			-	1					1			-	10
Wojcinski, David														-	1	-		1	-	-	1	-	1	4
Totals	24	27	22	25	7	19	18	12	18	21	16	24	16	15	19	12	17	19	30	21	18	15	11	426
Opponent	FR	SK	AD	KA	WC	ME	SY	RI	HW	PA	ES	CW	WB	CA	BL	FR	SK	AD	KA	WC	ME	SY	HW	
