Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	Tot
Buckley, Nathan	-	-	-				-					1	-	1	1	-	-	1	-	-	-	-	4
Burns, Scott	-	-	1	2	1	-				2	1	1	-	2	-	-	2	1	-	3	2	1	19
Clement, James	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Cloke, Cameron					-	-			1	-	2	1	1										5
Cloke, Jason	-	1	-	-	-	1	-	-	-	1	-	-	-	1			1	-			-	1	6
Cole, Richard	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	2
Crow, Justin																			1				1
Davidson, Tom		1																					1
Davis, Leon	-	1				-	3	-	1	1	-	2	1	1	-	-	-	1	1	-	-	3	15
Didak, Alan	2	-	-	-	2	1	-	2	4	1	2	1	-	4	-					-	2	1	22
Fraser, Josh	-	1	1	-	-					-	-	2	1	-	1	1	3	-	1	2	1	-	14
Holland, Brodie	-	-	-	-	-	1	-					1	-	2	-	1	1	-	1	1	-	1	9
Johnson, Ben	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	2
King, David				-	-	-	-										-	1	2	1	1		5
Kinnear, Ben						1	2	1															4
Licuria, Paul	-	-	-	-	-	-	-	1	-	-	-	-	1	1	1	-	1	-	1	1	-	-	7
Lockyer, Tarkyn										3	2	-	-	2	-	-	1	-	2	1	-	-	11
Lokan, Matthew	-	1	1	1	-	1	2	-	1	-	-	1	2			1	-	3	-	-			14
Lonie, Ryan	-	-	-	-	-	-	-	-	1	-	1	1	-	-	-	-	-	-	2	-	-	-	5
Maxwell, Nick									-	-	-	-			-	-	-	-	-	-			
McGough, Mark					-	-	-	-	-	1	-	-	-							-	2	-	3
McKee, Steven	-													1	-	1	1	1	1	-			5
Mullins, Luke				-				-	-														
Nixon, Bo		-	-					-															
OBree, Shane	-	1	-	1	-	-	1	-	1					-	1	-	-	2	-	-	-	-	7
Prestigiacomo, Simon	-	-	-	-	-	-						-	-	-	-	-	-						
Richards, Guy		-	-	-	1	1	-	-	-	-	2	-	-										4
Rocca, Anthony		5	3	2	5	3	3	4	1	1	1		1	2	-	3							34
Rowe, Julian														1	1	-	-	-	-		1	-	3
Shackleton, Luke																		-					
Shaw, Rhyce	-		-	-	-				-	-	-	-	-			-	-	-	-	-	-	-	
Swan, Dane			2	-	-	-	1	1	-	1	1			2	-	-						-	8
Tarrant, Chris	1	2	1				3	4	5	4	6			5	5				4	5	4	8	57
Wakelin, Shane	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-							
Walker, Tristen	-						-	-	-								5	1	-	-	1	-	7
Williams, Andrew	-			1				-													-	2	3
Woewodin, Shane	1	-	1	-	1	-	-	1	-	-	-	-	-	1	-	-	1	1	2	-	-	-	9
Totals	5	13	10	8	10	9	15	14	15	15	18	11	7	26	10	7	16	13	19	14	14	17	286
Opponent	RI	WB	BL	FR	ES	PA	CA	SK	AD	KA	WC	ME	SY	HW	GE	BL	WB	RI	FR	ES	PA	CA	
