Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Addison, Dylan	-	-	2	3	1	-		-									-	1	-	-	-					7
Akermanis, Jason	-	-	1	-		-	2	-	-	-	3	-	2	1	2	3	-	1	1	2	1	-	-	-	-	19
Boyd, Matthew	1	1	4	-	-	1	-	4	1	-	2	1	1	1	-	-	-	-	-	-	3	-	-	-	-	20
Callan, Tim									-															-	-	
Cooney, Adam	-	-	3			2	1	-	-	1	3	-	-	-	1	-	-	-	2	-	1	1	-	2	2	19
Cross, Daniel	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-			-	-	-	-	2
Eagleton, Nathan	2	1	2	-	-	1	-	-	-	-	-	-	1	1	-	-	-	-	-	-	-	2	3	-	-	13
Everitt, Andrejs	2					-	-	2										-	1			2				7
Giansiracusa, Daniel	1	-	-	-	1	-	-	2	-	2	-	-	2								-	-	-	1	1	10
Gilbee, Lindsay	-	4	3	1	-	1	3	-	2	2	4	-	2	1	-	1		2	6	2	1	7	3	1	1	47
Grant, Jarrad					-																					
Griffen, Ryan	7	-	2	2	1	5	2	1	3	3	1	3	-	2	1	-	2	-	3				7	9	1	55
Hahn, Mitch	-	-	-	1	2	-	-	1	-	1	1	-	1	-	-	-	-	-	-	-	2	-	1	-	-	10
Harbrow, Jarrod		-		1	-	1	1	4	-	2	4	2	1	4	3	1	-	-	1	4	4	2	1	5	6	47
Hargrave, Ryan	-	-	-	-	-	-	-			-	-	-	-	-	-	-	-	-	1	-	-	-	4	-	-	5
Higgins, Shaun	-	-	-	2	2	-			2	-	-	1	-	1	-	2	-				-	3	2	2	-	17
Hill, Josh	-	-	1	-	3	-	-	-	-	-	1	1	-	-	-	-	1	-	-	-	-	3	-			10
Hudson, Ben	-	-	-	-	-	1	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-		-	-	-	2
Johnson, Brad	-	2	-	-	1	3	-	1	3	3	3	1	2	-	-	-	1	-	-	-	-	6	-	-	2	28
Lake, Brian	2	2	-	1	3	-	-	3	-	1	4	1	2	-	1	1	-	4	2	-	1	-	3	-	1	32
Minson, Will	-	-	-	3	-	1	-	-	-	2	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	7
Morris, Dale	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Murphy, Robert					2	-	1	-				-	3	3	1	-	-			-	1	1	2	1	-	15
Picken, Liam		-	-	-	1	-	-	-	-	-	-	1	-	-	-	1	-	-		-	-	1	1	-	-	5
Reid, Sam														-						-	-	-				
Stack, Brennan											1							-	-							1
Tiller, Stephen	-		1	-						-	-															1
Ward, Callan	2	-	1	-	1				-	-	-	-	-	-	1	1	1	5	1	-	-	1	1	-	-	15
Welsh, Scott							-	-	-	-		-	-	-	-	-	-			-	-	-	1	2	-	3
Williams, Tom	-	-	-	-	-		-	-	-						-	-	-	-	-	-						
Wood, Easton																			3	-						3
Totals	17	10	20	14	19	17	10	18	11	17	27	11	17	15	11	10	5	13	21	8	14	29	29	23	14	400
Opponent	FR	NM	RI	WC	CA	SK	AD	ME	GE	SY	RI	PA	NM	HW	CW	ES	SK	FR	WC	BL	GE	CW	GE	BL	SK	
