Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Addison, Dylan	2	-	2	1	1	2		2									-	3	1	2	-					16
Akermanis, Jason	5	4	2	2		2	5	6	7	3	3	3	5	2	6	4	2	7	10	6	3	6	1	1	1	96
Boyd, Matthew	1	3	-	3	7	5	6	5	3	5	5	2	4	7	4	2	3	7	2	2	5	5	1	2	3	92
Callan, Tim									1															1	1	3
Cooney, Adam	3	2	9			3	4	2	1	2	3	3	5	2	4	1	4	4	4	4	4	2	2	2	4	74
Cross, Daniel	-	1	-	2	2	-	1	-	1	1	2	2	3	-	6	1	2	2	2			2	2	1	1	34
Eagleton, Nathan	6	4	1	5	4	2	5	5	5	1	2	6	6	4	4	6	4	4	7	8	5	3	6	7	2	112
Everitt, Andrejs	2					1	2	-										-	1			4				10
Giansiracusa, Daniel	3	2	2	3	5	3	2	8	4	5	6	6	2								-	1	4	4	2	62
Gilbee, Lindsay	6	2	7	1	-	3	8	5	3	3	3	4	1	4	5	2		6	5	3	2	2	4	6	7	92
Grant, Jarrad					1																					1
Griffen, Ryan	5	7	2	5	5	3	1	4	4	3	3	2	9	2	3	7	5	4	5				3	6	7	95
Hahn, Mitch	-	4	4	2	3	3	3	4	2	1	3	3	4	2	5	3	3	4	3	3	6	3	1	1	3	73
Harbrow, Jarrod		1		-	-	1	1	2	1	4	2	-	1	2	2	-	2	-	4	3	1	3	1	3	1	35
Hargrave, Ryan	3	1	2	1	-	1	3			2	4	2	2	2	4	5	3	2	2	-	1	-	2	2	1	45
Higgins, Shaun	4	4	6	3	1	4			4	6	2	6	2	4	4	3	2				4	3	5	5	4	76
Hill, Josh	1	3	3	2	4	2	2	1	2	2	2	1	2	2	-	5	3	2	3	1	5	-	2			50
Hudson, Ben	-	-	-	2	1	3	-	2	-	1	1	1	-	2	-	-	1	3	-	1	2		-	4	-	24
Johnson, Brad	3	6	2	2	2	2	9	3	1	4	5	2	4	7	4	6	4	3	5	1	1	7	1	3	2	89
Lake, Brian	-	1	1	2	1	-	1	1	-	-	2	1	-	-	-	-	-	-	1	-	-	1	2	-	2	16
Minson, Will	1	1	2	3	1	1	1	1	2	2	1	3	2	1	2	4	1	-	1	4	-	1	1	3	4	43
Morris, Dale	-	1	-	1	-	-	-	-	-	-	1	-	-	1	-	-	2	-	-	1	-	-	-	-	1	8
Murphy, Robert					4	4	3	1				1	5	3	5	4	1			3	6	2	5	4	4	55
Picken, Liam		2	2	1	1	1	2	3	2	1	1	5	1	-	3	1	2	2		3	2	3	-	-	3	41
Reid, Sam														-						3	1	1				5
Stack, Brennan											-							3	-							3
Tiller, Stephen	1		1	-						1	1															4
Ward, Callan	3	3	4	2	3				1	4	5	5	3	1	1	4	3	4	3	1	2	3	4	3	2	64
Welsh, Scott							2	1	3	-		3	1	4	-	2	2			2	1	3	1	2	2	29
Williams, Tom	-	-	1	1	4		-	1	1						-	-	-	1	-	2						11
Wood, Easton																			4	1						5
Totals	49	52	53	44	50	46	61	57	48	51	57	61	62	52	62	60	49	61	63	54	51	55	48	60	57	1363
Opponent	FR	NM	RI	WC	CA	SK	AD	ME	GE	SY	RI	PA	NM	HW	CW	ES	SK	FR	WC	BL	GE	CW	GE	BL	SK	
