Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	SF	PF	Tot
Addison, Dylan	1	-	1	-	-	-		-									1	1	-	-	-					4
Akermanis, Jason	-	2	4	-		-	5	3	6	1	2	3	1	3	1	-	-	1	-	1	-	1	2	-	-	36
Boyd, Matthew	1	-	-	-	1	1	-	-	1	-	-	-	-	-	1	-	-	-	-	-	1	-	-	-	-	6
Callan, Tim									-															-	-	
Cooney, Adam	-	-	-			-	1	1	-	-	1	-	-	2	1	-	-	1	1	-	-	-	1	1	-	10
Cross, Daniel	1	-	-	-	-	-	-	-	-	1	-	-	1	1	1	-	1	2	1			-	-	-	1	10
Eagleton, Nathan	-	-	-	1	1	-	1	1	-	1	2	-	1	-	-	-	-	-	1	1	-	-	-	2	-	12
Everitt, Andrejs	-					-	-	-										1	-			-				1
Giansiracusa, Daniel	2	1	2	-	2	-	1	1	2	2	2	2	-								-	-	1	-	-	18
Gilbee, Lindsay	2	1	1	-	1	1	-	-	-	-	2	-	-	-	-	-		-	-	-	1	-	1	1	-	11
Grant, Jarrad					-																					
Griffen, Ryan	1	-	-	-	-	1	1	-	-	-	-	-	-	1	1	-	-	-	-				1	-	-	6
Hahn, Mitch	3	-	-	-	-	-	-	1	-	2	3	1	1	1	3	5	-	1	-	2	1	1	1	4	3	33
Harbrow, Jarrod		-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Hargrave, Ryan	-	-	-	-	-	-	-			1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Higgins, Shaun	2	-	2	1	3	1			-	1	2	-	1	3	2	-	-				2	-	1	1	-	22
Hill, Josh	2	2	2	1	-	3	3	2	2	-	2	7	2	2	-	1	-	-	4	2	4	2	1			44
Hudson, Ben	-	-	-	-	1	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-		-	-	-	2
Johnson, Brad	2	3	-	-	1	-	-	3	5	-	1	3	1	4	2	1	-	-	1	3	3	4	1	-	2	40
Lake, Brian	-	-	-	-	2	1	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	4
Minson, Will	-	-	1	-	1	1	1	1	1	1	1	3	1	1	1	-	-	-	-	-	-	-	2	-	-	16
Morris, Dale	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
Murphy, Robert					-	1	3	1				-	-	-	-	1	2			2	1	3	1	3	-	18
Picken, Liam		-	-	-	2	-	-	-	-	-	2	1	1	-	-	-	-	-		-	-	-	-	-	-	6
Reid, Sam														-						-	-	-				
Stack, Brennan											-							1	-							1
Tiller, Stephen	-		-	-						-	-															
Ward, Callan	-	-	-	1	-				-	1	-	-	-	-	-	1	-	1	-	-	1	1	-	-	-	6
Welsh, Scott							2	4	1	5		1	2	3	-	2	1			-	1	1	1	-	-	24
Williams, Tom	-	-	-	-	-		-	-	-						-	-	-	-	-	-						
Wood, Easton																			-	1						1
Totals	17	9	14	4	15	10	18	18	18	16	20	21	13	21	13	11	5	9	9	12	15	13	14	12	6	333
Opponent	FR	NM	RI	WC	CA	SK	AD	ME	GE	SY	RI	PA	NM	HW	CW	ES	SK	FR	WC	BL	GE	CW	GE	BL	SK	
