Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Alessio, Steven	4	2	5	1	2	3	-									-	6	-	4	5	7	7	7	5	1	59
Bannister, Jordan												1		4	-				2							7
Barnard, Paul	5	3	9	9	5	3	4	1	7	5	8	4	5	7	14	5	8	4	8	-	6		10	3	3	136
Barnes, John	10	4	3	3	1	1	-	4	5			3	5	4	4	3	5	2		1	7	1	2	6	4	78
Blumfield, Justin	11	4	5		2	4	6	4	-						2							8	3	3	-	52
Bolton, Mark	1			3				2	1	-					5	2		-	5	2		4		1		26
Bullen, Marcus											-			1												1
Caracella, Blake	8	5	5	4	7	7	1	2					11	6	3	3	5	3	8	9	7	7	10	6	3	120
Fletcher, Dustin	1	4	10	4	2	1	2	4		5		4	4	3	7	2		3	5	2	7		2	4	2	78
Forster-Knight, Robert				1	-				3	-	-						1	2	2	1						10
Hardwick, Damien			4	3	1	3	4	4	3	3	-		4		6	4	4	2	8	4	2	4	6	2	1	72
Heffernan, Chris										1	4	2	4	3	7	1	1	1	-	-	1	3	3	4	1	36
Henneman, Aaron	2	3	4	5	5	5	4	2	1	2	3	2	2	5	8	1	-		1		-					55
Hille, David								1		3	5	-	2						2							13
Hird, James	5	7	5	6	4	4	6	6	6	5	8	-	3			5	7	8		6	7	3	5	1	2	109
Jacobs, Danny	7	1	6		2	1	3	5	3	4	7	4		9	4	2	3	2	4	3	7	3	1	9	6	96
Johnson, Jason	2	-	2	3	3	3	2	5	2	1	5	2	6		3	3	8	3	4	5	6	2	1	8	6	85
Johnson, Mark	4	3	3	6	-	1	2	5	4	2	5	2	7	8	3	5	-			2	9	4	5	2	2	84
Lalich, Judd											2	-		5	4	3			1							15
Lloyd, Matthew	3	5	9		3	13	5	7	6	7	7	9	8	12	9	11	8	6			10	8	6		6	158
Long, Michael		2	1	2	3																	3	4	1		16
Lucas, Scott	6	3	2	7	4	4	8	7	9	4	5	3	-	8	8	2	7	4	7	5	6	3	9	7	7	135
McAlister, Daniel				1																						1
McGrath, Cory									4	3	1	2	5	2	-	1	4	2	3	4	6					37
McVeigh, Mark	6	3	-	3	2	-	1	2	4	2	2	1	6	3			2	4	5	4	2	1	1	1	-	55
Mercuri, Mark	5	2	3	3	7	3	4						2	11	1	2	3	3	6	6	3	1	5	-	-	70
Misiti, Joe	5	4	2										3	7	4	1	7	2	1	5	1	5	3	4	4	58
Moorcroft, Gary	2	2	-			3	2	2	8			4	3	9	8	5	5	1	1						4	59
Peverill, Damien				3	1	5	4	5	4	3	7	1														33
Ramanauskas, Adam	5	3	1	5	1	2	-	9	2	3	2	5	4	6	4	5	3	5	4	6	1	3	6	3	2	90
Rioli, Dean	10	1				7	3	6	9	6	6	5	3	2						2	4	6	6	3	1	80
Robran, Jonathon									3	2	6											1				12
Solomon, Dean	4	6	3	3	6	1	-	2	6	4	4	4	9	6	6	5	4	3		2	5	6	5	6	1	101
Wallis, Dean				-																						
Wellman, Sean	8	5	5	3	5	4	7	5	11	6	8	6	5	2			11	3	7	2	3	6	7	2	4	125
Totals	114	72	87	78	66	78	68	90	101	71	95	64	101	123	110	71	102	63	88	76	107	89	107	81	60	2162
Opponent	KA	PA	CA	SY	CW	WC	RI	ME	HW	BL	SK	AD	FR	WB	GE	KA	PA	CA	SY	CW	WC	RI	RI	HW	BL	
