Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Alessio, Steven	-	-	-	1	-	1	-									-	1	-	1	3	-	2	2	-	-	11
Bannister, Jordan												-		-	-				-							
Barnard, Paul	1	-	1	-	1	-	2	-	1	1	-	1	1	-	2	-	-	-	1	-	-		1	1	-	14
Barnes, John	-	-	-	1	-	-	-	-	-			-	-	-	-	-	-	-		-	-	-	-	-	-	1
Blumfield, Justin	1	-	1		-	-	1	1	-						-							-	-	1	-	5
Bolton, Mark	-			-				-	2	-					-	-		-	-	1		1		-		4
Bullen, Marcus											-			2												2
Caracella, Blake	-	-	-	-	-	1	3	-					-	1	1	1	-	-	-	1	-	-	1	1	1	11
Fletcher, Dustin	-	-	1	-	-	-	-	-		1		-	1	-	1	-		-	-	-	-		-	-	-	4
Forster-Knight, Robert				-	-				-	-	-						-	-	-	-						
Hardwick, Damien			-	-	-	-	-	-	-	-	-		-		-	-	-	-	-	-	-	-	-	-	-	
Heffernan, Chris										-	1	-	-	-	1	-	-	-	1	-	-	1	-	-	1	5
Henneman, Aaron	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	-		-		-					1
Hille, David								-		1	1	1	-						-							3
Hird, James	-	2	-	2	1	1	3	-	-	3	1	-	-			1	-	-		1	1	1	-	-	-	17
Jacobs, Danny	-	1	-		-	-	2	-	-	-	-	-		-	-	-	1	-	-	-	-	3	-	-	-	7
Johnson, Jason	1	1	-	-	2	1	1	1	1	-	2	-	2		-	2	-	2	1	-	-	1	-	1	-	19
Johnson, Mark	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	1	-			-	-	-	-	-	-	2
Lalich, Judd											-	-		-	-	1			-							1
Lloyd, Matthew	2	2	1		1	4	2	3	-	1	5	2	1	-	2	-	2	2			1	1	2		2	36
Long, Michael		-	1	-	1																	1	1	-		4
Lucas, Scott	2	-	1	1	2	1	2	2	4	2	1	1	-	1	3	-	1	1	2	-	1	-	-	4	2	34
McAlister, Daniel				1																						1
McGrath, Cory									1	-	-	2	-	-	-	-	-	-	-	-	-					3
McVeigh, Mark	-	-	-	-	-	-	-	-	1	1	-	3	-	1			-	2	1	-	1	-	1	-	-	11
Mercuri, Mark	-	1	-	2	1	-	1						-	1	-	-	-	1	-	2	1	-	-	-	-	10
Misiti, Joe	-	-	-										-	-	-	-	1	-	-	1	1	-	-	-	-	3
Moorcroft, Gary	-	-	-			1	1	-	-			-	-	3	-	2	1	-	-						1	9
Peverill, Damien				-	-	-	-	1	-	-	1	-														2
Ramanauskas, Adam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1	-	-	-	-	-	3
Rioli, Dean	-	-				-	-	-	2	-	-	1	-	-						-	2	-	2	-	-	7
Robran, Jonathon									-	-	-											-				
Solomon, Dean	1	-	1	-	1	-	-	-	-	-	-	-	1	-	-	-	-	-		-	-	-	-	1	-	5
Wallis, Dean				-																						
Wellman, Sean	-	-	-	-	-	-	-	1	-	1	-	-	-	-			1	-	-	-	-	-	-	1	-	4
Totals	8	7	7	8	10	10	19	9	12	11	12	11	7	9	10	8	8	8	9	10	8	11	10	10	7	239
Opponent	KA	PA	CA	SY	CW	WC	RI	ME	HW	BL	SK	AD	FR	WB	GE	KA	PA	CA	SY	CW	WC	RI	RI	HW	BL	
