Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Alessio, Steven	2	-	1	-	-	3	-									-	4	-	2	1	2	2	5	2	-	24
Bannister, Jordan												-		-	-				-							
Barnard, Paul	-	-	-	1	1	-	1	-	2	-	1	1	1	-	-	-	-	-	-	-	-		3	1	-	12
Barnes, John	-	1	-	-	-	-	-	1	-			1	-	-	1	1	1	-		-	-	-	-	-	-	6
Blumfield, Justin	-	1	2		1	-	-	1	-						-							1	1	1	-	8
Bolton, Mark	-			-				1	-	-					1	-		-	1	-		-		1		4
Bullen, Marcus											-			-												
Caracella, Blake	2	2	1	-	-	-	-	1					-	-	-	-	1	-	-	1	1	1	1	2	1	14
Fletcher, Dustin	-	2	2	1	-	-	1	-		-		1	-	1	-	2		-	-	-	2		2	1	-	15
Forster-Knight, Robert				1	-				-	-	-						1	-	-	-						2
Hardwick, Damien			-	-	-	-	1	-	-	-	-		-		1	-	-	-	1	-	-	-	-	-	-	3
Heffernan, Chris										1	1	1	-	-	1	-	-	1	-	-	-	1	-	1	-	7
Henneman, Aaron	-	-	1	-	2	4	-	-	1	-	-	-	-	1	3	-	-		-		-					12
Hille, David								-		-	1	-	-						1							2
Hird, James	-	2	1	4	1	1	2	2	1	3	-	-	1			3	1	1		1	3	1	-	-	-	28
Jacobs, Danny	-	-	1		-	-	-	1	-	1	1	1		-	3	-	-	1	-	-	2	1	-	3	3	18
Johnson, Jason	-	-	-	-	-	-	-	1	-	-	-	-	1		-	-	1	-	-	-	-	-	-	1	-	4
Johnson, Mark	-	-	-	1	-	-	-	1	-	-	2	1	-	-	-	1	-			-	-	1	-	1	-	8
Lalich, Judd											-	-		-	-	-			-							
Lloyd, Matthew	-	2	3		1	5	1	2	-	2	5	3	4	3	1	4	6	1			3	3	1		3	53
Long, Michael		-	-	-	-																	-	-	-		
Lucas, Scott	1	1	-	1	1	2	2	1	4	1	2	1	-	2	1	1	1	2	3	2	1	2	3	3	2	40
McAlister, Daniel				-																						
McGrath, Cory									1	1	1	-	-	-	-	-	-	-	-	-	-					3
McVeigh, Mark	1	1	-	1	1	-	-	1	2	-	1	-	2	1			-	-	1	1	1	-	-	-	-	14
Mercuri, Mark	2	-	1	1	-	-	2						-	-	-	-	1	-	1	-	1	-	-	-	-	9
Misiti, Joe	1	-	1										-	-	-	-	1	-	-	1	-	-	-	-	-	4
Moorcroft, Gary	-	-	-			1	-	-	-			-	-	5	-	-	1	-	-						-	7
Peverill, Damien				-	-	-	2	-	-	-	1	-														3
Ramanauskas, Adam	-	-	-	1	-	1	-	2	-	-	1	1	1	2	1	2	-	1	2	1	-	1	-	-	-	17
Rioli, Dean	3	-				-	1	1	2	-	1	-	-	-						-	-	-	1	-	-	9
Robran, Jonathon									-	-	-											-				
Solomon, Dean	-	2	1	1	-	-	-	-	-	-	1	1	-	-	-	2	2	1		-	1	1	-	1	-	14
Wallis, Dean				-																						
Wellman, Sean	2	1	-	-	4	2	2	2	1	-	1	2	1	-			5	2	1	-	2	3	-	-	-	31
Totals	14	15	15	13	12	19	15	18	14	9	20	14	11	15	13	16	26	10	13	8	19	18	17	18	9	371
Opponent	KA	PA	CA	SY	CW	WC	RI	ME	HW	BL	SK	AD	FR	WB	GE	KA	PA	CA	SY	CW	WC	RI	RI	HW	BL	
