Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Alessio, Steven	1	1	2	-	5	3	3									-	2	-	-	2	-	3	-	2	1	25
Bannister, Jordan												1		1	-				1							3
Barnard, Paul	1	1	3	2	2	5	5	2	4	3	4	4	1	2	2	4	3	1	1	1	3		1	1	3	59
Barnes, John	5	1	1	3	1	1	-	1	1			3	1	2	3	2	1	2		1	2	4	1	2	3	41
Blumfield, Justin	1	3	1		5	7	4	6	-						1							7	5	-	-	40
Bolton, Mark	-			-				2	1	-					1	1		-	2	2		-		1		10
Bullen, Marcus											1			-												1
Caracella, Blake	4	3	2	6	-	3	6	-					4	5	4	7	3	2	4	5	6	2	3	4	3	76
Fletcher, Dustin	1	2	7	2	-	-	1	1		2		1	2	-	-	-		1	3	-	1		-	-	-	24
Forster-Knight, Robert				1	-				1	-	-						1	1	2	1						7
Hardwick, Damien			2	1	-	-	-	1	1	1	-		-		-	1	1	1	3	1	1	-	-	1	-	15
Heffernan, Chris										-	4	-	1	5	3	1	1	1	1	1	3	4	4	3	1	33
Henneman, Aaron	-	1	-	3	-	1	3	-	-	-	-	-	-	-	4	-	1		-		-					13
Hille, David								-		3	3	-	-						-							6
Hird, James	4	4	5	2	3	8	1	5	7	1	3	1	3			6	6	4		-	7	4	4	2	3	83
Jacobs, Danny	1	-	2		-	2	3	1	-	3	-	2		-	2	1	-	2	1	1	1	1	-	-	-	23
Johnson, Jason	7	7	3	4	6	9	5	5	4	2	4	4	11		8	10	9	7	6	5	4	6	4	4	5	139
Johnson, Mark	4	4	2	7	-	-	4	-	2	5	2	4	2	7	3	3	-			4	4	1	2	-	-	60
Lalich, Judd											2	-		5	-	3			-							10
Lloyd, Matthew	3	2	1		4	2	3	2	2	5	2	2	-	4	1	-	5	3			-	1	3		4	49
Long, Michael		6	3	5	2																	3	2	-		21
Lucas, Scott	6	3	3	5	5	3	4	3	3	3	8	3	1	6	6	2	8	3	7	4	6	2	1	6	7	108
McAlister, Daniel				-																						
McGrath, Cory									3	1	1	1	5	1	1	-	5	1	2	5	2					28
McVeigh, Mark	3	-	1	2	4	1	-	2	3	2	4	6	6	7			3	1	4	5	6	2	4	1	1	68
Mercuri, Mark	3	2	2	3	4	3	-						3	1	-	1	1	3	2	4	-	1	2	-	2	37
Misiti, Joe	3	5	2										4	7	4	2	1	2	4	4	2	5	3	6	1	55
Moorcroft, Gary	2	1	1			5	3	1	3			1	2	1	3	5	3	-	1						3	35
Peverill, Damien				3	1	6	7	2	5	1	5	4														34
Ramanauskas, Adam	1	8	1	6	3	3	4	5	2	5	1	4	6	5	4	3	1	4	3	4	1	5	3	2	3	87
Rioli, Dean	4	2				3	2	3	3	2	5	3	4	-						4	6	4	2	2	2	51
Robran, Jonathon									3	1	4											-				8
Solomon, Dean	6	3	1	2	-	2	-	1	4	4	1	1	3	3	3	5	-	3		3	2	2	1	6	1	57
Wallis, Dean				-																						
Wellman, Sean	1	1	2	1	-	3	4	3	2	4	1	2	-	-			2	3	6	-	-	1	3	1	4	44
Totals	61	60	47	58	45	70	62	46	54	48	55	47	59	62	53	57	57	45	53	57	57	58	48	44	47	1350
Opponent	KA	PA	CA	SY	CW	WC	RI	ME	HW	BL	SK	AD	FR	WB	GE	KA	PA	CA	SY	CW	WC	RI	RI	HW	BL	
