Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Alessio, Steven	-	1	2	1	-	1	2									-	1	-	-	-	1	-	1	2	2	14
Bannister, Jordan												-		-	-				1							1
Barnard, Paul	1	-	-	-	-	1	1	1	2	1	1	-	1	-	-	1	1	2	1	-	1		-	1	-	16
Barnes, John	1	2	1	3	1	-	3	2	-			1	1	3	2	1	-	1		-	1	1	1	1	1	27
Blumfield, Justin	-	1	1		-	1	-	3	-						-							2	-	-	-	8
Bolton, Mark	-			-				1	-	-					-	-		1	1	2		1		-		6
Bullen, Marcus											-			-												
Caracella, Blake	-	3	-	2	1	1	2	-					-	1	-	1	2	3	3	-	-	1	3	1	-	24
Fletcher, Dustin	1	-	-	-	1	-	3	1		-		-	1	2	3	-		1	1	1	1		2	-	-	18
Forster-Knight, Robert				1	-				-	-	1						-	1	-	-						3
Hardwick, Damien			-	1	1	3	-	-	2	-	-		4		2	-	3	3	4	-	-	1	1	2	1	28
Heffernan, Chris										-	-	1	-	-	2	-	1	-	-	-	1	-	1	2	2	10
Henneman, Aaron	-	-	-	-	-	-	-	2	1	1	1	1	1	2	1	-	-		1		-					11
Hille, David								-		1	-	2	-						-							3
Hird, James	1	-	1	1	1	2	-	1	2	3	1	1	-			2	2	2		2	-	1	-	-	-	23
Jacobs, Danny	-	-	-		-	1	-	-	-	1	-	-		-	1	-	-	-	3	1	1	-	1	-	-	9
Johnson, Jason	4	1	-	1	1	2	-	2	1	-	-	2	2		1	2	-	-	2	-	-	1	-	-	3	25
Johnson, Mark	2	1	4	3	-	-	1	1	1	-	1	-	-	1	2	2	1			3	-	1	-	-	-	24
Lalich, Judd											1	-		-	3	-			-							4
Lloyd, Matthew	1	1	-		-	2	1	1	2	2	1	1	-	-	-	-	3	-			2	-	-		1	18
Long, Michael		2	-	-	-																	2	-	-		4
Lucas, Scott	1	-	1	2	1	2	-	-	-	3	1	-	-	1	1	-	-	2	1	-	1	-	-	1	1	19
McAlister, Daniel				-																						
McGrath, Cory									-	-	1	-	-	-	1	1	1	-	-	1	2					7
McVeigh, Mark	-	2	-	2	-	-	-	-	-	-	-	3	1	2			-	-	-	-	1	-	2	-	-	13
Mercuri, Mark	-	1	-	-	1	1	1						-	1	1	-	1	1	-	1	-	-	2	-	1	12
Misiti, Joe	3	2	-										1	-	1	-	-	-	-	1	-	1	1	1	-	11
Moorcroft, Gary	-	-	-			1	1	2	2			-	1	1	1	-	2	-	-						3	14
Peverill, Damien				4	2	-	1	1	1	1	3	2														15
Ramanauskas, Adam	3	-	-	-	2	-	-	-	-	-	1	1	1	-	-	1	-	1	1	1	3	-	-	-	-	15
Rioli, Dean	1	1				-	-	1	1	-	1	1	-	-						-	-	1	1	1	1	10
Robran, Jonathon									-	-	-											-				
Solomon, Dean	1	2	-	2	1	2	-	-	1	-	-	-	1	-	-	-	-	1		1	1	1	-	2	1	17
Wallis, Dean				-																						
Wellman, Sean	-	2	1	-	1	-	1	2	1	1	-	-	-	-			1	1	2	3	1	1	-	1	2	21
Totals	20	22	11	23	14	20	17	21	17	14	14	16	15	14	22	11	19	20	21	17	17	15	16	15	19	430
Opponent	KA	PA	CA	SY	CW	WC	RI	ME	HW	BL	SK	AD	FR	WB	GE	KA	PA	CA	SY	CW	WC	RI	RI	HW	BL	
