Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Alessio, Steven	-	-	-	-	-	-	-									-	-	-	-	-	-	-	-	-	-	
Bannister, Jordan												-		-	-				-							
Barnard, Paul	-	-	-	1	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	3
Barnes, John	-	-	-	-	-	-	-	-	-			-	-	-	-	-	-	-		-	-	-	-	-	-	
Blumfield, Justin	-	-	-		-	-	-	-	-						-							-	-	-	-	
Bolton, Mark	-			-				-	-	-					-	-		-	-	-		-		-		
Bullen, Marcus											-			-												
Caracella, Blake	-	-	-	2	-	-	-	-					-	-	-	-	-	-	1	-	-	-	-	-	-	3
Fletcher, Dustin	-	2	-	-	-	-	-	-		-		-	-	-	-	-		-	-	-	-		-	-	-	2
Forster-Knight, Robert				-	-				-	-	-						-	-	-	-						
Hardwick, Damien			-	-	-	-	-	-	-	-	-		-		-	-	-	-	-	-	-	-	-	-	-	
Heffernan, Chris										-	-	-	-	-	-	-	-	-	-	-	3	-	-	-	-	3
Henneman, Aaron	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-		-					
Hille, David								-		-	-	-	-						-							
Hird, James	-	-	-	-	-	2	2	-	-	-	-	-	-			-	-	1		-	-	-	-	-	-	5
Jacobs, Danny	-	-	-		-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	-	-	-	-	-	
Johnson, Jason	2	-	-	-	-	-	-	3	1	-	-	1	3		3	3	-	-	-	-	-	-	-	-	-	16
Johnson, Mark	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-			3	-	-	-	-	-	3
Lalich, Judd											-	-		-	-	-			-							
Lloyd, Matthew	-	-	-		-	3	-	-	3	-	-	3	1	-	-	2	-	-			2	1	-		-	15
Long, Michael		-	-	-	-																	-	-	-		
Lucas, Scott	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-	2
McAlister, Daniel				-																						
McGrath, Cory									-	-	-	-	-	-	-	-	-	-	-	-	-					
McVeigh, Mark	-	-	-	-	-	-	-	-	-	-	-	-	-	3			-	-	-	-	-	-	-	-	-	3
Mercuri, Mark	-	-	-	3	-	-	-						-	-	-	-	-	-	-	1	-	-	-	-	-	4
Misiti, Joe	3	3	-										-	-	2	-	-	-	-	-	-	-	-	-	-	8
Moorcroft, Gary	-	-	-			-	-	-	-			-	-	2	-	-	-	-	-						-	2
Peverill, Damien				-	-	1	-	-	-	-	2	-														3
Ramanauskas, Adam	-	-	-	-	-	-	-	-	-	-	-	-	2	-	1	-	-	-	-	-	-	-	-	-	-	3
Rioli, Dean	-	-				-	-	-	2	-	3	-	-	-						-	-	-	-	-	-	5
Robran, Jonathon									-	-	-											-				
Solomon, Dean	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	
Wallis, Dean				-																						
Wellman, Sean	1	-	-	-	-	-	3	2	-	-	-	2	-	-			2	-	-	-	-	-	-	-	-	10
Totals	6	5	0	6	1	6	6	5	6	0	5	6	6	6	6	5	2	1	1	4	6	1	0	0	0	90
Opponent	KA	PA	CA	SY	CW	WC	RI	ME	HW	BL	SK	AD	FR	WB	GE	KA	PA	CA	SY	CW	WC	RI	RI	HW	BL	
