Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Alessio, Steven	-	1	-	1	2	1	1									-	4	3	-	2	2	1	1	2	3	24
Bannister, Jordan												1		-	-				-							1
Barnard, Paul	-	-	-	2	1	1	1	1	1	1	2	-	2	1	1	-	-	1	2	-	3		1	2	1	24
Barnes, John	-	-	2	-	-	-	1	-	-			-	-	2	1	-	-	1		-	1	1	-	-	2	11
Blumfield, Justin	1	1	-		1	-	1	1	1						-							-	-	-	-	6
Bolton, Mark	2			1				1	-	1					1	1		-	-	1		1		-		9
Bullen, Marcus											1			-												1
Caracella, Blake	1	1	1	-	1	-	2	-					-	1	-	-	-	-	-	1	-	1	-	3	1	13
Fletcher, Dustin	-	-	1	-	3	3	1	-		1		1	-	1	1	-		-	-	-	1		-	-	1	14
Forster-Knight, Robert				-	-				-	-	1						-	1	-	-						2
Hardwick, Damien			2	-	1	1	3	-	-	1	-		1		1	2	2	1	1	1	-	1	-	-	1	19
Heffernan, Chris										1	-	-	-	3	-	1	1	-	-	1	-	2	-	1	-	10
Henneman, Aaron	1	-	1	-	-	2	1	-	-	-	-	-	-	1	-	-	-		1		-					7
Hille, David								1		-	1	1	-						-							3
Hird, James	1	-	1	4	-	1	3	-	-	2	-	-	-			-	1	1		-	1	-	1	1	1	18
Jacobs, Danny	1	1	-		-	-	-	-	-	-	2	-		1	-	1	-	-	-	-	-	-	-	1	-	7
Johnson, Jason	3	2	3	3	4	1	-	2	2	-	1	2	4		1	1	2	-	1	2	2	1	-	4	2	43
Johnson, Mark	2	-	1	1	2	2	1	-	-	-	-	1	-	1	4	-	-			1	1	3	1	-	1	22
Lalich, Judd											-	-		1	-	-			1							2
Lloyd, Matthew	2	1	2		2	-	2	1	1	1	1	1	2	2	1	1	-	2			1	-	-		1	24
Long, Michael		2	1	2	-																	-	-	-		5
Lucas, Scott	1	1	-	-	1	1	3	2	1	-	2	1	-	2	-	-	2	1	1	2	1	-	1	1	2	26
McAlister, Daniel				1																						1
McGrath, Cory									-	-	-	-	-	-	1	1	1	-	-	-	-					3
McVeigh, Mark	-	2	3	1	-	1	-	-	1	3	1	1	1	-			2	-	-	-	1	-	2	1	-	20
Mercuri, Mark	-	1	2	5	1	2	1						-	1	1	1	-	-	2	1	-	1	1	-	1	21
Misiti, Joe	3	1	2										1	1	-	-	-	2	-	3	-	1	-	-	2	16
Moorcroft, Gary	1	1	-			1	-	1	-			-	-	2	-	-	-	-	1						-	7
Peverill, Damien				2	-	-	1	2	-	1	1	-														7
Ramanauskas, Adam	-	1	-	1	1	-	-	1	-	-	1	2	1	-	1	1	1	1	1	1	-	-	2	2	1	19
Rioli, Dean	-	1				-	2	2	1	1	-	1	-	-						-	-	-	3	3	1	15
Robran, Jonathon									1	-	-											1				2
Solomon, Dean	1	2	2	3	1	1	-	1	-	2	-	1	-	2	2	1	-	3		1	2	-	1	1	1	28
Wallis, Dean				2																						2
Wellman, Sean	3	-	2	-	1	-	1	-	1	1	-	-	1	3			-	1	-	1	-	3	-	1	-	19
Totals	23	19	26	29	22	18	25	16	10	16	14	13	13	25	16	11	16	18	11	18	16	17	14	23	22	451
Opponent	KA	PA	CA	SY	CW	WC	RI	ME	HW	BL	SK	AD	FR	WB	GE	KA	PA	CA	SY	CW	WC	RI	RI	HW	BL	
