Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Alessio, Steven	2	1	-	-	-	2	-									-	1	-	4	1	-	-	-	2	-	13
Bannister, Jordan												-		-	-				-							
Barnard, Paul	4	1	2	1	4	-	-	-	2	-	1	-	2	-	-	-	-	2	1	-	2		2	1	-	25
Barnes, John	-	1	-	-	-	-	-	-	-			-	-	1	-	-	-	-		-	-	-	1	-	-	3
Blumfield, Justin	2	-	-		2	2	-	-	-						1							-	-	1	-	8
Bolton, Mark	1			1				1	-	-					-	1		-	-	1		-		-		5
Bullen, Marcus											-			-												
Caracella, Blake	1	2	-	3	1	-	1	-					2	2	1	3	-	-	1	1	-	3	2	1	1	25
Fletcher, Dustin	-	2	-	-	-	-	-	-		1		-	1	-	-	-		-	-	-	-		-	-	-	4
Forster-Knight, Robert				-	-				-	-	-						-	-	-	-						
Hardwick, Damien			-	1	-	-	-	-	-	-	-		-		-	-	-	-	-	-	-	-	-	-	-	1
Heffernan, Chris										-	2	-	-	-	1	1	-	-	-	-	1	-	-	1	-	6
Henneman, Aaron	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-		-					
Hille, David								-		-	1	-	-						-							1
Hird, James	1	3	-	3	1	1	-	4	-	1	2	1	-			2	-	1		3	2	1	1	-	-	27
Jacobs, Danny	-	1	-		1	-	1	-	-	-	-	-		-	1	1	-	1	-	-	1	-	-	-	-	7
Johnson, Jason	2	-	-	-	-	1	-	1	-	2	1	2	-		4	4	1	1	-	-	1	-	-	-	1	21
Johnson, Mark	1	1	-	-	-	-	-	-	-	-	-	-	1	2	-	1	-			3	1	-	-	-	-	10
Lalich, Judd											1	-		-	1	-			-							2
Lloyd, Matthew	4	4	5		1	10	4	3	8	3	2	6	5	5	6	9	4	4			7	6	4		5	105
Long, Michael		-	-	-	-																	1	-	-		1
Lucas, Scott	2	1	-	1	-	2	3	1	1	-	-	2	-	3	1	-	3	1	1	3	1	-	3	2	4	35
McAlister, Daniel				-																						
McGrath, Cory									1	1	-	2	-	-	-	2	-	1	-	-	-					7
McVeigh, Mark	1	3	-	1	2	-	-	-	2	-	-	1	3	2			1	1	-	1	-	-	-	-	-	18
Mercuri, Mark	-	-	-	2	2	-	1						-	-	-	-	1	1	1	1	1	-	-	-	-	10
Misiti, Joe	-	-	3										1	-	-	-	1	-	1	-	-	-	1	1	-	8
Moorcroft, Gary	-	-	-			-	2	-	-			-	1	6	2	2	-	-	1						1	15
Peverill, Damien				1	-	-	1	-	1	-	1	-														4
Ramanauskas, Adam	1	1	-	-	-	1	-	-	-	1	1	-	1	1	1	1	-	1	1	-	1	-	1	-	-	13
Rioli, Dean	-	-				3	1	2	2	-	4	3	1	1						1	3	1	1	1	-	24
Robran, Jonathon									1	-	2											-				3
Solomon, Dean	1	1	1	-	1	-	-	-	-	1	1	-	-	1	-	-	-	-		-	-	-	1	-	-	8
Wallis, Dean				-																						
Wellman, Sean	-	1	-	1	-	2	2	-	-	-	-	1	-	-			2	-	-	-	-	-	-	1	-	10
Totals	23	23	11	15	15	24	16	12	18	10	19	18	18	24	19	27	14	14	11	15	21	12	17	11	12	419
Opponent	KA	PA	CA	SY	CW	WC	RI	ME	HW	BL	SK	AD	FR	WB	GE	KA	PA	CA	SY	CW	WC	RI	RI	HW	BL	
