Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Alessio, Steven	-	-	-	1	-	-	-									-	1	-	1	-	2	3	1	1	2	12
Bannister, Jordan												1		-	1				-							2
Barnard, Paul	1	-	-	1	1	-	1	-	-	-	-	1	-	3	-	-	2	6	-	-	1		-	1	-	18
Barnes, John	-	2	-	3	-	-	1	1	1			1	1	2	-	1	-	-		2	3	-	1	2	2	23
Blumfield, Justin	1	2	-		-	1	-	1	-						-							-	-	2	-	7
Bolton, Mark	1			2				-	-	-					-	-		1	1	1		4		-		10
Bullen, Marcus											-			-												
Caracella, Blake	1	-	1	-	2	-	1	1					4	-	-	1	3	2	-	-	2	4	4	-	-	26
Fletcher, Dustin	1	5	2	9	6	2	7	5		2		11	3	9	4	2		6	7	6	6		4	4	6	107
Forster-Knight, Robert				-	-				-	-	-						1	-	2	-						3
Hardwick, Damien			3	3	4	5	3	5	2	4	-		5		4	3	4	5	7	3	3	8	1	7	4	83
Heffernan, Chris										-	1	2	-	2	1	-	1	2	-	1	-	1	4	3	4	22
Henneman, Aaron	2	-	3	-	2	4	1	1	-	1	5	2	2	1	1	1	-		2		-					28
Hille, David								-		1	-	1	-						-							2
Hird, James	1	1	-	-	2	1	1	-	2	-	4	-	1			1	3	1		-	-	1	-	-	-	19
Jacobs, Danny	1	-	-		-	-	1	6	3	2	4	-		4	2	1	3	1	-	-	-	-	-	3	2	33
Johnson, Jason	2	1	2	1	-	2	-	3	-	-	1	3	5		2	2	2	2	1	1	-	-	2	1	1	34
Johnson, Mark	1	2	4	1	-	-	2	6	2	3	2	2	1	3	1	2	1			1	5	1	-	-	-	40
Lalich, Judd											1	-		1	-	-			1							3
Lloyd, Matthew	-	-	-		-	1	-	-	-	-	-	1	-	-	-	-	-	-			-	-	-		-	2
Long, Michael		1	-	-	-																	-	-	-		1
Lucas, Scott	2	3	-	2	-	1	-	2	1	1	-	1	1	1	1	1	-	1	-	1	-	-	1	1	1	22
McAlister, Daniel				-																						
McGrath, Cory									1	-	5	-	-	-	-	-	1	-	-	1	2					10
McVeigh, Mark	-	-	1	3	-	-	-	-	1	-	2	-	-	1			-	3	2	-	-	-	-	-	-	13
Mercuri, Mark	-	1	2	1	1	-	-						2	-	-	-	-	1	-	-	-	2	2	-	-	12
Misiti, Joe	1	2	-										-	2	3	1	1	-	1	3	-	-	-	-	2	16
Moorcroft, Gary	-	-	-			1	-	-	3			-	-	-	-	1	-	-	-						1	6
Peverill, Damien				1	1	3	2	3	2	2	4	3														21
Ramanauskas, Adam	3	-	5	8	2	2	1	3	2	1	-	1	1	2	4	1	5	2	1	-	4	-	3	1	-	52
Rioli, Dean	1	3				-	-	-	1	2	1	-	1	-						-	-	2	-	-	2	13
Robran, Jonathon									-	-	-											-				
Solomon, Dean	1	2	-	2	1	-	-	-	3	2	3	3	2	-	3	1	1	3		2	3	2	7	2	2	45
Wallis, Dean				-																						
Wellman, Sean	4	4	4	1	3	1	2	2	5	1	5	2	8	4			3	1	4	4	6	1	3	-	3	71
Totals	24	29	27	39	25	24	23	39	29	22	38	35	37	35	27	19	32	37	30	26	37	29	33	28	32	756
Opponent	KA	PA	CA	SY	CW	WC	RI	ME	HW	BL	SK	AD	FR	WB	GE	KA	PA	CA	SY	CW	WC	RI	RI	HW	BL	
