Player	R1	R2	R3	R4	R5	R6	R7	R8	R9	R10	R11	R12	R13	R14	R15	R16	R17	R18	R19	R20	R21	R22	QF	PF	GF	Tot
Akermanis, Jason	1	-	-	1	-	1	4	-	-	1	2	1	1	-	-	1	1	3	-		3	-	3	2	3	28
Ashcroft, Marcus	2	2	1	1	-	-	4	1	-	-	-	1	-	-	-	1	2	-	-	-	-	-	-	2	1	18
Black, Simon	-	1	1	-	-	-	1	-	2	-	-	2	-	1	1	-	-	-	4	-	-	-	3	2	3	21
Bolton, Craig	-			-						-		-	-	-	-	-										
Bradshaw, Daniel	-			-			-		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Brown, Jonathan	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-	3
Charman, Jamie					-					-																
Clarke, Nathan			-	-																						
Copeland, Robert									-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Cupido, Damian	-	-	1	-	1	-	-																			2
Hadley, Richard			-																							
Hart, Shaun	-	1	-							-	-	-	-	-	-	1	-	1	1	1	1	-	-	1	1	8
Headland, Des	-			-	7	1	-	-	-	-	-	-	-	-	1	-	-	-	1	1	-	-				11
Johnson, Chris				-	-	-	-	1	8	4	1	2	1	6	7		1	4	1	4	-	-	2	2	7	51
Keating, Clark	-	-	-					-	-	-	-	-	-	-	-	-	-	-	-	-		-	-	-	-	
Kennedy, Matthew		3	-	1	-			-									-				-			-		4
Knobel, Trent						-	-	-																		
Lappin, Nigel	3	1	-	3	2	-	1	2	1	4	-	4	-	-	2	-	2	1	4	4	-	-	-	6	-	40
Leppitsch, Justin	1	3	-								-								1	2	3	2	1	-	1	14
Lynch, Alastair	-	-	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	-		-	2
McDonald, Beau	-	-	-	-	-	-	-	-	-		-	-	-	-	-	-	-	1	-		-	-	-	-	-	1
McGrath, Ashley																				-						
McLaren, Dylan																				-	-					
McRae, Craig					1	2	-			-	2	2	-	-	-	-	-	-	-	1	-	-	-	2	-	10
Michael, Mal	2	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-		-	1	-	4
Notting, Tim		2	-	3	7	-	-	2	1	2	1	-	-	-	1	-	-	2	-	-	-	-	-	-	-	21
Picken, Marcus		2	-	1	1	-	-	1	-																	5
Pike, Martin	1	-	1	-		-	-	-	-	-	-	-	-	-	-	-	1	-			-	-	-	-	-	3
Power, Luke	-	-			-	-			-							-	1	1	2	2	2	-	1	-	-	9
Robbins, Ben	-	-	-	-	-	-	-	-						-	-	-										
Scott, Brad	1				-	1	-	-	-	1	-	1	-	-	1	-	-	1	-	1	3	-	1	-	1	12
Scott, Chris		1	2	-	1	-		2	-	1	1	-	2				2	-	5	-	-	2	-	2	-	21
Shattock, Aaron	-	1	-				-	-	-																	1
Voss, Michael	-	-	3	1	3	-	1	2	-	1	-	-	-	2	1	-	3	2	2	-	-	-	-	-	-	21
White, Darryl	-	-		1	-	-	1	-	-	3	-	-	-	5	3	-		1	2	-		-	-	4	3	23
Totals	11	17	11	12	23	6	12	13	12	17	7	13	4	14	17	4	13	17	23	16	12	4	11	24	20	333
Opponent	PA	KA	RI	WB	FR	GE	SY	CA	AD	ES	WC	ME	HW	SK	CW	PA	KA	WB	RI	FR	GE	SY	PA	RI	ES	
